Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,71.940343,[273  64] ; [44 69],[237.39777778  99.60222222] ; [79.60222222 33.39777778],1
d3,1,0.0,38.47213,[271  66] ; [57 56],[245.63555556  91.36444444] ; [82.36444444 30.63555556],1
a2,1,2e-06,23.067825,[107 230] ; [ 10 103],[ 87.62 249.38] ; [29.38 83.62],1
u1,1,4e-06,21.25022,[ 86 251] ; [  6 107],[ 68.89777778 268.10222222] ; [23.10222222 89.89777778],1
b5,1,1.4e-05,18.9127,[213 124] ; [45 68],[193.21333333 143.78666667] ; [64.78666667 48.21333333],1
r4,1,1.5e-05,18.748895,[319  18] ; [92 21],[307.79333333  29.20666667] ; [103.20666667   9.79333333],1
v4,1,0.000594,11.794282,[329   5] ; [103   9],[323.51569507  10.48430493] ; [108.48430493   3.51569507],1
r1,1,0.001651,9.901513,[286  48] ; [82 31],[274.97091723  59.02908277] ; [93.02908277 19.97091723],0
d1,1,0.005728,7.633954,[233 104] ; [62 51],[220.92222222 116.07777778] ; [74.07777778 38.92222222],0
d4,1,0.011186,6.43546,[295  42] ; [87 25],[286.71269488  50.28730512] ; [95.28730512 16.71269488],0
r2,1,0.014567,5.968038,[319  15] ; [98 12],[313.68918919  20.31081081] ; [103.31081081   6.68918919],0
b1,1,0.01509,5.905953,[115 222] ; [53 60],[125.81333333 211.18666667] ; [42.18666667 70.81333333],0
p2,1,0.019968,5.414648,[312  24] ; [95 16],[305.93288591  30.06711409] ; [101.06711409   9.93288591],0
r3,1,0.020131,5.400537,[327   8] ; [105   8],[323.03571429  11.96428571] ; [108.96428571   4.03571429],0
u3,1,0.020208,5.393803,[56 29] ; [12 17],[50.70175439 34.29824561] ; [17.29824561 11.70175439],0
b4,1,0.030317,4.691242,[209 128] ; [57 56],[199.20444444 137.79555556] ; [66.79555556 46.20444444],0
v2,1,0.03242,4.576167,[204 122] ; [55 53],[194.5483871 131.4516129] ; [64.4516129 43.5483871],0
a5,1,0.040085,4.21427,[275  62] ; [82 31],[267.35333333  69.64666667] ; [89.64666667 23.35333333],0
s8,1,0.047117,3.941201,[159 175] ; [66 47],[168.12080537 165.87919463] ; [56.87919463 56.12080537],0
n5,1,0.13402,2.245305,[273  62] ; [99 14],[278.16964286  56.83035714] ; [93.83035714 19.16964286],0
s7,1,0.149349,2.078888,[169 150] ; [67 43],[175.48717949 143.51282051] ; [60.51282051 49.48717949],0
n6,1,0.159728,1.976799,[300  34] ; [96 17],[295.89261745  38.10738255] ; [100.10738255  12.89261745],0
p12,1,0.160768,1.966992,[ 40 297] ; [  8 104],[ 36.02672606 300.97327394] ; [ 11.97327394 100.02672606],0
s5,1,0.217271,1.522303,[117 210] ; [45 61],[122.34180139 204.65819861] ; [39.65819861 66.34180139],0
p10,1,0.302416,1.063512,[307  28] ; [99 13],[304.27293065  30.72706935] ; [101.72706935  10.27293065],0
b2,1,0.334581,0.931087,[ 85 134] ; [36 44],[ 88.62541806 130.37458194] ; [32.37458194 47.62541806],0
b3,1,0.334581,0.931087,[ 85 134] ; [36 44],[ 88.62541806 130.37458194] ; [32.37458194 47.62541806],0
d5,1,0.355348,0.854266,[289  48] ; [92 20],[285.96213808  51.03786192] ; [95.03786192 16.96213808],0
p5,1,0.365897,0.817552,[ 56 278] ; [23 89],[ 59.16143498 274.83856502] ; [19.83856502 92.16143498],0
u4,1,0.386284,0.750606,[  7 329] ; [  4 109],[  8.23162584 327.76837416] ; [  2.76837416 110.23162584],0
n1,1,0.440956,0.593794,[19 33] ; [11 13],[20.52631579 31.47368421] ; [ 9.47368421 14.52631579],0
n3,1,0.445018,0.583309,[41 11] ; [17  7],[39.68421053 12.31578947] ; [18.31578947  5.68421053],0
u2,1,0.447442,0.577124,[56 30] ; [16 12],[54.31578947 31.68421053] ; [17.68421053 10.31578947],0
a1,1,0.476271,0.50739,[ 21 316] ; [  5 108],[ 19.47111111 317.52888889] ; [  6.52888889 106.47111111],0
s4,1,0.484545,0.488616,[ 52 278] ; [21 92],[ 54.37923251 275.62076749] ; [18.62076749 94.37923251],0
p1,1,0.533221,0.388249,[ 37 299] ; [ 10 102],[ 35.25 300.75] ; [ 11.75 100.25],0
a8,1,0.565615,0.330074,[ 43 256] ; [13 94],[ 41.24137931 257.75862069] ; [14.75862069 92.24137931],0
v1,1,0.570772,0.321392,[202 125] ; [64 45],[199.5 127.5] ; [66.5 42.5],0
p8,1,0.583238,0.30103,[230 104] ; [74 38],[227.65919283 106.34080717] ; [76.34080717 35.65919283],0
s2,1,0.627388,0.235619,[181 149] ; [59 54],[178.78103837 151.21896163] ; [61.21896163 51.78103837],0
p7,1,0.649545,0.206474,[254  79] ; [87 24],[255.75  77.25] ; [85.25 25.75],0
n2,1,0.672386,0.178824,[39 12] ; [18  7],[38.25 12.75] ; [18.75  6.25],0
p3,1,0.678424,0.171905,[233 103] ; [76 37],[231.23385301 104.76614699] ; [77.76614699 35.23385301],0
s1,1,0.746017,0.104909,[ 10 325] ; [  4 107],[ 10.51569507 324.48430493] ; [  3.48430493 107.51569507],0
s3,1,0.747454,0.103683,[187 140] ; [66 46],[188.45330296 138.54669704] ; [64.54669704 47.45330296],0
n4,1,0.804769,0.061098,[283  54] ; [96 17],[283.82888889  53.17111111] ; [95.17111111 17.82888889],0
s6,1,0.806672,0.059888,[238  92] ; [78 32],[237.  93.] ; [79. 31.],0
v3,1,0.865409,0.028728,[135 184] ; [48 63],[135.76046512 183.23953488] ; [47.23953488 63.76046512],0
d2,1,0.888113,0.019794,[178 158] ; [59 54],[177.35412027 158.64587973] ; [59.64587973 53.35412027],0
p9,1,0.897477,0.016602,[304  31] ; [103  10],[304.34151786  30.65848214] ; [102.65848214  10.34151786],0
a4,1,0.913085,0.011913,[163 173] ; [55 57],[163.5 172.5] ; [54.5 57.5],0
p6,1,0.935049,0.006641,[169 166] ; [55 55],[168.62921348 166.37078652] ; [55.37078652 54.62921348],0
a3,1,0.975699,0.000928,[251  86] ; [84 29],[250.87777778  86.12222222] ; [84.12222222 28.87777778],0
