Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,50.066315,[116  13] ; [15 26],[99.40588235 29.59411765] ; [31.59411765  9.40588235],1
u1,1,0.282064,1.157119,[  9 120] ; [ 1 40],[  7.58823529 121.41176471] ; [ 2.41176471 38.58823529],0
u2,1,0.291145,1.114319,[17 20] ; [11  7],[18.83636364 18.16363636] ; [9.16363636 8.83636364],0
d4,1,0.292286,1.109062,[100  28] ; [28 12],[97.52380952 30.47619048] ; [30.47619048  9.52380952],0
n3,1,0.30276,1.061996,[18  9] ; [13  3],[19.46511628  7.53488372] ; [11.53488372  4.46511628],0
a1,1,0.326248,0.963733,[  7 122] ; [ 4 37],[  8.34705882 120.65294118] ; [ 2.65294118 38.34705882],0
p1,1,0.559654,0.340304,[  9 120] ; [ 4 37],[  9.86470588 119.13529412] ; [ 3.13529412 37.86470588],0
u3,1,0.578881,0.308048,[16 22] ; [9 9],[16.96428571 21.03571429] ; [8.03571429 9.96428571],0
n1,1,0.635738,0.224359,[11 16] ; [ 5 10],[10.28571429 16.71428571] ; [5.71428571 9.28571429],0
s4,1,0.640003,0.218738,[ 27 102] ; [10 31],[ 28.07647059 100.92352941] ; [ 8.92352941 32.07647059],0
d3,1,0.651701,0.203763,[65 64] ; [19 22],[63.74117647 65.25882353] ; [20.25882353 20.74117647],0
s1,1,0.658603,0.195225,[  5 123] ; [ 1 40],[  4.5443787 123.4556213] ; [ 1.4556213 39.5443787],0
b4,1,0.715116,0.13322,[65 64] ; [22 19],[66.01764706 62.98235294] ; [20.98235294 20.01764706],0
b1,1,0.79041,0.070638,[63 66] ; [21 20],[63.74117647 65.25882353] ; [20.25882353 20.74117647],0
a6,1,0.872035,0.025945,[49 80] ; [15 26],[48.56470588 80.43529412] ; [15.43529412 25.56470588],0
