Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,50.066315,[116  13] ; [15 26],[99.40588235 29.59411765] ; [31.59411765  9.40588235],1
n6,1,2e-06,22.239711,[115  14] ; [23 18],[104.71764706  24.28235294] ; [33.28235294  7.71764706],1
p10,1,9e-06,19.740219,[109  17] ; [22 19],[98.83832335 27.16167665] ; [32.16167665  8.83832335],1
p9,1,2.5e-05,17.731758,[111  17] ; [23 18],[101.49112426  26.50887574] ; [32.50887574  8.49112426],1
s7,1,3.1e-05,17.345514,[79 45] ; [10 29],[67.70552147 56.29447853] ; [21.29447853 17.70552147],1
v3,1,5.3e-05,16.328867,[66 63] ; [ 6 34],[54.95857988 74.04142012] ; [17.04142012 22.95857988],1
s8,1,5.7e-05,16.195425,[76 53] ; [ 9 31],[64.8816568 64.1183432] ; [20.1183432 19.8816568],1
r1,1,0.00311,8.741642,[100  29] ; [22 19],[92.57647059 36.42352941] ; [29.42352941 11.57647059],0
d5,1,0.004682,7.998168,[103  25] ; [24 17],[96.18934911 31.81065089] ; [30.81065089 10.18934911],0
d1,1,0.006833,7.316419,[69 60] ; [12 29],[61.46470588 67.53529412] ; [19.53529412 21.46470588],0
p2,1,0.008293,6.96908,[114  13] ; [30 11],[108.85714286  18.14285714] ; [35.14285714  5.85714286],0
p5,1,0.008294,6.968967,[ 25 103] ; [ 1 40],[ 19.69230769 108.30769231] ; [ 6.30769231 34.69230769],0
p11,1,0.009333,6.757894,[109  20] ; [27 14],[103.2  25.8] ; [32.8  8.2],0
v2,1,0.01016,6.606599,[74 53] ; [14 26],[66.92215569 60.07784431] ; [21.07784431 18.92215569],0
p8,1,0.015377,5.872698,[85 41] ; [19 22],[78.46706587 47.53293413] ; [25.53293413 15.46706587],0
s6,1,0.016252,5.775354,[85 39] ; [19 21],[78.63414634 45.36585366] ; [25.36585366 14.63414634],0
r4,1,0.027703,4.84646,[113  16] ; [30 11],[108.51176471  20.48823529] ; [34.48823529  6.51176471],0
b2,1,0.031913,4.603156,[38 49] ; [ 5 20],[33.40178571 53.59821429] ; [ 9.59821429 15.40178571],0
b3,1,0.031913,4.603156,[38 49] ; [ 5 20],[33.40178571 53.59821429] ; [ 9.59821429 15.40178571],0
r3,1,0.053284,3.734997,[122   7] ; [35  6],[119.13529412   9.86470588] ; [37.86470588  3.13529412],0
d2,1,0.071916,3.23874,[68 61] ; [15 26],[62.98235294 66.01764706] ; [20.01764706 20.98235294],0
s3,1,0.071934,3.238331,[82 45] ; [20 21],[77.10714286 49.89285714] ; [24.89285714 16.10714286],0
s5,1,0.076771,3.131963,[59 67] ; [12 27],[54.21818182 71.78181818] ; [16.78181818 22.21818182],0
v4,1,0.080512,3.054545,[120   8] ; [34  6],[117.33333333  10.66666667] ; [36.66666667  3.33333333],0
p3,1,0.082664,3.011729,[76 52] ; [18 23],[71.19526627 56.80473373] ; [22.80473373 18.19526627],0
a5,1,0.086475,2.938794,[91 38] ; [23 18],[86.50588235 42.49411765] ; [27.49411765 13.50588235],0
s2,1,0.089105,2.890465,[70 59] ; [16 25],[65.25882353 63.74117647] ; [20.74117647 20.25882353],0
a3,1,0.124011,2.365917,[91 38] ; [23 17],[87.01775148 41.98224852] ; [26.98224852 13.01775148],0
n2,1,0.130169,2.290483,[18  9] ; [14  2],[20.09302326  6.90697674] ; [11.90697674  4.09302326],0
b5,1,0.133168,2.255183,[52 77] ; [22 19],[56.15294118 72.84705882] ; [17.84705882 23.15294118],0
a2,1,0.149717,2.075131,[ 12 117] ; [ 1 40],[  9.86470588 119.13529412] ; [ 3.13529412 37.86470588],0
p4,1,0.149808,2.074201,[84 43] ; [22 19],[80.13095238 46.86904762] ; [25.86904762 15.13095238],0
v1,1,0.166893,1.910629,[73 54] ; [18 22],[69.20359281 57.79640719] ; [21.79640719 18.20359281],0
a4,1,0.172148,1.864138,[56 72] ; [13 28],[52.26035503 75.73964497] ; [16.73964497 24.26035503],0
a8,1,0.172437,1.861632,[ 16 107] ; [ 2 37],[ 13.66666667 109.33333333] ; [ 4.33333333 34.66666667],0
p6,1,0.177914,1.814966,[64 62] ; [15 24],[60.32727273 65.67272727] ; [18.67272727 20.32727273],0
r2,1,0.247164,1.339262,[113  13] ; [34  7],[110.91017964  15.08982036] ; [36.08982036  4.91017964],0
