Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s4,1,0.000421,12.437514,[ 6 94] ; [5 9],[ 9.64912281 90.35087719] ; [ 1.35087719 12.64912281],1
s6,1,0.004939,7.901703,[27 73] ; [9 5],[31.57894737 68.42105263] ; [4.42105263 9.57894737],0
p4,1,0.010327,6.577525,[29 69] ; [9 5],[33.25 64.75] ; [4.75 9.25],0
p6,1,0.015469,5.862261,[12 84] ; [5 8],[14.97247706 81.02752294] ; [ 2.02752294 10.97247706],0
a6,1,0.023035,5.165867,[67 33] ; [5 9],[63.15789474 36.84210526] ; [8.84210526 5.15789474],0
s7,1,0.069394,3.297294,[14 76] ; [5 9],[16.44230769 73.55769231] ; [ 2.55769231 11.44230769],0
p3,1,0.07157,3.246644,[26 72] ; [7 7],[28.875 69.125] ; [4.125 9.875],0
d2,1,0.085588,2.955461,[40 60] ; [9 5],[42.98245614 57.01754386] ; [6.01754386 7.98245614],0
s8,1,0.125543,2.346763,[13 87] ; [ 4 10],[14.9122807 85.0877193] ; [ 2.0877193 11.9122807],0
d5,1,0.155081,2.021549,[67 33] ; [12  2],[69.29824561 30.70175439] ; [9.70175439 4.29824561],0
p5,1,0.179683,1.800243,[ 5 94] ; [ 2 12],[ 6.13274336 92.86725664] ; [ 0.86725664 13.13274336],0
p7,1,0.185093,1.756247,[44 53] ; [9 5],[46.31531532 50.68468468] ; [6.68468468 7.31531532],0
p2,1,0.207547,1.588458,[60 38] ; [11  3],[62.125 35.875] ; [8.875 5.125],0
p8,1,0.233038,1.422222,[33 65] ; [7 7],[35. 63.] ; [5. 9.],0
b5,1,0.253152,1.305823,[59 41] ; [6 8],[57.01754386 42.98245614] ; [7.98245614 6.01754386],0
v1,1,0.254118,1.300524,[34 65] ; [7 7],[35.92035398 63.07964602] ; [5.07964602 8.92035398],0
n1,1,0.27282,1.202513,[13 24] ; [4 3],[14.29545455 22.70454545] ; [2.70454545 4.29545455],0
a2,1,0.30729,1.042286,[18 82] ; [ 1 13],[16.66666667 83.33333333] ; [ 2.33333333 11.66666667],0
d4,1,0.335128,0.928979,[65 34] ; [11  3],[66.5840708 32.4159292] ; [9.4159292 4.5840708],0
a1,1,0.343725,0.89649,[ 7 93] ; [ 2 12],[ 7.89473684 92.10526316] ; [ 1.10526316 12.89473684],0
d1,1,0.389605,0.740174,[38 62] ; [7 7],[39.47368421 60.52631579] ; [5.52631579 8.47368421],0
n2,1,0.394756,0.724243,[20 17] ; [5 2],[21.02272727 15.97727273] ; [3.97727273 3.02272727],0
v2,1,0.404013,0.69635,[36 58] ; [7 7],[37.42592593 56.57407407] ; [5.57407407 8.42592593],0
s3,1,0.419967,0.650407,[25 73] ; [5 9],[26.25 71.75] ; [ 3.75 10.25],0
b1,1,0.427166,0.630516,[53 47] ; [9 5],[54.38596491 45.61403509] ; [7.61403509 6.38596491],0
p10,1,0.431373,0.619124,[45 53] ; [8 6],[46.375 51.625] ; [6.625 7.375],0
p11,1,0.434179,0.611619,[54 46] ; [6 8],[52.63157895 47.36842105] ; [7.36842105 6.63157895],0
v3,1,0.474087,0.512435,[21 75] ; [4 9],[22.01834862 73.98165138] ; [ 2.98165138 10.01834862],0
d3,1,0.492203,0.471707,[54 45] ; [9 5],[55.19469027 43.80530973] ; [7.80530973 6.19469027],0
p1,1,0.539379,0.376693,[ 9 90] ; [ 2 12],[ 9.63716814 89.36283186] ; [ 1.36283186 12.63716814],0
r1,1,0.585426,0.297544,[64 36] ; [10  4],[64.9122807 35.0877193] ; [9.0877193 4.9122807],0
a7,1,0.618371,0.248163,[64 36] ; [8 6],[63.15789474 36.84210526] ; [8.84210526 5.15789474],0
b2,1,0.701441,0.146977,[19 41] ; [2 6],[18.52941176 41.47058824] ; [2.47058824 5.52941176],0
b3,1,0.701441,0.146977,[19 41] ; [2 6],[18.52941176 41.47058824] ; [2.47058824 5.52941176],0
a4,1,0.705757,0.142552,[41 59] ; [5 9],[40.35087719 59.64912281] ; [5.64912281 8.35087719],0
n4,1,0.77099,0.084728,[53 47] ; [8 6],[53.50877193 46.49122807] ; [7.49122807 6.50877193],0
r4,1,0.813028,0.055942,[61 39] ; [9 5],[61.40350877 38.59649123] ; [8.59649123 5.40350877],0
b4,1,0.824993,0.048898,[54 46] ; [8 6],[54.38596491 45.61403509] ; [7.61403509 6.38596491],0
a5,1,0.838286,0.041651,[60 40] ; [8 6],[59.64912281 40.35087719] ; [8.35087719 5.64912281],0
u3,1,0.851152,0.035212,[16 20] ; [2 3],[15.80487805 20.19512195] ; [2.19512195 2.80487805],0
v4,1,0.871861,0.026016,[72 26] ; [10  4],[71.75 26.25] ; [10.25  3.75],0
n3,1,0.888196,0.019765,[21 14] ; [4 3],[20.83333333 14.16666667] ; [4.16666667 2.83333333],0
a8,1,0.922316,0.00951,[ 6 87] ; [ 1 13],[ 6.08411215 86.91588785] ; [ 0.91588785 13.08411215],0
u2,1,0.94349,0.005025,[21 15] ; [3 2],[21.07317073 14.92682927] ; [2.92682927 2.07317073],0
r2,1,0.946611,0.004484,[77 22] ; [11  3],[77.09734513 21.90265487] ; [10.90265487  3.09734513],0
r3,1,0.964454,0.001986,[72 28] ; [10  4],[71.92982456 28.07017544] ; [10.07017544  3.92982456],0
