Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,52.957511,[136  72] ; [31 96],[103.68955224 104.31044776] ; [63.31044776 63.68955224],1
v1,1,1e-06,24.368022,[149  57] ; [57 69],[127.81927711  78.18072289] ; [78.18072289 47.81927711],1
a7,1,0.009922,6.648828,[157  53] ; [80 50],[146.38235294  63.61764706] ; [90.61764706 39.38235294],0
a6,1,0.018141,5.582506,[146  64] ; [74 56],[135.88235294  74.11764706] ; [84.11764706 45.88235294],0
s4,1,0.028844,4.776921,[ 32 178] ; [32 97],[ 39.6460177 170.3539823] ; [ 24.3539823 104.6460177],0
d4,1,0.041404,4.159414,[187  24] ; [104  25],[180.59117647  30.40882353] ; [110.40882353  18.59117647],0
p7,1,0.052826,3.749407,[152  52] ; [84 46],[144.14371257  59.85628743] ; [91.85628743 38.14371257],0
r3,1,0.076558,3.136504,[207   4] ; [123   7],[204.19354839   6.80645161] ; [125.80645161   4.19354839],0
b5,1,0.083846,2.98872,[132  79] ; [69 61],[124.37243402  86.62756598] ; [76.62756598 53.37243402],0
p3,1,0.083846,2.98872,[132  79] ; [69 61],[124.37243402  86.62756598] ; [76.62756598 53.37243402],0
b1,1,0.105649,2.618124,[ 74 137] ; [57 73],[ 81.05865103 129.94134897] ; [49.94134897 80.05865103],0
b4,1,0.117171,2.454737,[127  84] ; [67 63],[120.04105572  90.95894428] ; [73.95894428 56.04105572],0
s2,1,0.144632,2.127973,[156  52] ; [88 42],[150.15384615  57.84615385] ; [93.84615385 36.15384615],0
a8,1,0.147198,2.101052,[ 37 152] ; [ 16 105],[ 32.31290323 156.68709677] ; [ 20.68709677 100.31290323],0
d5,1,0.160614,1.968434,[185  26] ; [106  23],[180.59117647  30.40882353] ; [110.40882353  18.59117647],0
p11,1,0.188885,1.726294,[176  35] ; [101  29],[171.39882698  39.60117302] ; [105.60117302  24.39882698],0
d1,1,0.227061,1.459179,[148  63] ; [83 47],[142.93548387  68.06451613] ; [88.06451613 41.93548387],0
u1,1,0.227765,1.454764,[ 56 155] ; [ 27 103],[ 51.35777126 159.64222874] ; [31.64222874 98.35777126],0
a3,1,0.23922,1.385187,[174  36] ; [101  29],[169.85294118  40.14705882] ; [105.14705882  24.85294118],0
p9,1,0.250223,1.322056,[194  15] ; [116  14],[191.12094395  17.87905605] ; [118.87905605  11.12094395],0
u4,1,0.254749,1.297069,[ 10 201] ; [  3 127],[  8.04398827 202.95601173] ; [  4.95601173 125.04398827],0
n2,1,0.261985,1.258236,[29  8] ; [24 12],[26.8630137 10.1369863] ; [26.1369863  9.8630137],0
a1,1,0.275498,1.189165,[ 14 197] ; [  5 125],[ 11.75659824 199.24340176] ; [  7.24340176 122.75659824],0
r1,1,0.278018,1.176751,[184  27] ; [107  22],[180.59117647  30.40882353] ; [110.40882353  18.59117647],0
s6,1,0.282793,1.15362,[172  37] ; [111  17],[175.51038576  33.48961424] ; [107.48961424  20.51038576],0
p6,1,0.297909,1.083532,[106 101] ; [59 71],[101.35014837 105.64985163] ; [63.64985163 66.35014837],0
s5,1,0.301476,1.067653,[ 94 104] ; [52 73],[ 89.49845201 108.50154799] ; [56.50154799 68.49845201],0
d2,1,0.336346,0.924308,[128  83] ; [72 58],[123.75366569  87.24633431] ; [76.24633431 53.75366569],0
r2,1,0.343967,0.89559,[202   7] ; [121   7],[200.31750742   8.68249258] ; [122.68249258   5.31750742],0
s7,1,0.350811,0.870522,[163  38] ; [96 29],[159.69018405  41.30981595] ; [99.30981595 25.69018405],0
d3,1,0.387211,0.747683,[149  62] ; [86 44],[145.41055718  65.58944282] ; [89.58944282 40.41055718],0
n4,1,0.401562,0.703645,[188  23] ; [111  18],[185.55588235  25.44411765] ; [113.44411765  15.55588235],0
n1,1,0.416859,0.659152,[15 22] ; [18 18],[16.7260274 20.2739726] ; [16.2739726 19.7260274],0
a5,1,0.423058,0.641804,[173  38] ; [102  28],[170.16129032  40.83870968] ; [104.83870968  25.16129032],0
p2,1,0.424024,0.639136,[182  29] ; [108  22],[179.44281525  31.55718475] ; [110.55718475  19.44281525],0
u3,1,0.453305,0.562375,[25 12] ; [17 12],[23.54545455 13.45454545] ; [18.45454545 10.54545455],0
p5,1,0.477543,0.50447,[ 32 179] ; [ 23 104],[ 34.33431953 176.66568047] ; [ 20.66568047 106.33431953],0
n3,1,0.501157,0.452486,[28  9] ; [24 11],[26.72222222 10.27777778] ; [25.27777778  9.72222222],0
n5,1,0.504595,0.44526,[177  33] ; [113  17],[179.11764706  30.88235294] ; [110.88235294  19.11764706],0
a2,1,0.519486,0.414915,[ 62 149] ; [34 96],[ 59.40175953 151.59824047] ; [36.59824047 93.40175953],0
p8,1,0.527135,0.399912,[126  80] ; [75 55],[123.23214286  82.76785714] ; [77.76785714 52.23214286],0
s1,1,0.551343,0.354917,[  7 201] ; [  6 123],[  8.02373887 199.97626113] ; [  4.97626113 124.02373887],0
p10,1,0.558515,0.342283,[185  23] ; [112  17],[183.3115727  24.6884273] ; [113.6884273  15.3115727],0
p1,1,0.592459,0.28652,[ 19 192] ; [ 14 116],[ 20.41935484 190.58064516] ; [ 12.58064516 117.41935484],0
p4,1,0.604023,0.268971,[143  67] ; [92 38],[145.14705882  64.85294118] ; [89.85294118 40.14705882],0
r4,1,0.644739,0.212598,[199  12] ; [121   9],[198.0058651  12.9941349] ; [121.9941349   8.0058651],0
b2,1,0.661342,0.191897,[62 87] ; [37 46],[63.58189655 85.41810345] ; [35.41810345 47.58189655],0
b3,1,0.661342,0.191897,[62 87] ; [37 46],[63.58189655 85.41810345] ; [35.41810345 47.58189655],0
p12,1,0.671947,0.179333,[ 26 184] ; [ 14 115],[ 24.77876106 185.22123894] ; [ 15.22123894 113.77876106],0
s3,1,0.829315,0.046475,[153  55] ; [97 33],[153.84615385  54.15384615] ; [96.15384615 33.84615385],0
a4,1,0.856769,0.032576,[105 106] ; [66 64],[105.80938416 105.19061584] ; [65.19061584 64.80938416],0
u2,1,0.879135,0.023124,[21 16] ; [17 12],[21.3030303 15.6969697] ; [16.6969697 12.3030303],0
v4,1,0.979567,0.000656,[203   8] ; [125   5],[202.95601173   8.04398827] ; [125.04398827   4.95601173],0
