Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,2e-06,23.094079,[10 27] ; [40 11],[21.02272727 15.97727273] ; [28.97727273 22.02272727],1
d3,1,4e-06,21.168449,[12 25] ; [42 10],[22.4494382 14.5505618] ; [31.5505618 20.4494382],1
d4,1,1e-05,19.519738,[23 14] ; [50  1],[30.69318182  6.30681818] ; [42.30681818  8.69318182],1
a5,1,1e-05,19.486771,[19 18] ; [48  4],[27.85393258  9.14606742] ; [39.14606742 12.85393258],1
a4,1,6.5e-05,15.950637,[ 7 30] ; [32 20],[16.21348315 20.78651685] ; [22.78651685 29.21348315],1
u1,1,0.002627,9.049692,[ 1 36] ; [14 38],[ 6.23595506 30.76404494] ; [ 8.76404494 43.23595506],0
a2,1,0.002627,9.049692,[ 1 36] ; [14 38],[ 6.23595506 30.76404494] ; [ 8.76404494 43.23595506],0
b3,1,0.035145,4.438124,[ 5 15] ; [19 16],[ 8.72727273 11.27272727] ; [15.27272727 19.72727273],0
b2,1,0.035145,4.438124,[ 5 15] ; [19 16],[ 8.72727273 11.27272727] ; [15.27272727 19.72727273],0
a3,1,0.063002,3.456541,[21 15] ; [40 12],[24.95454545 11.04545455] ; [36.04545455 15.95454545],0
s3,1,0.070547,3.270249,[ 3 33] ; [12 40],[ 6.13636364 29.86363636] ; [ 8.86363636 43.13636364],0
r2,1,0.097164,2.751488,[30  6] ; [49  3],[32.31818182  3.68181818] ; [46.68181818  5.31818182],0
p3,1,0.100722,2.694078,[17 20] ; [33 19],[20.78651685 16.21348315] ; [29.21348315 22.78651685],0
s6,1,0.193224,1.692862,[26  9] ; [31 20],[23.19767442 11.80232558] ; [33.80232558 17.19767442],0
v1,1,0.201996,1.627884,[12 23] ; [25 27],[14.88505747 20.11494253] ; [22.11494253 29.88505747],0
s7,1,0.208591,1.581176,[14 20] ; [14 36],[11.33333333 22.66666667] ; [16.66666667 33.33333333],0
n4,1,0.230961,1.434936,[25 12] ; [41 11],[27.43820225  9.56179775] ; [38.56179775 13.43820225],0
a6,1,0.253258,1.305244,[19 18] ; [33 19],[21.61797753 15.38202247] ; [30.38202247 21.61797753],0
p10,1,0.261297,1.26187,[27  9] ; [44  8],[29.04545455  6.95454545] ; [41.95454545 10.04545455],0
p8,1,0.333013,0.937146,[17 19] ; [30 22],[19.22727273 16.77272727] ; [27.77272727 24.22727273],0
p12,1,0.386177,0.750946,[ 5 32] ; [ 4 47],[ 3.78409091 33.21590909] ; [ 5.21590909 45.78409091],0
s8,1,0.389998,0.738949,[10 26] ; [19 33],[11.86363636 24.13636364] ; [17.13636364 34.86363636],0
n1,1,0.391805,0.733333,[5 7] ; [6 4],[6. 6.] ; [5. 5.],0
n5,1,0.441954,0.591204,[25 12] ; [39 13],[26.60674157 10.39325843] ; [37.39325843 14.60674157],0
n6,1,0.485849,0.485707,[30  7] ; [45  7],[31.17977528  5.82022472] ; [43.82022472  8.17977528],0
p9,1,0.517818,0.418236,[27  9] ; [42 10],[28.22727273  7.77272727] ; [40.77272727 11.22727273],0
p5,1,0.520132,0.413632,[10 27] ; [11 41],[ 8.73033708 28.26966292] ; [12.26966292 39.73033708],0
v2,1,0.553392,0.351276,[19 18] ; [30 22],[20.37078652 16.62921348] ; [28.62921348 23.37078652],0
p4,1,0.57463,0.314997,[20 16] ; [32 20],[21.27272727 14.72727273] ; [30.72727273 21.27272727],0
u2,1,0.581206,0.304289,[7 9] ; [6 5],[7.7037037 8.2962963] ; [5.2962963 5.7037037],0
v4,1,0.625641,0.238018,[33  3] ; [46  6],[32.31818182  3.68181818] ; [46.68181818  5.31818182],0
r3,1,0.63263,0.228511,[33  4] ; [47  4],[33.63636364  3.36363636] ; [46.36363636  4.63636364],0
a1,1,0.664506,0.188096,[ 3 34] ; [ 3 49],[ 2.49438202 34.50561798] ; [ 3.50561798 48.49438202],0
n2,1,0.672754,0.178397,[8 5] ; [7 3],[8.47826087 4.52173913] ; [6.52173913 3.47826087],0
s4,1,0.690566,0.158473,[ 7 30] ; [ 8 43],[ 6.30681818 30.69318182] ; [ 8.69318182 42.30681818],0
b4,1,0.701744,0.146664,[22 15] ; [33 19],[22.86516854 14.13483146] ; [32.13483146 19.86516854],0
v3,1,0.710883,0.137397,[13 24] ; [16 35],[12.19318182 24.80681818] ; [16.80681818 34.19318182],0
p11,1,0.711421,0.136862,[29  8] ; [39 13],[28.26966292  8.73033708] ; [39.73033708 12.26966292],0
p7,1,0.716819,0.131561,[25 12] ; [37 15],[25.7752809 11.2247191] ; [36.2247191 15.7752809],0
r1,1,0.716865,0.131516,[31  6] ; [45  7],[31.59550562  5.40449438] ; [44.40449438  7.59550562],0
b1,1,0.728685,0.120323,[15 22] ; [23 29],[15.79775281 21.20224719] ; [22.20224719 29.79775281],0
p6,1,0.739395,0.110659,[13 23] ; [17 35],[12.27272727 23.72727273] ; [17.72727273 34.27272727],0
n3,1,0.776258,0.080769,[9 4] ; [6 2],[9.28571429 3.71428571] ; [5.71428571 2.28571429],0
r4,1,0.780231,0.077851,[32  5] ; [46  6],[32.42696629  4.57303371] ; [45.57303371  6.42696629],0
p1,1,0.805427,0.060678,[ 5 32] ; [ 8 44],[ 5.40449438 31.59550562] ; [ 7.59550562 44.40449438],0
b5,1,0.843132,0.03916,[15 22] ; [20 32],[14.5505618 22.4494382] ; [20.4494382 31.5505618],0
a8,1,0.858474,0.031797,[ 6 30] ; [ 7 39],[ 5.70731707 30.29268293] ; [ 7.29268293 38.70731707],0
a7,1,0.95224,0.003587,[22 15] ; [30 21],[21.86363636 15.13636364] ; [30.13636364 20.86363636],0
p2,1,0.970576,0.001361,[30  7] ; [42 10],[29.93258427  7.06741573] ; [42.06741573  9.93258427],0
u3,1,1.0,0.0,[8 8] ; [6 6],[8. 8.] ; [6. 6.],0
