Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d4,1,0.001209,10.475871,[15  2] ; [4 9],[10.76666667  6.23333333] ; [8.23333333 4.76666667],0
d3,1,0.016101,5.791855,[10  7] ; [ 2 11],[ 6.8 10.2] ; [5.2 7.8],0
d5,1,0.065447,3.393665,[11  6] ; [4 9],[8.5 8.5] ; [6.5 6.5],0
v1,1,0.068201,3.325792,[8 9] ; [ 2 11],[ 5.66666667 11.33333333] ; [4.33333333 8.66666667],0
b1,1,0.086679,2.934993,[15  2] ; [8 5],[13.03333333  3.96666667] ; [9.96666667 3.03333333],0
n4,1,0.175823,1.832579,[ 5 12] ; [7 6],[ 6.8 10.2] ; [5.2 7.8],0
s4,1,0.197213,1.662896,[ 2 15] ; [4 9],[ 3.4 13.6] ; [ 2.6 10.4],0
s7,1,0.226765,1.461039,[ 4 10] ; [ 1 10],[ 2.8 11.2] ; [2.2 8.8],0
p3,1,0.227107,1.458891,[ 2 14] ; [4 9],[ 3.31034483 12.68965517] ; [ 2.68965517 10.31034483],0
s8,1,0.248749,1.330317,[ 4 13] ; [ 1 12],[ 2.83333333 14.16666667] ; [ 2.16666667 10.83333333],0
v3,1,0.248749,1.330317,[ 4 13] ; [ 1 12],[ 2.83333333 14.16666667] ; [ 2.16666667 10.83333333],0
b5,1,0.269023,1.221719,[10  7] ; [5 8],[8.5 8.5] ; [6.5 6.5],0
a4,1,0.297365,1.085973,[ 7 10] ; [ 3 10],[ 5.66666667 11.33333333] ; [4.33333333 8.66666667],0
r3,1,0.309564,1.032534,[11  6] ; [6 7],[9.63333333 7.36666667] ; [7.36666667 5.63333333],0
p7,1,0.366799,0.81448,[9 8] ; [9 4],[10.2  6.8] ; [7.8 5.2],0
u2,1,0.377026,0.780375,[7 2] ; [4 3],[6.1875 2.8125] ; [4.8125 2.1875],0
v2,1,0.3869,0.748663,[ 5 12] ; [5 6],[ 6.07142857 10.92857143] ; [3.92857143 7.07142857],0
b4,1,0.430841,0.620556,[9 8] ; [5 8],[7.93333333 9.06666667] ; [6.06666667 6.93333333],0
p6,1,0.451917,0.56584,[ 3 13] ; [4 9],[ 3.86206897 12.13793103] ; [3.13793103 9.86206897],0
p11,1,0.490644,0.475113,[ 7 10] ; [7 6],[7.93333333 9.06666667] ; [6.06666667 6.93333333],0
a7,1,0.490644,0.475113,[10  7] ; [6 7],[9.06666667 7.93333333] ; [6.93333333 6.06666667],0
r1,1,0.557765,0.343588,[ 7 10] ; [4 9],[ 6.23333333 10.76666667] ; [4.76666667 8.23333333],0
s6,1,0.557765,0.343588,[ 7 10] ; [4 9],[ 6.23333333 10.76666667] ; [4.76666667 8.23333333],0
n1,1,0.576999,0.311111,[2 5] ; [3 4],[2.5 4.5] ; [2.5 4.5],0
n2,1,0.59298,0.285714,[3 4] ; [4 3],[3.5 3.5] ; [3.5 3.5],0
a6,1,0.637717,0.22174,[8 9] ; [5 8],[7.36666667 9.63333333] ; [5.63333333 7.36666667],0
p10,1,0.637947,0.221437,[ 7 10] ; [6 6],[7.62068966 9.37931034] ; [5.37931034 6.62068966],0
p9,1,0.637947,0.221437,[ 7 10] ; [6 6],[7.62068966 9.37931034] ; [5.37931034 6.62068966],0
d2,1,0.697418,0.151172,[ 5 12] ; [ 3 10],[ 4.53333333 12.46666667] ; [3.46666667 9.53333333],0
s3,1,0.704507,0.143826,[ 6 10] ; [4 9],[ 5.51724138 10.48275862] ; [4.48275862 8.51724138],0
s1,1,0.712547,0.135747,[ 2 15] ; [ 1 12],[ 1.7 15.3] ; [ 1.3 11.7],0
a2,1,0.712547,0.135747,[ 2 15] ; [ 1 12],[ 1.7 15.3] ; [ 1.3 11.7],0
a1,1,0.712547,0.135747,[ 2 15] ; [ 1 12],[ 1.7 15.3] ; [ 1.3 11.7],0
p2,1,0.712547,0.135747,[9 8] ; [6 7],[8.5 8.5] ; [6.5 6.5],0
r4,1,0.712547,0.135747,[ 3 14] ; [ 3 10],[ 3.4 13.6] ; [ 2.6 10.4],0
s5,1,0.772561,0.083536,[ 2 15] ; [ 2 11],[ 2.26666667 14.73333333] ; [ 1.73333333 11.26666667],0
p4,1,0.794459,0.067873,[ 6 11] ; [4 9],[ 5.66666667 11.33333333] ; [4.33333333 8.66666667],0
s2,1,0.869125,0.027149,[ 3 14] ; [ 2 11],[ 2.83333333 14.16666667] ; [ 2.16666667 10.83333333],0
a3,1,0.875948,0.02437,[8 9] ; [6 6],[8.20689655 8.79310345] ; [5.79310345 6.20689655],0
p8,1,0.912875,0.011971,[ 6 11] ; [4 8],[ 5.86206897 11.13793103] ; [4.13793103 7.86206897],0
v4,1,0.960732,0.002424,[9 8] ; [7 6],[9.06666667 7.93333333] ; [6.93333333 6.06666667],0
a5,1,0.960732,0.002424,[8 9] ; [6 7],[7.93333333 9.06666667] ; [6.06666667 6.93333333],0
n3,1,1.0,0.0,[4 3] ; [4 3],[4. 3.] ; [4. 3.],0
b3,1,1.0,0.0,[ 2 10] ; [1 5],[ 2. 10.] ; [1. 5.],0
b2,1,1.0,0.0,[ 2 10] ; [1 5],[ 2. 10.] ; [1. 5.],0
