Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,133.847293,[15 45] ; [273  28],[47.86703601 12.13296399] ; [240.13296399  60.86703601],1
p2,1,0.0,35.169978,[33 28] ; [260  40],[49.50969529 11.49030471] ; [243.49030471  56.50969529],1
p11,1,0.0,30.096686,[29 32] ; [244  58],[45.87603306 15.12396694] ; [227.12396694  74.87603306],1
v4,1,1.8e-05,18.381286,[52  9] ; [292   7],[58.28888889  2.71111111] ; [285.71111111  13.28888889],1
b1,1,5.8e-05,16.16096,[35 26] ; [ 92 210],[21.3415978 39.6584022] ; [105.6584022 196.3415978],1
r4,1,0.000129,14.659006,[46 15] ; [278  24],[54.44628099  6.55371901] ; [269.55371901  32.44628099],1
s1,1,0.004672,8.002261,[ 6 55] ; [  7 288],[ 2.22752809 58.77247191] ; [ 10.77247191 284.22752809],0
s8,1,0.010767,6.503362,[21 40] ; [157 143],[30.07756233 30.92243767] ; [147.92243767 152.07756233],0
r3,1,0.016776,5.719656,[54  7] ; [289  12],[57.79834254  3.20165746] ; [285.20165746  15.79834254],0
s7,1,0.017653,5.630277,[23 35] ; [166 127],[31.23076923 26.76923077] ; [157.76923077 135.23076923],0
a6,1,0.022683,5.192658,[35 26] ; [217  84],[42.4640884 18.5359116] ; [209.5359116  91.4640884],0
a5,1,0.024649,5.048394,[38 23] ; [230  72],[45.03581267 15.96418733] ; [222.96418733  79.03581267],0
n5,1,0.026697,4.910276,[38 23] ; [228  72],[44.94736842 16.05263158] ; [221.05263158  78.94736842],0
r2,1,0.027333,4.869648,[53  8] ; [282  16],[56.92200557  4.07799443] ; [278.07799443  19.92200557],0
a1,1,0.033435,4.523351,[ 5 56] ; [  8 294],[ 2.184573 58.815427] ; [ 10.815427 291.184573],0
v1,1,0.037695,4.318753,[24 37] ; [156 133],[31.37142857 29.62857143] ; [148.62857143 140.37142857],0
d3,1,0.052173,3.770204,[35 26] ; [211  90],[41.45303867 19.54696133] ; [204.54696133  96.45303867],0
p8,1,0.071572,3.246601,[19 42] ; [130 168],[25.31754875 35.68245125] ; [123.68245125 174.31754875],0
n6,1,0.078612,3.09337,[46 15] ; [254  46],[50.69252078 10.30747922] ; [249.30747922  50.69252078],0
p3,1,0.082508,3.014794,[20 41] ; [135 166],[26.11878453 34.88121547] ; [128.88121547 172.11878453],0
b4,1,0.08486,2.969278,[42 19] ; [172 130],[35.96143251 25.03856749] ; [178.03856749 123.96143251],0
u3,1,0.087574,2.918407,[17  6] ; [46 39],[13.41666667  9.58333333] ; [49.58333333 35.41666667],0
p7,1,0.106076,2.611726,[26 34] ; [161 133],[31.69491525 28.30508475] ; [155.30508475 138.69491525],0
s3,1,0.114329,2.493333,[36 24] ; [209  88],[41.17647059 18.82352941] ; [203.82352941  93.17647059],0
b3,1,0.138652,2.192861,[ 8 31] ; [ 57 118],[11.84579439 27.15420561] ; [ 53.15420561 121.84579439],0
b2,1,0.138652,2.192861,[ 8 31] ; [ 57 118],[11.84579439 27.15420561] ; [ 53.15420561 121.84579439],0
n4,1,0.14416,2.132982,[40 21] ; [224  76],[44.60941828 16.39058172] ; [219.39058172  80.60941828],0
a4,1,0.152651,2.045557,[20 41] ; [128 172],[25.00831025 35.99168975] ; [122.99168975 177.00831025],0
a3,1,0.156201,2.010626,[38 23] ; [215  86],[42.63259669 18.36740331] ; [210.36740331  90.63259669],0
d1,1,0.162351,1.952187,[29 32] ; [173 129],[33.94490358 27.05509642] ; [168.05509642 133.94490358],0
s5,1,0.188529,1.729078,[18 43] ; [113 181],[22.50985915 38.49014085] ; [108.49014085 185.50985915],0
v2,1,0.212341,1.555393,[28 31] ; [160 124],[32.33819242 26.66180758] ; [155.66180758 128.33819242],0
n3,1,0.225068,1.471763,[13  8] ; [55 18],[15.19148936  5.80851064] ; [52.80851064 20.19148936],0
r1,1,0.339278,0.913156,[47 14] ; [246  53],[49.64722222 11.35277778] ; [243.35277778  55.64722222],0
p5,1,0.356994,0.84844,[ 3 58] ; [ 25 273],[ 4.75766017 56.24233983] ; [ 23.24233983 274.75766017],0
s4,1,0.358004,0.844883,[15 46] ; [ 58 241],[12.36944444 48.63055556] ; [ 60.63055556 238.36944444],0
u2,1,0.363923,0.824309,[11 11] ; [51 33],[12.86792453  9.13207547] ; [49.13207547 34.86792453],0
p4,1,0.383441,0.759641,[28 32] ; [159 142],[31.08033241 28.91966759] ; [155.91966759 145.08033241],0
s2,1,0.386476,0.75,[33 27] ; [183 117],[36. 24.] ; [180. 120.],0
a7,1,0.391768,0.733447,[42 19] ; [224  78],[44.69972452 16.30027548] ; [221.30027548  80.69972452],0
b5,1,0.432264,0.616732,[42 19] ; [192 110],[39.32231405 21.67768595] ; [194.67768595 107.32231405],0
d5,1,0.433196,0.614239,[47 14] ; [245  56],[49.20441989 11.79558011] ; [242.79558011  58.20441989],0
n2,1,0.436625,0.605137,[15  6] ; [58 15],[16.30851064  4.69148936] ; [56.69148936 16.30851064],0
d2,1,0.448722,0.573877,[31 30] ; [137 164],[28.30939227 32.69060773] ; [139.69060773 161.30939227],0
d4,1,0.47156,0.518318,[47 14] ; [244  57],[49.0359116 11.9640884] ; [241.9640884  59.0359116],0
v3,1,0.489497,0.477632,[26 34] ; [111 177],[23.62068966 36.37931034] ; [113.37931034 174.62068966],0
a8,1,0.505844,0.442655,[ 6 48] ; [ 40 235],[ 7.55015198 46.44984802] ; [ 38.44984802 236.55015198],0
a2,1,0.558125,0.34296,[13 48] ; [ 75 227],[14.78787879 46.21212121] ; [ 73.21212121 228.78787879],0
n1,1,0.700654,0.147792,[ 7 13] ; [29 44],[ 7.74193548 12.25806452] ; [28.25806452 44.74193548],0
u1,1,0.735452,0.114164,[10 51] ; [ 55 247],[10.92286501 50.07713499] ; [ 54.07713499 247.92286501],0
p1,1,0.820034,0.051757,[ 3 58] ; [ 17 284],[ 3.37016575 57.62983425] ; [ 16.62983425 284.37016575],0
