Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.002491,9.146959,[7 1] ; [11 26],[3.2 4.8] ; [14.8 22.2],0
s3,1,0.003743,8.404233,[6 2] ; [ 8 28],[2.54545455 5.45454545] ; [11.45454545 24.54545455],0
s6,1,0.005832,7.601351,[6 2] ; [ 9 28],[2.66666667 5.33333333] ; [12.33333333 24.66666667],0
b5,1,0.010678,6.518159,[7 1] ; [14 23],[3.73333333 4.26666667] ; [17.26666667 19.73333333],0
s2,1,0.011486,6.38859,[5 3] ; [ 7 30],[2.13333333 5.86666667] ; [ 9.86666667 27.13333333],0
v2,1,0.013385,6.117477,[5 3] ; [ 7 29],[2.18181818 5.81818182] ; [ 9.81818182 26.18181818],0
p2,1,0.015981,5.804969,[7 1] ; [15 22],[3.91111111 4.08888889] ; [18.08888889 18.91111111],0
s8,1,0.019313,5.472973,[4 4] ; [ 5 32],[1.6 6.4] ; [ 7.4 29.6],0
p5,1,0.024097,5.087624,[2 6] ; [ 1 35],[0.54545455 7.45454545] ; [ 2.45454545 33.54545455],0
p10,1,0.044576,4.03462,[6 2] ; [13 23],[3.45454545 4.54545455] ; [15.54545455 20.45454545],0
p4,1,0.053614,3.724662,[5 3] ; [10 27],[2.66666667 5.33333333] ; [12.33333333 24.66666667],0
p3,1,0.099793,2.708845,[4 4] ; [ 8 29],[2.13333333 5.86666667] ; [ 9.86666667 27.13333333],0
p11,1,0.15197,2.052365,[5 3] ; [13 24],[3.2 4.8] ; [14.8 22.2],0
u2,1,0.155132,2.021053,[3 2] ; [ 5 14],[1.66666667 3.33333333] ; [ 6.33333333 12.66666667],0
p8,1,0.160952,1.965261,[4 4] ; [ 9 27],[2.36363636 5.63636364] ; [10.63636364 25.36363636],0
s5,1,0.168041,1.900338,[2 6] ; [ 3 34],[0.88888889 7.11111111] ; [ 4.11111111 32.88888889],0
p9,1,0.198959,1.65,[6 2] ; [18 18],[4.36363636 3.63636364] ; [19.63636364 16.36363636],0
u1,1,0.222732,1.486683,[1 7] ; [ 1 36],[0.35555556 7.64444444] ; [ 1.64444444 35.35555556],0
d2,1,0.251681,1.313948,[3 5] ; [ 7 30],[1.77777778 6.22222222] ; [ 8.22222222 28.77777778],0
v1,1,0.346577,0.885951,[4 4] ; [12 25],[2.84444444 5.15555556] ; [13.15555556 23.84444444],0
b2,1,0.382143,0.763797,[1 4] ; [ 9 13],[1.85185185 3.14814815] ; [ 8.14814815 13.85185185],0
b3,1,0.382143,0.763797,[1 4] ; [ 9 13],[1.85185185 3.14814815] ; [ 8.14814815 13.85185185],0
d3,1,0.38597,0.751599,[1 7] ; [10 27],[1.95555556 6.04444444] ; [ 9.04444444 27.95555556],0
r4,1,0.38597,0.751599,[1 7] ; [10 27],[1.95555556 6.04444444] ; [ 9.04444444 27.95555556],0
n6,1,0.43437,0.611111,[5 3] ; [17 19],[4. 4.] ; [18. 18.],0
a2,1,0.465728,0.532095,[1 7] ; [ 2 35],[0.53333333 7.46666667] ; [ 2.46666667 34.53333333],0
a5,1,0.477288,0.505054,[5 3] ; [18 19],[4.08888889 3.91111111] ; [18.91111111 18.08888889],0
a3,1,0.522001,0.409938,[3 5] ; [18 18],[3.81818182 4.18181818] ; [17.18181818 18.81818182],0
n5,1,0.581352,0.304054,[6 2] ; [24 13],[5.33333333 2.66666667] ; [24.66666667 12.33333333],0
s7,1,0.613893,0.254545,[2 5] ; [ 7 28],[1.5 5.5] ; [ 7.5 27.5],0
d5,1,0.623288,0.241274,[4 4] ; [15 22],[3.37777778 4.62222222] ; [15.62222222 21.37777778],0
a6,1,0.623288,0.241274,[4 4] ; [15 22],[3.37777778 4.62222222] ; [15.62222222 21.37777778],0
b4,1,0.623288,0.241274,[4 4] ; [22 15],[4.62222222 3.37777778] ; [21.37777778 15.62222222],0
a4,1,0.696606,0.152027,[2 6] ; [ 7 30],[1.6 6.4] ; [ 7.4 29.6],0
r1,1,0.727282,0.121622,[4 4] ; [16 21],[3.55555556 4.44444444] ; [16.44444444 20.55555556],0
u3,1,0.82215,0.050526,[1 4] ; [ 3 16],[0.83333333 4.16666667] ; [ 3.16666667 15.83333333],0
r2,1,0.834906,0.043436,[4 4] ; [17 20],[3.73333333 4.26666667] ; [17.26666667 19.73333333],0
v3,1,0.834906,0.043436,[2 6] ; [ 8 29],[1.77777778 6.22222222] ; [ 8.22222222 28.77777778],0
d4,1,0.834906,0.043436,[4 4] ; [20 17],[4.26666667 3.73333333] ; [19.73333333 17.26666667],0
a7,1,0.834906,0.043436,[4 4] ; [17 20],[3.73333333 4.26666667] ; [17.26666667 19.73333333],0
a8,1,0.895374,0.017294,[1 7] ; [ 5 30],[1.11627907 6.88372093] ; [ 4.88372093 30.11627907],0
n3,1,0.929308,0.00787,[1 1] ; [8 7],[1.05882353 0.94117647] ; [7.94117647 7.05882353],0
n2,1,0.929308,0.00787,[1 1] ; [7 8],[0.94117647 1.05882353] ; [7.05882353 7.94117647],0
s1,1,0.939048,0.005847,[1 7] ; [ 5 32],[1.06666667 6.93333333] ; [ 4.93333333 32.06666667],0
b1,1,0.944724,0.004807,[4 4] ; [19 18],[4.08888889 3.91111111] ; [18.91111111 18.08888889],0
n4,1,0.985741,0.000319,[5 3] ; [23 14],[4.97777778 3.02222222] ; [23.02222222 13.97777778],0
