Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,0.001451,10.140196,[45 44] ; [50 16],[54.5483871 34.4516129] ; [40.4516129 25.5483871],0
v2,1,0.002443,9.183121,[27 57] ; [37 28],[36.08053691 47.91946309] ; [27.91946309 37.08053691],0
p10,1,0.00762,7.120611,[48 37] ; [51 15],[55.72847682 29.27152318] ; [43.27152318 22.72847682],0
a5,1,0.008154,6.999315,[40 49] ; [45 23],[48.18471338 40.81528662] ; [36.81528662 31.18471338],0
v3,1,0.015506,5.858022,[21 64] ; [29 38],[27.96052632 57.03947368] ; [22.03947368 44.96052632],0
n2,1,0.016024,5.800189,[20 13] ; [15  1],[23.57142857  9.42857143] ; [11.42857143  4.57142857],0
p9,1,0.016205,5.780513,[53 31] ; [55 13],[59.68421053 24.31578947] ; [48.31578947 19.68421053],0
r2,1,0.018993,5.502134,[72 17] ; [62  4],[76.94193548 12.05806452] ; [57.05806452  8.94193548],0
p1,1,0.021876,5.255615,[ 7 81] ; [14 54],[11.84615385 76.15384615] ; [ 9.15384615 58.84615385],0
n4,1,0.02369,5.117217,[55 34] ; [52 14],[61.43870968 27.56129032] ; [45.56129032 20.43870968],0
a7,1,0.026831,4.90168,[44 45] ; [45 22],[50.77564103 38.22435897] ; [38.22435897 28.77564103],0
u3,1,0.027201,4.878001,[15 35] ; [16 13],[19.62025316 30.37974684] ; [11.37974684 17.62025316],0
s6,1,0.040041,4.216133,[34 54] ; [37 30],[40.30967742 47.69032258] ; [30.69032258 36.30967742],0
b5,1,0.040619,4.19186,[43 46] ; [44 24],[49.31847134 39.68152866] ; [37.68152866 30.31847134],0
s7,1,0.045957,3.983188,[21 60] ; [27 38],[26.63013699 54.36986301] ; [21.36986301 43.63013699],0
n3,1,0.045989,3.981992,[21 10] ; [15  1],[23.74468085  7.25531915] ; [12.25531915  3.74468085],0
n5,1,0.061739,3.49003,[61 28] ; [54 12],[66.03225806 22.96774194] ; [48.96774194 17.03225806],0
r4,1,0.068239,3.324884,[62 27] ; [56 12],[66.89171975 22.10828025] ; [51.10828025 16.89171975],0
p11,1,0.080069,3.063503,[55 34] ; [51 17],[60.08917197 28.91082803] ; [45.91082803 22.08917197],0
a3,1,0.086625,2.936004,[39 49] ; [39 28],[44.28387097 43.71612903] ; [33.71612903 33.28387097],0
a2,1,0.097021,2.753839,[ 5 84] ; [ 9 59],[ 7.93630573 81.06369427] ; [ 6.06369427 61.93630573],0
p4,1,0.10139,2.683539,[38 51] ; [38 30],[43.08280255 45.91719745] ; [32.91719745 35.08280255],0
p6,1,0.108116,2.581553,[22 65] ; [25 42],[26.55194805 60.44805195] ; [20.44805195 46.55194805],0
u2,1,0.121908,2.392641,[17 33] ; [15 14],[20.25316456 29.74683544] ; [11.74683544 17.25316456],0
s1,1,0.130323,2.288647,[ 3 85] ; [ 6 59],[ 5.17647059 82.82352941] ; [ 3.82352941 61.17647059],0
s2,1,0.149139,2.081037,[22 67] ; [24 44],[26.07643312 62.92356688] ; [19.92356688 48.07643312],0
d3,1,0.187537,1.736859,[19 69] ; [21 47],[22.56410256 65.43589744] ; [17.43589744 50.56410256],0
u1,1,0.195106,1.678632,[ 1 88] ; [ 3 65],[ 2.26751592 86.73248408] ; [ 1.73248408 66.26751592],0
