Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,81.972378,[147   4] ; [29 35],[123.60930233  27.39069767] ; [52.39069767 11.60930233],1
b2,1,0.378844,0.774449,[33 49] ; [19 20],[35.23966942 46.76033058] ; [16.76033058 22.23966942],0
b3,1,0.378844,0.774449,[33 49] ; [19 20],[35.23966942 46.76033058] ; [16.76033058 22.23966942],0
a8,1,0.437869,0.60186,[ 14 129] ; [ 4 58],[ 12.55609756 130.44390244] ; [ 5.44390244 56.55609756],0
b4,1,0.495614,0.464316,[91 60] ; [43 23],[93.24423963 57.75576037] ; [40.75576037 25.24423963],0
d1,1,0.513711,0.4265,[69 82] ; [27 39],[66.80184332 84.19815668] ; [29.19815668 36.80184332],0
a4,1,0.565334,0.330553,[64 86] ; [25 40],[62.09302326 87.90697674] ; [26.90697674 38.09302326],0
d2,1,0.565723,0.329892,[57 93] ; [27 37],[58.87850467 91.12149533] ; [25.12149533 38.87850467],0
s3,1,0.597889,0.278191,[ 30 120] ; [11 54],[ 28.60465116 121.39534884] ; [12.39534884 52.60465116],0
s1,1,0.663908,0.188811,[  5 145] ; [ 3 63],[  5.55555556 144.44444444] ; [ 2.44444444 63.55555556],0
p5,1,0.816159,0.054051,[  8 143] ; [ 3 63],[  7.65437788 143.34562212] ; [ 3.34562212 62.65437788],0
s7,1,0.825362,0.048688,[ 28 117] ; [13 50],[ 28.58173077 116.41826923] ; [12.41826923 50.58173077],0
s5,1,0.829222,0.046526,[ 19 125] ; [ 8 58],[ 18.51428571 125.48571429] ; [ 8.48571429 57.51428571],0
n1,1,0.884751,0.02101,[17 28] ; [13 20],[17.30769231 27.69230769] ; [12.69230769 20.30769231],0
s4,1,0.930491,0.007609,[ 13 136] ; [ 6 60],[ 13.16744186 135.83255814] ; [ 5.83255814 60.16744186],0
