Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,30.621206,[25 12] ; [ 9 56],[12.33333333 24.66666667] ; [21.66666667 43.33333333],1
s7,1,0.000156,14.299671,[19 17] ; [10 51],[10.7628866 25.2371134] ; [18.2371134 42.7628866],1
s6,1,0.000466,12.246432,[22 15] ; [16 49],[13.78431373 23.21568627] ; [24.21568627 40.78431373],1
s8,1,0.000467,12.241034,[14 23] ; [ 6 59],[ 7.25490196 29.74509804] ; [12.74509804 52.25490196],1
p2,1,0.012198,6.281915,[27  9] ; [31 32],[21.09090909 14.90909091] ; [36.90909091 26.09090909],0
p3,1,0.018077,5.588624,[16 20] ; [14 50],[10.8 25.2] ; [19.2 44.8],0
p7,1,0.037385,4.332767,[19 16] ; [21 43],[14.14141414 20.85858586] ; [25.85858586 38.14141414],0
s5,1,0.044748,4.028127,[ 8 25] ; [ 6 59],[ 4.71428571 28.28571429] ; [ 9.28571429 55.71428571],0
r3,1,0.049409,3.861407,[27 10] ; [34 30],[22.34653465 14.65346535] ; [38.65346535 25.34653465],0
a3,1,0.049736,3.850351,[25 11] ; [32 33],[20.31683168 15.68316832] ; [36.68316832 28.31683168],0
a6,1,0.068717,3.31341,[24 13] ; [30 35],[19.58823529 17.41176471] ; [34.41176471 30.58823529],0
p6,1,0.078914,3.087133,[11 24] ; [10 52],[ 7.57731959 27.42268041] ; [13.42268041 48.57731959],0
d4,1,0.106976,2.598341,[27 10] ; [37 28],[23.21568627 13.78431373] ; [40.78431373 24.21568627],0
n1,1,0.147299,2.1,[6 6] ; [ 8 22],[4. 8.] ; [10. 20.],0
p9,1,0.152323,2.048837,[26 11] ; [34 27],[22.65306122 14.34693878] ; [37.34693878 23.65306122],0
p11,1,0.168057,1.90019,[24 13] ; [33 32],[20.67647059 16.32352941] ; [36.32352941 28.67647059],0
u3,1,0.172784,1.858621,[6 6] ; [ 9 23],[4.09090909 7.90909091] ; [10.90909091 21.09090909],0
p4,1,0.189281,1.723202,[17 20] ; [21 43],[13.92079208 23.07920792] ; [24.07920792 39.92079208],0
n2,1,0.196243,1.670118,[9 3] ; [16 14],[7.14285714 4.85714286] ; [17.85714286 12.14285714],0
v4,1,0.200182,1.641044,[25 10] ; [38 27],[22.05 12.95] ; [40.95 24.05],0
s4,1,0.224985,1.47229,[10 27] ; [11 54],[ 7.61764706 29.38235294] ; [13.38235294 51.61764706],0
d5,1,0.227597,1.455817,[25 12] ; [36 29],[22.12745098 14.87254902] ; [38.87254902 26.12745098],0
u2,1,0.249537,1.325893,[6 6] ; [10 22],[4.36363636 7.63636364] ; [11.63636364 20.36363636],0
p10,1,0.257016,1.284758,[20 15] ; [28 34],[17.31958763 17.68041237] ; [30.68041237 31.31958763],0
b2,1,0.309049,1.034737,[ 7 20] ; [13 21],[ 8.85245902 18.14754098] ; [11.14754098 22.85245902],0
b3,1,0.309049,1.034737,[ 7 20] ; [13 21],[ 8.85245902 18.14754098] ; [11.14754098 22.85245902],0
v3,1,0.346114,0.887655,[ 5 31] ; [14 51],[ 6.77227723 29.22772277] ; [12.22772277 52.77227723],0
