Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,26.811671,[ 5 53] ; [16 10],[14.5 43.5] ; [ 6.5 19.5],1
r4,1,0.000242,13.470141,[33 25] ; [26  1],[40.25882353 17.74117647] ; [18.74117647  8.25882353],1
r3,1,0.001255,10.407985,[36 21] ; [26  1],[42.07142857 14.92857143] ; [19.92857143  7.07142857],0
s6,1,0.002891,8.875184,[22 36] ; [19  7],[28.30952381 29.69047619] ; [12.69047619 13.30952381],0
r1,1,0.00378,8.386791,[28 30] ; [22  5],[34.11764706 23.88235294] ; [15.88235294 11.11764706],0
v4,1,0.013708,6.075335,[42 15] ; [26  1],[46.14285714 10.85714286] ; [21.85714286  5.14285714],0
n6,1,0.016713,5.726262,[37 21] ; [24  3],[41.62352941 16.37647059] ; [19.37647059  7.62352941],0
d2,1,0.019355,5.469197,[10 48] ; [11 16],[14.32941176 43.67058824] ; [ 6.67058824 20.32941176],0
d5,1,0.020066,5.406111,[17 41] ; [15 12],[21.83529412 36.16470588] ; [10.16470588 16.83529412],0
p10,1,0.023402,5.138395,[29 27] ; [21  6],[33.73493976 22.26506024] ; [16.26506024 10.73493976],0
s8,1,0.026613,4.915746,[ 9 49] ; [10 17],[12.96470588 45.03529412] ; [ 6.03529412 20.96470588],0
v2,1,0.028687,4.786325,[12 42] ; [12 14],[16.2 37.8] ; [ 7.8 18.2],0
p2,1,0.036506,4.37332,[29 29] ; [20  7],[33.43529412 24.56470588] ; [15.56470588 11.43529412],0
r2,1,0.042804,4.103124,[46 12] ; [26  1],[49.12941176  8.87058824] ; [22.87058824  4.12941176],0
p11,1,0.045215,4.010586,[32 26] ; [21  6],[36.16470588 21.83529412] ; [16.83529412 10.16470588],0
p6,1,0.053254,3.735919,[ 3 54] ; [ 5 22],[ 5.42857143 51.57142857] ; [ 2.57142857 24.42857143],0
a7,1,0.063738,3.437352,[24 34] ; [17 10],[27.97647059 30.02352941] ; [13.02352941 13.97647059],0
p9,1,0.07214,3.23364,[34 21] ; [22  5],[37.56097561 17.43902439] ; [18.43902439  8.56097561],0
a6,1,0.077811,3.110037,[29 29] ; [19  8],[32.75294118 25.24705882] ; [15.24705882 11.75294118],0
u3,1,0.089688,2.879968,[11 21] ; [7 4],[13.39534884 18.60465116] ; [4.60465116 6.39534884],0
n4,1,0.099412,2.714947,[37 21] ; [22  5],[40.25882353 17.74117647] ; [18.74117647  8.25882353],0
v1,1,0.129529,2.298143,[21 37] ; [14 12],[24.16666667 33.83333333] ; [10.83333333 15.16666667],0
s5,1,0.152606,2.046004,[ 5 52] ; [ 5 20],[ 6.95121951 50.04878049] ; [ 3.04878049 21.95121951],0
d1,1,0.186164,1.747721,[ 1 57] ; [ 2 25],[ 2.04705882 55.95294118] ; [ 0.95294118 26.04705882],0
b2,1,0.228258,1.451681,[11 17] ; [ 4 14],[ 9.13043478 18.86956522] ; [ 5.86956522 12.13043478],0
b3,1,0.228258,1.451681,[11 17] ; [ 4 14],[ 9.13043478 18.86956522] ; [ 5.86956522 12.13043478],0
b5,1,0.250867,1.318467,[31 27] ; [18  9],[33.43529412 24.56470588] ; [15.56470588 11.43529412],0
