Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.000113,14.906738,[1 4] ; [98 16],[4.15966387 0.84033613] ; [94.84033613 19.15966387],1
v4,1,0.001046,10.745169,[3 2] ; [107   5],[4.7008547 0.2991453] ; [105.2991453   6.7008547],0
r2,1,0.009695,6.690147,[3 2] ; [105   8],[4.57627119 0.42372881] ; [103.42372881   9.57627119],0
p11,1,0.011198,6.433655,[1 4] ; [83 31],[3.52941176 1.47058824] ; [80.47058824 33.52941176],0
d5,1,0.014046,6.0323,[1 4] ; [81 32],[3.47457627 1.52542373] ; [78.52542373 34.47457627],0
s6,1,0.026535,4.920799,[2 3] ; [90 21],[3.96551724 1.03448276] ; [88.03448276 22.96551724],0
d4,1,0.049501,3.858266,[2 3] ; [89 25],[3.82352941 1.17647059] ; [87.17647059 26.82352941],0
p1,1,0.063166,3.452237,[2 3] ; [13 99],[0.64102564 4.35897436] ; [14.35897436 97.64102564],0
p7,1,0.085852,2.950474,[1 3] ; [72 36],[2.60714286 1.39285714] ; [70.39285714 37.60714286],0
r1,1,0.111974,2.52614,[2 3] ; [83 31],[3.57142857 1.42857143] ; [81.42857143 32.57142857],0
p4,1,0.147256,2.100449,[1 4] ; [60 53],[2.58474576 2.41525424] ; [58.41525424 54.58474576],0
a7,1,0.196067,1.671429,[2 3] ; [76 36],[3.33333333 1.66666667] ; [74.66666667 37.33333333],0
p8,1,0.202395,1.625007,[1 4] ; [55 57],[2.39316239 2.60683761] ; [53.60683761 58.39316239],0
v1,1,0.22369,1.480543,[1 4] ; [53 58],[2.32758621 2.67241379] ; [51.67241379 59.32758621],0
a6,1,0.229594,1.443373,[1 4] ; [54 60],[2.31092437 2.68907563] ; [52.68907563 61.31092437],0
s1,1,0.23331,1.420571,[1 4] ; [  7 105],[0.34188034 4.65811966] ; [  7.65811966 104.34188034],0
p10,1,0.281792,1.158425,[3 2] ; [88 22],[3.95652174 1.04347826] ; [87.04347826 22.95652174],0
d3,1,0.283183,1.151751,[2 3] ; [72 41],[3.13559322 1.86440678] ; [70.86440678 42.13559322],0
v2,1,0.288406,1.127046,[1 4] ; [48 61],[2.14912281 2.85087719] ; [46.85087719 62.14912281],0
p9,1,0.31795,0.997362,[3 2] ; [86 23],[3.90350877 1.09649123] ; [85.09649123 23.90350877],0
u2,1,0.327625,0.958263,[1 2] ; [37 23],[1.80952381 1.19047619] ; [36.19047619 23.80952381],0
n6,1,0.328424,0.955102,[3 2] ; [88 24],[3.88888889 1.11111111] ; [87.11111111 24.88888889],0
d1,1,0.421777,0.645358,[1 4] ; [43 71],[1.8487395 3.1512605] ; [42.1512605 71.8487395],0
b5,1,0.421777,0.645358,[4 1] ; [71 43],[3.1512605 1.8487395] ; [71.8487395 42.1512605],0
s5,1,0.424623,0.637484,[1 4] ; [41 68],[1.84210526 3.15789474] ; [40.15789474 68.84210526],0
b1,1,0.42871,0.626316,[3 2] ; [48 66],[2.14285714 2.85714286] ; [48.85714286 65.14285714],0
n2,1,0.50992,0.434231,[2 1] ; [19  4],[2.42307692 0.57692308] ; [18.57692308  4.42307692],0
n5,1,0.540111,0.375334,[3 2] ; [82 31],[3.60169492 1.39830508] ; [81.39830508 31.60169492],0
s4,1,0.54915,0.358842,[2 3] ; [31 81],[1.41025641 3.58974359] ; [31.58974359 80.41025641],0
n3,1,0.635788,0.224293,[2 1] ; [12 11],[1.61538462 1.38461538] ; [12.38461538 10.61538462],0
s8,1,0.66158,0.19161,[2 3] ; [57 57],[2.4789916 2.5210084] ; [56.5210084 57.4789916],0
n1,1,0.737989,0.111902,[1 2] ; [10 13],[1.26923077 1.73076923] ; [ 9.73076923 13.26923077],0
a3,1,0.805069,0.060907,[2 3] ; [52 62],[2.26890756 2.73109244] ; [51.73109244 62.26890756],0
n4,1,0.822003,0.050611,[3 2] ; [74 40],[3.23529412 1.76470588] ; [73.76470588 40.23529412],0
p6,1,0.823847,0.04955,[2 3] ; [39 72],[1.76724138 3.23275862] ; [39.23275862 71.76724138],0
d2,1,0.883382,0.021516,[1 4] ; [26 88],[1.13445378 3.86554622] ; [25.86554622 88.13445378],0
s7,1,0.89492,0.017445,[3 2] ; [61 46],[2.85714286 2.14285714] ; [61.14285714 45.85714286],0
p3,1,0.898036,0.016421,[2 3] ; [42 71],[1.86440678 3.13559322] ; [42.13559322 70.86440678],0
u3,1,0.923291,0.009272,[2 1] ; [39 22],[1.921875 1.078125] ; [39.078125 21.921875],0
p2,1,0.939222,0.005814,[4 1] ; [88 24],[3.93162393 1.06837607] ; [88.06837607 23.93162393],0
b4,1,0.956448,0.002982,[3 2] ; [67 47],[2.94117647 2.05882353] ; [67.05882353 46.94117647],0
