Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,2e-06,22.667691,[76 18] ; [23 31],[62.87837838 31.12162162] ; [36.12162162 17.87837838],1
d1,1,0.000138,14.533493,[45 50] ; [ 9 46],[34.2 60.8] ; [19.8 35.2],1
d2,1,0.003804,8.375202,[48 45] ; [15 40],[39.58783784 53.41216216] ; [23.41216216 31.58783784],0
n6,1,0.007575,7.131328,[74 20] ; [32 23],[66.87248322 27.12751678] ; [39.12751678 15.87248322],0
d5,1,0.012409,6.251491,[63 32] ; [25 30],[55.73333333 39.26666667] ; [32.26666667 22.73333333],0
p10,1,0.018389,5.55866,[61 30] ; [26 29],[54.2260274 36.7739726] ; [32.7739726 22.2260274],0
n1,1,0.03671,4.363805,[11 16] ; [ 3 19],[ 7.71428571 19.28571429] ; [ 6.28571429 15.71428571],0
u3,1,0.03917,4.253472,[12 33] ; [15 15],[16.2 28.8] ; [10.8 19.2],0
p3,1,0.041235,4.166345,[35 57] ; [12 43],[29.41496599 62.58503401] ; [17.58503401 37.41496599],0
s2,1,0.049104,3.871787,[15 79] ; [16 38],[19.68918919 74.31081081] ; [11.31081081 42.68918919],0
a1,1,0.054065,3.710679,[ 3 92] ; [ 6 49],[ 5.7 89.3] ; [ 3.3 51.7],0
p9,1,0.056896,3.625637,[66 26] ; [31 24],[60.70748299 31.29251701] ; [36.29251701 18.70748299],0
a4,1,0.059702,3.545631,[36 57] ; [13 42],[30.79054054 62.20945946] ; [18.20945946 36.79054054],0
b4,1,0.06268,3.465001,[63 32] ; [28 27],[57.63333333 37.36666667] ; [33.36666667 21.63333333],0
p1,1,0.070089,3.28093,[ 9 86] ; [ 1 54],[ 6.33333333 88.66666667] ; [ 3.66666667 51.33333333],0
a5,1,0.070089,3.28093,[56 39] ; [24 31],[50.66666667 44.33333333] ; [29.33333333 25.66666667],0
b2,1,0.070462,3.272236,[25 39] ; [ 5 21],[21.33333333 42.66666667] ; [ 8.66666667 17.33333333],0
b3,1,0.070462,3.272236,[25 39] ; [ 5 21],[21.33333333 42.66666667] ; [ 8.66666667 17.33333333],0
p4,1,0.086718,2.93427,[40 51] ; [16 38],[35.14482759 55.85517241] ; [20.85517241 33.14482759],0
p5,1,0.125357,2.349085,[10 83] ; [ 2 53],[ 7.54054054 85.45945946] ; [ 4.45945946 50.54054054],0
r1,1,0.142087,2.155215,[60 35] ; [28 27],[55.73333333 39.26666667] ; [32.26666667 22.73333333],0
