Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,1.9e-05,18.29844,[44 17] ; [33 57],[31.10596026 29.89403974] ; [45.89403974 44.10596026],1
a4,1,0.580754,0.305018,[23 38] ; [30 60],[21.41059603 39.58940397] ; [31.58940397 58.41059603],0
p5,1,0.629943,0.232138,[ 3 57] ; [ 3 85],[ 2.43243243 57.56756757] ; [ 3.56756757 84.43243243],0
n1,1,0.638289,0.220987,[ 7 10] ; [11 21],[ 6.24489796 10.75510204] ; [11.75510204 20.24489796],0
p12,1,0.691897,0.15704,[ 2 57] ; [ 2 85],[ 1.61643836 57.38356164] ; [ 2.38356164 84.61643836],0
r2,1,0.699909,0.148567,[53  6] ; [79 11],[52.26845638  6.73154362] ; [79.73154362 10.26845638],0
s5,1,0.716705,0.131672,[12 47] ; [19 64],[12.88028169 46.11971831] ; [18.11971831 64.88028169],0
d2,1,0.733701,0.115741,[23 37] ; [37 53],[24. 36.] ; [36. 54.],0
v3,1,0.73927,0.110769,[16 39] ; [22 61],[15.14492754 39.85507246] ; [22.85507246 60.14492754],0
r4,1,0.827286,0.047604,[50 11] ; [75 15],[50.49668874 10.50331126] ; [74.50331126 15.49668874],0
a5,1,0.837724,0.041945,[39 22] ; [59 31],[39.58940397 21.41059603] ; [58.41059603 31.58940397],0
u1,1,0.843893,0.038776,[ 6 55] ; [ 8 82],[ 5.65562914 55.34437086] ; [ 8.34437086 81.65562914],0
d3,1,0.885598,0.0207,[38 21] ; [59 31],[38.40939597 20.59060403] ; [58.59060403 31.40939597],0
p8,1,0.977704,0.000781,[24 35] ; [36 52],[24.08163265 34.91836735] ; [35.91836735 52.08163265],0
