Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,1.9e-05,18.29844,[44 17] ; [33 57],[31.10596026 29.89403974] ; [45.89403974 44.10596026],1
a8,1,9.4e-05,15.244444,[13 43] ; [ 2 82],[ 6. 50.] ; [ 9. 75.],1
p9,1,0.002482,9.153669,[49 11] ; [51 37],[40.54054054 19.45945946] ; [59.45945946 28.54054054],0
p7,1,0.006586,7.382618,[39 19] ; [39 49],[30.98630137 27.01369863] ; [47.01369863 40.98630137],0
p1,1,0.026779,4.905004,[ 1 60] ; [10 79],[ 4.47333333 56.52666667] ; [ 6.52666667 82.47333333],0
p10,1,0.030646,4.672702,[42 17] ; [47 41],[35.72108844 23.27891156] ; [53.27891156 34.72108844],0
a3,1,0.044227,4.047885,[45 16] ; [52 38],[39.18543046 21.81456954] ; [57.81456954 32.18543046],0
p11,1,0.072097,3.234619,[44 17] ; [52 38],[38.78145695 22.21854305] ; [57.21854305 32.78145695],0
n2,1,0.091629,2.845521,[17  2] ; [22 10],[14.52941176  4.47058824] ; [24.47058824  7.52941176],0
v4,1,0.0974,2.747603,[56  3] ; [77 12],[53.02027027  5.97972973] ; [79.97972973  9.02027027],0
p3,1,0.136529,2.216646,[18 42] ; [37 51],[22.2972973 37.7027027] ; [32.7027027 55.2972973],0
b1,1,0.153973,2.032447,[35 26] ; [41 49],[30.70198675 30.29801325] ; [45.29801325 44.70198675],0
b3,1,0.172686,1.859471,[ 6 28] ; [16 36],[ 8.69767442 25.30232558] ; [13.30232558 38.69767442],0
b2,1,0.172686,1.859471,[ 6 28] ; [16 36],[ 8.69767442 25.30232558] ; [13.30232558 38.69767442],0
p2,1,0.209597,1.574209,[46 13] ; [61 28],[42.65540541 16.34459459] ; [64.34459459 24.65540541],0
s6,1,0.222523,1.488023,[37 24] ; [45 44],[33.34666667 27.65333333] ; [48.65333333 40.34666667],0
p6,1,0.225812,1.467047,[17 40] ; [18 68],[13.95104895 43.04895105] ; [21.04895105 64.95104895],0
v2,1,0.240109,1.379957,[32 24] ; [39 44],[28.60431655 27.39568345] ; [42.39568345 40.60431655],0
d4,1,0.260811,1.264445,[44 15] ; [74 16],[46.72483221 12.27516779] ; [71.27516779 18.72483221],0
v1,1,0.283845,1.148586,[28 30] ; [35 54],[24.85714286 33.14285714] ; [38.14285714 50.85714286],0
u2,1,0.310041,1.030503,[13  3] ; [25 12],[11.47169811  4.52830189] ; [26.52830189 10.47169811],0
s4,1,0.348906,0.87743,[ 8 53] ; [17 73],[10.09933775 50.90066225] ; [14.90066225 75.09933775],0
a6,1,0.355506,0.853708,[43 17] ; [58 32],[40.4 19.6] ; [60.6 29.4],0
b4,1,0.358448,0.843322,[32 29] ; [54 36],[34.74172185 26.25827815] ; [51.25827815 38.74172185],0
s1,1,0.39796,0.714483,[ 2 56] ; [ 6 84],[ 3.13513514 54.86486486] ; [ 4.86486486 85.13513514],0
s8,1,0.434699,0.610235,[22 39] ; [27 63],[19.79470199 41.20529801] ; [29.20529801 60.79470199],0
a7,1,0.438452,0.600329,[43 18] ; [58 32],[40.8013245 20.1986755] ; [60.1986755 29.8013245],0
b5,1,0.444514,0.584602,[41 20] ; [55 35],[38.78145695 22.21854305] ; [57.21854305 32.78145695],0
n3,1,0.453453,0.562007,[14  4] ; [21 10],[12.85714286  5.14285714] ; [22.14285714  8.85714286],0
p4,1,0.458126,0.55047,[30 30] ; [39 50],[27.7852349 32.2147651] ; [41.2147651 47.7852349],0
r1,1,0.487493,0.482056,[45 16] ; [70 19],[46.76666667 14.23333333] ; [68.23333333 20.76666667],0
s2,1,0.501155,0.452489,[28 32] ; [37 53],[26. 34.] ; [39. 51.],0
s3,1,0.517124,0.419625,[34 25] ; [47 43],[32.0738255 26.9261745] ; [48.9261745 41.0738255],0
d1,1,0.529769,0.394834,[28 33] ; [46 44],[29.89403974 31.10596026] ; [44.10596026 45.89403974],0
d5,1,0.532371,0.389864,[44 16] ; [70 20],[45.6 14.4] ; [68.4 21.6],0
a2,1,0.553997,0.350205,[11 50] ; [13 77],[ 9.69536424 51.30463576] ; [14.30463576 75.69536424],0
u3,1,0.577962,0.309541,[10  6] ; [26 11],[10.86792453  5.13207547] ; [25.13207547 11.86792453],0
s7,1,0.578656,0.308413,[21 37] ; [26 56],[19.47142857 38.52857143] ; [27.52857143 54.47142857],0
