Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,78.580467,[ 42 104] ; [201  72],[84.67303103 61.32696897] ; [158.32696897 114.67303103],1
s2,1,0.0,40.093801,[93 53] ; [245  29],[117.4952381  28.5047619] ; [220.5047619  53.4952381],1
s6,1,0.0,30.460048,[102  41] ; [248  22],[121.18644068  21.81355932] ; [228.81355932  41.18644068],1
a3,1,0.0,27.351824,[92 53] ; [234  39],[113.0861244  31.9138756] ; [212.9138756  60.0861244],1
n4,1,1e-06,24.041095,[95 51] ; [234  39],[114.63961814  31.36038186] ; [214.36038186  58.63961814],1
n6,1,0.000159,14.256854,[106  38] ; [239  32],[119.71084337  24.28915663] ; [225.28915663  45.71084337],1
n5,1,0.000303,13.05098,[96 48] ; [224  48],[110.76923077  33.23076923] ; [209.23076923  62.76923077],1
p5,1,0.000363,12.712291,[  7 138] ; [ 46 223],[ 18.56280193 126.43719807] ; [ 34.43719807 234.56280193],1
s5,1,0.000829,11.176195,[46 93] ; [130 127],[61.77777778 77.22222222] ; [114.22222222 142.77777778],1
p4,1,0.000852,11.124791,[73 71] ; [184  89],[88.74820144 55.25179856] ; [168.25179856 104.74820144],1
p3,1,0.001135,10.594079,[60 84] ; [160 114],[75.78947368 68.21052632] ; [144.21052632 129.78947368],0
p7,1,0.003066,8.767721,[80 60] ; [188  74],[93.33333333 46.66666667] ; [174.66666667  87.33333333],0
a4,1,0.003461,8.546872,[57 89] ; [148 126],[71.26190476 74.73809524] ; [133.73809524 140.26190476],0
v4,1,0.003727,8.412133,[133  13] ; [266   7],[139.03102625   6.96897375] ; [259.96897375  13.03102625],0
p9,1,0.005039,7.865546,[117  27] ; [247  25],[126.  18.] ; [238.  34.],0
p6,1,0.005919,7.574906,[45 97] ; [123 146],[58.04379562 83.95620438] ; [109.95620438 159.04379562],0
r1,1,0.006051,7.535063,[110  35] ; [237  37],[120.08353222  24.91646778] ; [226.91646778  47.08353222],0
u1,1,0.00652,7.40053,[ 21 125] ; [ 71 203],[ 31.98095238 114.01904762] ; [ 60.01904762 213.98095238],0
d1,1,0.011359,6.408203,[92 54] ; [205  69],[103.24285714  42.75714286] ; [193.75714286  80.24285714],0
a5,1,0.011761,6.346493,[100  46] ; [218  56],[110.54285714  35.45714286] ; [207.45714286  66.54285714],0
a8,1,0.011946,6.318846,[ 13 130] ; [ 47 207],[ 21.61209068 121.38790932] ; [ 38.38790932 215.61209068],0
u4,1,0.014612,5.962598,[  1 145] ; [ 15 259],[  5.56190476 140.43809524] ; [ 10.43809524 263.56190476],0
a2,1,0.014724,5.949234,[ 30 116] ; [ 87 187],[ 40.67142857 105.32857143] ; [ 76.32857143 197.67142857],0
p8,1,0.01788,5.607917,[67 78] ; [157 112],[78.45410628 66.54589372] ; [145.54589372 123.45410628],0
v2,1,0.018509,5.547348,[68 67] ; [166  99],[78.975 56.025] ; [155.025 109.975],0
v3,1,0.021125,5.316413,[46 95] ; [116 145],[56.82089552 84.17910448] ; [105.17910448 155.82089552],0
p1,1,0.022132,5.235369,[  6 139] ; [ 29 243],[ 12.17026379 132.82973621] ; [ 22.82973621 249.17026379],0
d2,1,0.031861,4.605935,[72 74] ; [165 109],[82.38571429 63.61428571] ; [154.61428571 119.38571429],0
r2,1,0.039585,4.235565,[136   8] ; [265   5],[139.47826087   4.52173913] ; [261.52173913   8.47826087],0
n1,1,0.044392,4.041585,[12 22] ; [32 24],[16.62222222 17.37777778] ; [27.37777778 28.62222222],0
d5,1,0.064222,3.424859,[120  26] ; [243  31],[126.18571429  19.81428571] ; [236.81428571  37.18571429],0
v1,1,0.089415,2.884878,[69 71] ; [154 111],[77.08641975 62.91358025] ; [145.91358025 119.08641975],0
u3,1,0.102354,2.668469,[32 20] ; [31  9],[35.60869565 16.39130435] ; [27.39130435 12.60869565],0
u2,1,0.110704,2.544139,[32 21] ; [29  9],[35.52747253 17.47252747] ; [25.47252747 12.52747253],0
a7,1,0.116783,2.459946,[113  32] ; [194  80],[106.24105012  38.75894988] ; [200.75894988  73.24105012],0
a6,1,0.122597,2.383825,[107  39] ; [180  93],[100.00477327  45.99522673] ; [186.99522673  86.00477327],0
s1,1,0.136401,2.218097,[  3 140] ; [ 14 258],[  5.85783133 137.14216867] ; [ 11.14216867 260.85783133],0
d3,1,0.185347,1.754222,[105  41] ; [213  61],[110.54285714  35.45714286] ; [207.45714286  66.54285714],0
s4,1,0.18725,1.739122,[ 26 117] ; [ 65 208],[ 31.28125 111.71875] ; [ 59.71875 213.28125],0
b1,1,0.203236,1.618963,[53 93] ; [117 157],[59.0952381 86.9047619] ; [110.9047619 163.0952381],0
b5,1,0.229765,1.442315,[93 53] ; [158 116],[87.25238095 58.74761905] ; [163.74761905 110.25238095],0
p10,1,0.267507,1.229486,[117  28] ; [231  41],[121.00719424  23.99280576] ; [226.99280576  45.00719424],0
r4,1,0.279953,1.167317,[129  17] ; [251  23],[132.0952381  13.9047619] ; [247.9047619  26.0952381],0
p2,1,0.327622,0.958275,[119  26] ; [234  39],[122.45215311  22.54784689] ; [230.54784689  42.45215311],0
p11,1,0.330349,0.94753,[113  33] ; [223  51],[116.8  29.2] ; [219.2  54.8],0
p12,1,0.399233,0.710636,[ 13 131] ; [ 32 241],[ 15.53956835 128.46043165] ; [ 29.46043165 243.53956835],0
n3,1,0.430079,0.622609,[27  9] ; [37 18],[25.31868132 10.68131868] ; [38.68131868 16.31868132],0
b4,1,0.433589,0.61319,[91 55] ; [160 114],[87.25238095 58.74761905] ; [163.74761905 110.25238095],0
r3,1,0.526746,0.400665,[140   6] ; [264   8],[141.11004785   4.88995215] ; [262.88995215   9.11004785],0
n2,1,0.560207,0.339346,[27  8] ; [46 10],[28.07692308  6.92307692] ; [44.92307692 11.07692308],0
a1,1,0.562644,0.335147,[  8 138] ; [ 19 255],[  9.38571429 136.61428571] ; [ 17.61428571 256.38571429],0
b2,1,0.690988,0.158018,[30 44] ; [ 83 109],[31.43609023 42.56390977] ; [ 81.56390977 110.43609023],0
b3,1,0.690988,0.158018,[30 44] ; [ 83 109],[31.43609023 42.56390977] ; [ 81.56390977 110.43609023],0
