Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,51.134314,[10 82] ; [21  5],[24.16949153 67.83050847] ; [ 6.83050847 19.16949153],1
s6,1,2e-06,22.746316,[28 70] ; [22  6],[38.88888889 59.11111111] ; [11.11111111 16.88888889],1
n6,1,0.000305,13.041288,[54 43] ; [26  2],[62.08 34.92] ; [17.92 10.08],1
p10,1,0.000333,12.877347,[38 57] ; [22  6],[46.34146341 48.65853659] ; [13.65853659 14.34146341],1
r4,1,0.000638,11.660409,[57 41] ; [26  2],[64.55555556 33.44444444] ; [18.44444444  9.55555556],1
u1,1,0.000858,11.112245,[ 6 92] ; [ 8 20],[10.88888889 87.11111111] ; [ 3.11111111 24.88888889],1
a2,1,0.003914,8.323427,[12 86] ; [10 18],[17.11111111 80.88888889] ; [ 4.88888889 23.11111111],0
s2,1,0.004146,8.218686,[19 78] ; [13 15],[24.832 72.168] ; [ 7.168 20.832],0
p9,1,0.004531,8.057531,[38 55] ; [20  8],[44.5785124 48.4214876] ; [13.4214876 14.5785124],0
s5,1,0.006752,7.337877,[13 81] ; [10 17],[17.8677686 76.1322314] ; [ 5.1322314 21.8677686],0
v3,1,0.007034,7.264248,[20 72] ; [13 14],[25.51260504 66.48739496] ; [ 7.48739496 19.51260504],0
s3,1,0.008755,6.872116,[26 70] ; [15 13],[31.74193548 64.25806452] ; [ 9.25806452 18.74193548],0
p12,1,0.012555,6.230769,[ 4 94] ; [ 5 23],[ 7. 91.] ; [ 2. 26.],0
r3,1,0.015,5.916469,[69 29] ; [26  2],[73.88888889 24.11111111] ; [21.11111111  6.88888889],0
d1,1,0.015044,5.911364,[41 57] ; [19  9],[46.66666667 51.33333333] ; [13.33333333 14.66666667],0
n4,1,0.015847,5.819822,[56 42] ; [23  5],[61.44444444 36.55555556] ; [17.55555556 10.44444444],0
p11,1,0.021667,5.272311,[39 59] ; [18 10],[44.33333333 53.66666667] ; [12.66666667 15.33333333],0
u2,1,0.030315,4.691362,[17 24] ; [6 1],[19.64583333 21.35416667] ; [3.35416667 3.64583333],0
r1,1,0.031637,4.618076,[55 43] ; [22  6],[59.88888889 38.11111111] ; [17.11111111 10.88888889],0
v4,1,0.034689,4.460411,[68 30] ; [25  3],[72.33333333 25.66666667] ; [20.66666667  7.33333333],0
d2,1,0.0388,4.26959,[40 55] ; [18 10],[44.79674797 50.20325203] ; [13.20325203 14.79674797],0
n5,1,0.044916,4.021802,[56 41] ; [22  6],[60.528 36.472] ; [17.472 10.528],0
n1,1,0.047512,3.927152,[16 27] ; [6 2],[18.54901961 24.45098039] ; [3.45098039 4.54901961],0
d5,1,0.055892,3.655279,[61 36] ; [23  5],[65.184 31.816] ; [18.816  9.184],0
n3,1,0.057856,3.597815,[21 20] ; [7 1],[23.42857143 17.57142857] ; [4.57142857 3.42857143],0
a5,1,0.058521,3.578824,[54 44] ; [21  7],[58.33333333 39.66666667] ; [16.66666667 11.33333333],0
u4,1,0.060919,3.512195,[ 1 97] ; [ 2 26],[ 2.33333333 95.66666667] ; [ 0.66666667 27.33333333],0
u3,1,0.07509,3.168103,[15 27] ; [5 2],[17.14285714 24.85714286] ; [2.85714286 4.14285714],0
a3,1,0.097925,2.739012,[56 41] ; [21  7],[59.752 37.248] ; [17.248 10.752],0
v2,1,0.098271,2.73339,[33 59] ; [14 12],[36.6440678 55.3559322] ; [10.3559322 15.6440678],0
d4,1,0.098771,2.725274,[68 29] ; [24  4],[71.392 25.608] ; [20.608  7.392],0
r2,1,0.112057,2.52497,[76 19] ; [26  2],[78.7804878 16.2195122] ; [23.2195122  4.7804878],0
d3,1,0.115826,2.472871,[46 51] ; [18 10],[49.664 47.336] ; [14.336 13.664],0
p6,1,0.120806,2.406842,[10 87] ; [ 6 22],[12.416 84.584] ; [ 3.584 24.416],0
a4,1,0.151948,2.052581,[34 63] ; [14 14],[37.248 59.752] ; [10.752 17.248],0
b4,1,0.193931,1.6875,[53 45] ; [19  9],[56. 42.] ; [16. 12.],0
n2,1,0.241461,1.372043,[25 19] ; [7 2],[26.56603774 17.43396226] ; [5.43396226 3.56603774],0
s1,1,0.267583,1.229093,[10 87] ; [ 1 27],[ 8.536 88.464] ; [ 2.464 25.536],0
p4,1,0.277046,1.181522,[21 74] ; [ 9 19],[23.17073171 71.82926829] ; [ 6.82926829 21.17073171],0
b3,1,0.297953,1.083333,[20 34] ; [ 6 18],[18. 36.] ; [ 8. 16.],0
b2,1,0.297953,1.083333,[20 34] ; [ 6 18],[18. 36.] ; [ 8. 16.],0
a8,1,0.299441,1.076682,[10 86] ; [ 1 25],[ 8.6557377 87.3442623] ; [ 2.3442623 23.6557377],0
p8,1,0.334997,0.929483,[22 75] ; [ 4 24],[20.176 76.824] ; [ 5.824 22.176],0
b1,1,0.364623,0.821907,[50 48] ; [17 11],[52.11111111 45.88888889] ; [14.88888889 13.11111111],0
a6,1,0.416421,0.660395,[54 43] ; [18 10],[55.872 41.128] ; [16.128 11.872],0
a7,1,0.498363,0.45842,[56 42] ; [18 10],[57.55555556 40.44444444] ; [16.44444444 11.55555556],0
s4,1,0.53054,0.393357,[16 82] ; [ 6 22],[17.11111111 80.88888889] ; [ 4.88888889 23.11111111],0
a1,1,0.626496,0.236842,[10 88] ; [ 2 26],[ 9.33333333 88.66666667] ; [ 2.66666667 25.33333333],0
p5,1,0.729921,0.119184,[ 5 92] ; [ 1 27],[ 4.656 92.344] ; [ 1.344 26.656],0
p1,1,0.735821,0.113834,[ 9 89] ; [ 2 26],[ 8.55555556 89.44444444] ; [ 2.44444444 25.55555556],0
p7,1,0.744312,0.106373,[27 69] ; [ 7 21],[26.32258065 69.67741935] ; [ 7.67741935 20.32258065],0
b5,1,0.886275,0.020455,[51 47] ; [15 13],[51.33333333 46.66666667] ; [14.66666667 13.33333333],0
p3,1,0.956378,0.002992,[25 73] ; [ 7 21],[24.88888889 73.11111111] ; [ 7.11111111 20.88888889],0
