Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,72.640512,[646  35] ; [15 13],[634.89562764  46.10437236] ; [26.10437236  1.89562764],1
r1,1,1e-06,24.73438,[566 113] ; [13 15],[556.06930693 122.93069307] ; [22.93069307  5.06930693],1
n4,1,0.000237,13.511435,[540 141] ; [14 14],[532.1212976 148.8787024] ; [21.8787024  6.1212976],1
n6,1,0.000274,13.237074,[596  82] ; [18 10],[589.64872521  88.35127479] ; [24.35127479  3.64872521],1
d5,1,0.000421,12.438711,[564 114] ; [16 12],[556.99716714 121.00283286] ; [23.00283286  4.99716714],1
s3,1,0.001677,9.872725,[394 279] ; [ 8 20],[385.94293866 287.05706134] ; [16.05706134 11.94293866],0
d1,1,0.001837,9.70582,[419 262] ; [ 9 19],[411.09732017 269.90267983] ; [16.90267983 11.09732017],0
b1,1,0.005364,7.752443,[238 443] ; [17 11],[244.92947814 436.07052186] ; [10.07052186 17.92947814],0
r3,1,0.007073,7.254275,[654  26] ; [24  4],[651.18644068  28.81355932] ; [26.81355932  1.18644068],0
a5,1,0.007416,7.169341,[517 164] ; [15 13],[510.99012694 170.00987306] ; [21.00987306  6.99012694],0
a2,1,0.009864,6.659289,[169 512] ; [ 1 27],[163.28631876 517.71368124] ; [ 6.71368124 21.28631876],0
d2,1,0.014581,5.966414,[329 349] ; [ 7 21],[322.67422096 355.32577904] ; [13.32577904 14.67422096],0
a3,1,0.022784,5.184866,[497 182] ; [15 13],[491.72277228 187.27722772] ; [20.27722772  7.72277228],0
a4,1,0.030634,4.673356,[311 369] ; [ 7 21],[305.42372881 374.57627119] ; [12.57627119 15.42372881],0
u1,1,0.043459,4.077456,[126 555] ; [ 1 27],[121.98448519 559.01551481] ; [ 5.01551481 22.98448519],0
s2,1,0.04439,4.041672,[372 304] ; [10 18],[366.80681818 309.19318182] ; [15.19318182 12.80681818],0
n3,1,0.054029,3.7118,[103  36] ; [4 5],[100.49324324  38.50675676] ; [6.50675676 2.49324324],0
