Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,112.618989,[151  25] ; [29 90],[107.38983051  68.61016949] ; [72.61016949 46.38983051],1
s6,1,0.0,54.814902,[153  20] ; [56 59],[125.54513889  47.45486111] ; [83.45486111 31.54513889],1
s7,1,0.0,47.58126,[133  37] ; [42 70],[105.4964539  64.5035461] ; [69.5035461 42.4964539],1
s8,1,0.0,39.350659,[125  51] ; [41 79],[98.7027027 77.2972973] ; [67.2972973 52.7027027],1
s5,1,0.0,34.372863,[94 70] ; [26 91],[70.03558719 93.96441281] ; [49.96441281 67.03558719],1
s4,1,0.002463,9.167855,[ 45 126] ; [ 14 105],[ 34.78965517 136.21034483] ; [24.21034483 94.78965517],0
d4,1,0.004154,8.215329,[157  18] ; [93 27],[148.30508475  26.69491525] ; [101.69491525  18.30508475],0
p12,1,0.019245,5.479073,[ 28 148] ; [  8 110],[ 21.55102041 154.44897959] ; [ 14.44897959 103.55102041],0
d1,1,0.025815,4.968339,[122  54] ; [68 52],[112.97297297  63.02702703] ; [77.02702703 42.97297297],0
a4,1,0.030671,4.671273,[98 78] ; [51 68],[88.89491525 87.10508475] ; [60.10508475 58.89491525],0
a3,1,0.037233,4.339734,[138  37] ; [81 38],[130.35714286  44.64285714] ; [88.64285714 30.35714286],0
d3,1,0.04949,3.858651,[137  38] ; [81 38],[129.76190476  45.23809524] ; [88.23809524 30.76190476],0
d2,1,0.050628,3.820541,[101  75] ; [55 65],[92.75675676 83.24324324] ; [63.24324324 56.75675676],0
u1,1,0.050889,3.811906,[ 48 128] ; [21 99],[ 41.02702703 134.97297297] ; [27.97297297 92.02702703],0
a2,1,0.055357,3.671299,[ 56 120] ; [26 94],[ 48.75675676 127.24324324] ; [33.24324324 86.75675676],0
u4,1,0.067817,3.335074,[  8 168] ; [  1 119],[  5.35135135 170.64864865] ; [  3.64864865 116.35135135],0
s1,1,0.072948,3.215403,[  8 168] ; [  1 116],[  5.40614334 170.59385666] ; [  3.59385666 113.40614334],0
n2,1,0.078338,3.099051,[24  6] ; [19 13],[20.80645161  9.19354839] ; [22.19354839  9.80645161],0
u2,1,0.079435,3.076421,[26 12] ; [19 20],[22.20779221 15.79220779] ; [22.79220779 16.20779221],0
n1,1,0.096108,2.768966,[16 14] ; [10 21],[12.78688525 17.21311475] ; [13.21311475 17.78688525],0
p3,1,0.105919,2.614072,[123  53] ; [73 47],[116.54054054  59.45945946] ; [79.45945946 40.54054054],0
a5,1,0.10885,2.570835,[139  37] ; [85 35],[133.18918919  42.81081081] ; [90.81081081 29.18918919],0
