Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,0.000313,12.99161,[5 7] ; [316  66],[9.77664975 2.22335025] ; [311.22335025  70.77664975],1
r4,1,0.000444,12.335467,[8 4] ; [359  25],[11.12121212  0.87878788] ; [355.87878788  28.12121212],1
s1,1,0.042385,4.119778,[ 2 10] ; [ 16 364],[ 0.55102041 11.44897959] ; [ 17.44897959 362.55102041],0
p1,1,0.067253,3.348816,[3 9] ; [ 35 347],[ 1.15736041 10.84263959] ; [ 36.84263959 345.15736041],0
p7,1,0.079556,3.073958,[5 6] ; [261 111],[7.63968668 3.36031332] ; [258.36031332 113.63968668],0
d3,1,0.083328,2.998759,[6 6] ; [278 104],[8.64974619 3.35025381] ; [275.35025381 106.64974619],0
d5,1,0.111771,2.529004,[8 4] ; [320  61],[10.01526718  1.98473282] ; [317.98473282  63.01526718],0
a2,1,0.134659,2.237956,[ 1 11] ; [107 277],[3.27272727 8.72727273] ; [104.72727273 279.27272727],0
v3,1,0.170224,1.880968,[3 9] ; [166 203],[5.32283465 6.67716535] ; [163.67716535 205.32283465],0
v2,1,0.200283,1.640309,[5 7] ; [220 146],[7.14285714 4.85714286] ; [217.85714286 148.14285714],0
s6,1,0.216933,1.524547,[9 3] ; [328  48],[10.42268041  1.57731959] ; [326.57731959  49.42268041],0
d4,1,0.23377,1.417773,[9 3] ; [332  50],[10.3857868  1.6142132] ; [330.6142132  51.3857868],0
d1,1,0.246103,1.345291,[6 6] ; [254 130],[7.87878788 4.12121212] ; [252.12121212 131.87878788],0
u1,1,0.260552,1.265822,[ 1 11] ; [ 84 300],[2.57575758 9.42424242] ; [ 82.42424242 301.57575758],0
b5,1,0.300069,1.073888,[9 3] ; [231 153],[7.27272727 4.72727273] ; [232.72727273 151.27272727],0
a4,1,0.319149,0.99243,[4 8] ; [184 200],[5.6969697 6.3030303] ; [182.3030303 201.6969697],0
n5,1,0.319955,0.98913,[11  1] ; [306  76],[9.65482234 2.34517766] ; [307.34517766  74.65482234],0
s7,1,0.339731,0.911447,[7 5] ; [263 107],[8.48167539 3.51832461] ; [261.51832461 108.48167539],0
p6,1,0.346157,0.887494,[7 5] ; [169 210],[5.40153453 6.59846547] ; [170.59846547 208.40153453],0
r2,1,0.365141,0.820133,[11  1] ; [368  13],[11.57251908  0.42748092] ; [367.42748092  13.57251908],0
p3,1,0.371711,0.797935,[5 7] ; [209 173],[6.5177665 5.4822335] ; [207.4822335 174.5177665],0
n1,1,0.379077,0.773694,[3 2] ; [30 45],[2.0625 2.9375] ; [30.9375 44.0625],0
a3,1,0.38971,0.739847,[8 4] ; [296  87],[9.23544304 2.76455696] ; [294.76455696  88.23544304],0
p8,1,0.413332,0.669195,[8 4] ; [208 172],[6.6122449 5.3877551] ; [209.3877551 170.6122449],0
b1,1,0.422678,0.642857,[6 6] ; [148 236],[4.66666667 7.33333333] ; [149.33333333 234.66666667],0
d2,1,0.443724,0.586632,[5 7] ; [202 180],[6.30456853 5.69543147] ; [200.69543147 181.30456853],0
p11,1,0.482318,0.493618,[9 3] ; [318  66],[9.90909091 2.09090909] ; [317.09090909  66.90909091],0
n3,1,0.492754,0.470508,[3 2] ; [57 20],[3.65853659 1.34146341] ; [56.34146341 20.65853659],0
b4,1,0.517585,0.418703,[8 4] ; [220 164],[6.90909091 5.09090909] ; [221.09090909 162.90909091],0
p4,1,0.529591,0.395176,[7 5] ; [256 126],[8.01015228 3.98984772] ; [254.98984772 127.01015228],0
s5,1,0.538688,0.377978,[7 5] ; [180 185],[5.95225464 6.04774536] ; [181.04774536 183.95225464],0
a7,1,0.549862,0.357564,[8 4] ; [284  98],[8.89340102 3.10659898] ; [283.10659898  98.89340102],0
a6,1,0.556192,0.34634,[7 5] ; [254 128],[7.94923858 4.05076142] ; [253.05076142 128.94923858],0
