Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,57.66605,[10 51] ; [62 14],[32.05839416 28.94160584] ; [39.94160584 36.05839416],1
d3,1,0.0,34.490578,[26 35] ; [68  8],[41.8540146 19.1459854] ; [52.1459854 23.8540146],1
a2,1,3e-06,21.679647,[ 3 58] ; [30 47],[14.58695652 46.41304348] ; [18.41304348 58.58695652],1
a4,1,5e-06,20.70786,[14 46] ; [48 29],[27.15328467 32.84671533] ; [34.84671533 42.15328467],1
a3,1,7.6e-05,15.663951,[29 31] ; [62 15],[39.8540146 20.1459854] ; [51.1459854 25.8540146],1
p6,1,0.002777,8.94831,[11 48] ; [33 44],[19.08823529 39.91176471] ; [24.91176471 52.08823529],0
r1,1,0.011859,6.331881,[45 15] ; [70  7],[50.3649635  9.6350365] ; [64.6350365 12.3649635],0
a6,1,0.019471,5.458739,[28 33] ; [50 26],[34.72992701 26.27007299] ; [43.27007299 32.72992701],0
a5,1,0.026563,4.919007,[36 25] ; [59 18],[41.99275362 19.00724638] ; [53.00724638 23.99275362],0
s8,1,0.034132,4.488087,[23 38] ; [43 34],[29.17391304 31.82608696] ; [36.82608696 40.17391304],0
a8,1,0.046481,3.964074,[11 46] ; [ 5 63],[ 7.296 49.704] ; [ 8.704 59.296],0
r2,1,0.048452,3.894246,[56  5] ; [76  1],[58.34782609  2.65217391] ; [73.65217391  3.34782609],0
p3,1,0.052858,3.748406,[22 39] ; [40 36],[27.60583942 33.39416058] ; [34.39416058 41.60583942],0
n5,1,0.069997,3.283088,[43 17] ; [43 33],[37.94117647 22.05882353] ; [48.05882353 27.94117647],0
v4,1,0.088085,2.909032,[54  7] ; [74  3],[56.57971014  4.42028986] ; [71.42028986  5.57971014],0
s5,1,0.090264,2.869654,[22 38] ; [37 35],[26.81818182 33.18181818] ; [32.18181818 39.81818182],0
s3,1,0.102862,2.660606,[34 26] ; [54 23],[38.54014599 21.45985401] ; [49.45985401 27.54014599],0
s7,1,0.127482,2.322902,[29 28] ; [45 25],[33.21259843 23.78740157] ; [40.78740157 29.21259843],0
p9,1,0.160129,1.97301,[37 21] ; [57 19],[40.68656716 17.31343284] ; [53.31343284 22.68656716],0
u2,1,0.169201,1.890007,[13 16] ; [10  5],[15.15909091 13.84090909] ; [7.84090909 7.15909091],0
b4,1,0.174377,1.844905,[31 30] ; [48 29],[34.92028986 26.07971014] ; [44.07971014 32.92028986],0
p10,1,0.182296,1.778807,[31 26] ; [50 26],[34.71428571 22.28571429] ; [46.28571429 29.71428571],0
s2,1,0.182454,1.777518,[37 24] ; [55 22],[40.66666667 20.33333333] ; [51.33333333 25.66666667],0
p7,1,0.192381,1.699292,[35 24] ; [36 39],[31.26119403 27.73880597] ; [39.73880597 35.26119403],0
v2,1,0.20029,1.640261,[28 30] ; [44 30],[31.63636364 26.36363636] ; [40.36363636 33.63636364],0
a1,1,0.259825,1.269688,[ 2 59] ; [ 6 71],[ 3.53623188 57.46376812] ; [ 4.46376812 72.53623188],0
p4,1,0.271706,1.208114,[31 29] ; [47 30],[34.16058394 25.83941606] ; [43.83941606 33.16058394],0
n1,1,0.272345,1.204896,[ 7 14] ; [16 17],[ 8.94444444 12.05555556] ; [14.05555556 18.94444444],0
p8,1,0.279699,1.168552,[17 42] ; [29 48],[19.95588235 39.04411765] ; [26.04411765 50.95588235],0
p5,1,0.300052,1.073964,[ 8 52] ; [ 6 70],[ 6.17647059 53.82352941] ; [ 7.82352941 68.17647059],0
r4,1,0.302082,1.064981,[52  9] ; [70  7],[53.92753623  7.07246377] ; [68.07246377  8.92753623],0
s4,1,0.33031,0.947681,[13 48] ; [22 55],[15.47101449 45.52898551] ; [19.52898551 57.47101449],0
u3,1,0.37841,0.775862,[18 12] ; [11  4],[19.33333333 10.66666667] ; [9.66666667 5.33333333],0
b5,1,0.40182,0.702874,[37 24] ; [52 25],[39.34057971 21.65942029] ; [49.65942029 27.34057971],0
b1,1,0.407093,0.687273,[36 25] ; [40 37],[33.5942029 27.4057971] ; [42.4057971 34.5942029],0
p2,1,0.424421,0.63804,[42 19] ; [57 19],[44.08029197 16.91970803] ; [54.91970803 21.08029197],0
u4,1,0.432577,0.615893,[ 1 60] ; [ 3 74],[ 1.76811594 59.23188406] ; [ 2.23188406 74.76811594],0
