Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,1.1e-05,19.356615,[22 65] ; [42 28],[35.46496815 51.53503185] ; [28.53503185 41.46496815],1
v2,1,0.00031,13.00855,[20 64] ; [35 32],[30.59602649 53.40397351] ; [24.40397351 42.59602649],1
p10,1,0.001409,10.19334,[41 47] ; [49 19],[50.76923077 37.23076923] ; [39.23076923 28.76923077],0
s8,1,0.002944,8.842159,[18 71] ; [29 40],[26.47468354 62.52531646] ; [20.52531646 48.47468354],0
r1,1,0.002998,8.808562,[47 42] ; [53 17],[55.97484277 33.02515723] ; [44.02515723 25.97484277],0
s6,1,0.003192,8.694596,[36 52] ; [44 24],[45.12820513 42.87179487] ; [34.87179487 33.12820513],0
r3,1,0.010122,6.613316,[64 25] ; [62  8],[70.52830189 18.47169811] ; [55.47169811 14.52830189],0
p9,1,0.011473,6.390538,[48 38] ; [52 17],[55.48387097 30.51612903] ; [44.51612903 24.48387097],0
v4,1,0.015503,5.858437,[64 24] ; [61  8],[70.06369427 17.93630573] ; [54.93630573 14.06369427],0
b5,1,0.019002,5.501374,[38 51] ; [43 27],[45.33962264 43.66037736] ; [35.66037736 34.33962264],0
r2,1,0.025914,4.961734,[69 19] ; [64  6],[74.07594937 13.92405063] ; [58.92405063 11.07594937],0
d4,1,0.027921,4.832937,[52 36] ; [53 17],[58.48101266 29.51898734] ; [46.51898734 23.48101266],0
s3,1,0.032202,4.5877,[36 51] ; [41 29],[42.66878981 44.33121019] ; [34.33121019 35.66878981],0
r4,1,0.062002,3.482999,[55 34] ; [53 17],[60.45283019 28.54716981] ; [47.54716981 22.45283019],0
a2,1,0.063427,3.445425,[ 5 84] ; [10 60],[ 8.39622642 80.60377358] ; [ 6.60377358 63.39622642],0
v3,1,0.067155,3.351225,[18 66] ; [23 43],[22.96 61.04] ; [18.04 47.96],0
u3,1,0.070338,3.275117,[11 23] ; [11  8],[14.11320755 19.88679245] ; [ 7.88679245 11.11320755],0
n3,1,0.077266,3.121501,[23 17] ; [19  5],[26.25 13.75] ; [15.75  8.25],0
p3,1,0.086862,2.931596,[20 69] ; [24 45],[24.78481013 64.21518987] ; [19.21518987 49.78481013],0
a5,1,0.10112,2.687784,[47 42] ; [46 24],[52.05660377 36.94339623] ; [40.94339623 29.05660377],0
d5,1,0.119568,2.422966,[53 36] ; [50 20],[57.65408805 31.34591195] ; [45.34591195 24.65408805],0
a4,1,0.129859,2.294184,[34 54] ; [35 34],[38.67515924 49.32484076] ; [30.32484076 38.67515924],0
p2,1,0.135984,2.222824,[47 41] ; [45 24],[51.56687898 36.43312102] ; [40.43312102 28.56687898],0
a3,1,0.14196,2.156581,[55 34] ; [51 19],[59.33333333 29.66666667] ; [46.66666667 23.33333333],0
p5,1,0.260169,1.267857,[ 4 85] ; [ 6 61],[ 5.70512821 83.29487179] ; [ 4.29487179 62.70512821],0
p11,1,0.280415,1.165078,[55 34] ; [49 21],[58.21383648 30.78616352] ; [45.78616352 24.21383648],0
s7,1,0.333838,0.933954,[30 53] ; [29 37],[32.86577181 50.13422819] ; [26.13422819 39.86577181],0
n1,1,0.340543,0.908385,[15 27] ; [11 12],[16.8 25.2] ; [ 9.2 13.8],0
d1,1,0.394254,0.725782,[31 58] ; [29 41],[33.58490566 55.41509434] ; [26.41509434 43.58490566],0
a6,1,0.418025,0.655862,[35 54] ; [32 38],[37.50314465 51.49685535] ; [29.49685535 40.50314465],0
a8,1,0.436631,0.60512,[ 6 78] ; [ 7 58],[ 7.32885906 76.67114094] ; [ 5.67114094 59.32885906],0
n2,1,0.46037,0.544995,[30 13] ; [18  5],[31.27272727 11.72727273] ; [16.72727273  6.27272727],0
p7,1,0.514779,0.424341,[33 55] ; [29 39],[34.97435897 53.02564103] ; [27.02564103 40.97435897],0
p1,1,0.595726,0.281491,[ 7 82] ; [ 4 66],[ 6.1572327 82.8427673] ; [ 4.8427673 65.1572327],0
b4,1,0.626741,0.236506,[53 36] ; [39 31],[51.49685535 37.50314465] ; [40.50314465 29.49685535],0
s4,1,0.636811,0.222937,[15 73] ; [10 60],[13.92405063 74.07594937] ; [11.07594937 58.92405063],0
a1,1,0.664564,0.188027,[ 6 83] ; [ 6 64],[ 6.71698113 82.28301887] ; [ 5.28301887 64.71698113],0
s1,1,0.672615,0.178558,[ 5 83] ; [ 5 63],[ 5.64102564 82.35897436] ; [ 4.35897436 63.64102564],0
p6,1,0.688029,0.161227,[16 71] ; [11 58],[15.05769231 71.94230769] ; [11.94230769 57.05769231],0
s5,1,0.690479,0.158567,[22 63] ; [19 47],[23.0794702 61.9205298] ; [17.9205298 48.0794702],0
p12,1,0.711061,0.13722,[ 4 85] ; [ 4 65],[ 4.50632911 84.49367089] ; [ 3.49367089 65.50632911],0
u1,1,0.726842,0.122031,[ 4 85] ; [ 4 66],[ 4.47798742 84.52201258] ; [ 3.52201258 66.47798742],0
d2,1,0.772282,0.083747,[39 48] ; [33 37],[39.89808917 47.10191083] ; [32.10191083 37.89808917],0
b1,1,0.80322,0.062092,[45 44] ; [34 36],[44.22012579 44.77987421] ; [34.77987421 35.22012579],0
b2,1,0.824394,0.049238,[22 30] ; [24 30],[22.56603774 29.43396226] ; [23.43396226 30.56603774],0
b3,1,0.824394,0.049238,[22 30] ; [24 30],[22.56603774 29.43396226] ; [23.43396226 30.56603774],0
p4,1,0.838515,0.041532,[29 59] ; [22 48],[28.40506329 59.59493671] ; [22.59493671 47.40506329],0
d3,1,0.847137,0.037161,[33 56] ; [27 43],[33.58490566 55.41509434] ; [26.41509434 43.58490566],0
u2,1,0.847837,0.036817,[13 20] ; [ 8 11],[13.32692308 19.67307692] ; [ 7.67307692 11.32692308],0
n6,1,0.941423,0.0054,[62 27] ; [47 21],[61.78980892 27.21019108] ; [47.21019108 20.78980892],0
n4,1,0.954742,0.003221,[61 28] ; [47 22],[60.83544304 28.16455696] ; [47.16455696 21.83544304],0
n5,1,0.973399,0.001112,[61 27] ; [48 21],[61.0955414 26.9044586] ; [47.9044586 21.0955414],0
