Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.0,25.601794,[ 5 42] ; [34 24],[17.45714286 29.54285714] ; [21.54285714 36.45714286],1
a3,1,1.5e-05,18.719241,[15 32] ; [43 15],[25.96190476 21.03809524] ; [32.03809524 25.96190476],1
d1,1,0.000306,13.031481,[10 37] ; [33 26],[19.06603774 27.93396226] ; [23.93396226 35.06603774],1
d5,1,0.00089,11.043099,[22 25] ; [46 13],[30.1509434 16.8490566] ; [37.8490566 21.1509434],1
d3,1,0.001031,10.770272,[16 31] ; [39 20],[24.38679245 22.61320755] ; [30.61320755 28.38679245],0
a6,1,0.003188,8.696415,[21 26] ; [43 16],[28.37735849 18.62264151] ; [35.62264151 23.37735849],0
n4,1,0.007871,7.062661,[23 24] ; [43 15],[29.54285714 17.45714286] ; [36.45714286 21.54285714],0
d2,1,0.008305,6.966388,[15 31] ; [34 24],[21.67307692 24.32692308] ; [27.32692308 30.67307692],0
r2,1,0.009618,6.704323,[33 13] ; [52  5],[37.96116505  8.03883495] ; [47.03883495  9.96116505],0
u1,1,0.021624,5.27579,[ 1 46] ; [ 9 50],[ 4.43396226 42.56603774] ; [ 5.56603774 53.43396226],0
d4,1,0.022355,5.217915,[23 22] ; [43 16],[28.55769231 16.44230769] ; [37.44230769 21.55769231],0
a7,1,0.024605,5.051453,[20 26] ; [38 20],[25.65384615 20.34615385] ; [32.34615385 25.65384615],0
r1,1,0.025473,4.99143,[25 22] ; [43 15],[30.43809524 16.56190476] ; [37.56190476 20.43809524],0
b1,1,0.078471,3.096286,[19 28] ; [34 25],[23.5 23.5] ; [29.5 29.5],0
v1,1,0.090604,2.86361,[ 9 38] ; [20 39],[12.85849057 34.14150943] ; [16.14150943 42.85849057],0
n5,1,0.093237,2.817584,[19 28] ; [33 25],[23.27619048 23.72380952] ; [28.72380952 29.27619048],0
n3,1,0.095499,2.77915,[15  7] ; [10 13],[12.22222222  9.77777778] ; [12.77777778 10.22222222],0
r4,1,0.117249,2.453687,[24 23] ; [39 20],[27.93396226 19.06603774] ; [35.06603774 23.93396226],0
p6,1,0.118331,2.43927,[10 36] ; [ 6 51],[ 7.14563107 38.85436893] ; [ 8.85436893 48.14563107],0
v4,1,0.122116,2.389964,[31 15] ; [46 11],[34.38834951 11.61165049] ; [42.61165049 14.38834951],0
s7,1,0.133039,2.256676,[ 5 40] ; [12 41],[ 7.80612245 37.19387755] ; [ 9.19387755 43.80612245],0
a1,1,0.16008,1.973468,[ 1 46] ; [ 5 54],[ 2.66037736 44.33962264] ; [ 3.33962264 55.66037736],0
s8,1,0.162649,1.949426,[ 2 45] ; [ 7 52],[ 3.99056604 43.00943396] ; [ 5.00943396 53.99056604],0
b4,1,0.163768,1.939088,[31 16] ; [31 28],[27.49056604 19.50943396] ; [34.50943396 24.49056604],0
p10,1,0.217194,1.522814,[ 8 39] ; [16 43],[10.64150943 36.35849057] ; [13.35849057 45.64150943],0
s3,1,0.234095,1.415809,[10 36] ; [19 40],[12.7047619 33.2952381] ; [16.2952381 42.7047619],0
u3,1,0.296709,1.088929,[11 21] ; [8 8],[12.66666667 19.33333333] ; [6.33333333 9.66666667],0
b3,1,0.297941,1.083386,[ 8 21] ; [14 21],[ 9.96875 19.03125] ; [12.03125 22.96875],0
b2,1,0.297941,1.083386,[ 8 21] ; [14 21],[ 9.96875 19.03125] ; [12.03125 22.96875],0
p2,1,0.306513,1.045641,[27 20] ; [28 31],[24.38679245 22.61320755] ; [30.61320755 28.38679245],0
s2,1,0.336314,0.924431,[ 5 42] ; [10 48],[ 6.71428571 40.28571429] ; [ 8.28571429 49.71428571],0
v3,1,0.39231,0.73177,[ 9 37] ; [15 41],[10.82352941 35.17647059] ; [13.17647059 42.82352941],0
p11,1,0.395425,0.722194,[20 27] ; [30 29],[22.16981132 24.83018868] ; [27.83018868 31.16981132],0
p8,1,0.415312,0.663543,[ 9 38] ; [15 43],[10.74285714 36.25714286] ; [13.25714286 44.74285714],0
p3,1,0.425867,0.634067,[10 37] ; [16 41],[11.75 35.25] ; [14.25 42.75],0
r3,1,0.450694,0.568905,[31 15] ; [43 15],[32.73076923 13.26923077] ; [41.26923077 16.73076923],0
p7,1,0.451066,0.567972,[20 26] ; [21 37],[18.13461538 27.86538462] ; [22.86538462 35.13461538],0
p4,1,0.45328,0.562437,[11 35] ; [18 41],[12.7047619 33.2952381] ; [16.2952381 42.7047619],0
s1,1,0.454493,0.559423,[ 3 44] ; [ 6 51],[ 4.06730769 42.93269231] ; [ 4.93269231 52.06730769],0
b5,1,0.473495,0.513809,[24 23] ; [26 33],[22.16981132 24.83018868] ; [27.83018868 31.16981132],0
n1,1,0.489402,0.477841,[ 7 15] ; [10 14],[ 8.13043478 13.86956522] ; [ 8.86956522 15.13043478],0
n6,1,0.623385,0.241139,[27 20] ; [30 27],[25.75961538 21.24038462] ; [31.24038462 25.75961538],0
n2,1,0.625617,0.238052,[12  9] ; [13 13],[11.17021277  9.82978723] ; [13.82978723 12.17021277],0
v2,1,0.629522,0.232709,[15 30] ; [22 36],[16.16504854 28.83495146] ; [20.83495146 37.16504854],0
a8,1,0.777516,0.079839,[ 3 41] ; [ 3 52],[ 2.66666667 41.33333333] ; [ 3.33333333 51.66666667],0
