Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,41.686349,[276  31] ; [24 21],[261.64772727  45.35227273] ; [38.35227273  6.64772727],1
d5,1,0.000242,13.475406,[269  38] ; [30 15],[260.77556818  46.22443182] ; [38.22443182  6.77556818],1
d4,1,0.012948,6.176174,[268  39] ; [33 12],[262.51988636  44.48011364] ; [38.48011364  6.51988636],0
p6,1,0.013532,6.098188,[154 149] ; [14 31],[146.27586207 156.72413793] ; [21.72413793 23.27586207],0
d1,1,0.014264,6.005123,[214  94] ; [23 22],[206.78753541 101.21246459] ; [30.21246459 14.78753541],0
p11,1,0.015535,5.854785,[258  50] ; [31 14],[252.15864023  55.84135977] ; [36.84135977  8.15864023],0
r1,1,0.01605,5.797343,[267  40] ; [33 12],[261.64772727  45.35227273] ; [38.35227273  6.64772727],0
a5,1,0.017861,5.609738,[252  56] ; [30 15],[246.0509915  61.9490085] ; [35.9490085  9.0509915],0
p5,1,0.020808,5.342816,[ 55 249] ; [ 2 43],[ 49.6504298 254.3495702] ; [ 7.3495702 37.6504298],0
v3,1,0.026002,4.955864,[154 144] ; [14 28],[147.24705882 150.75294118] ; [20.75294118 21.24705882],0
s4,1,0.063679,3.438871,[ 53 253] ; [13 32],[ 57.53846154 248.46153846] ; [ 8.46153846 36.53846154],0
p3,1,0.066879,3.358005,[188 120] ; [21 24],[182.35694051 125.64305949] ; [26.64305949 18.35694051],0
u1,1,0.077648,3.11345,[ 78 230] ; [ 6 39],[ 73.2917847 234.7082153] ; [10.7082153 34.2917847],0
a4,1,0.082714,3.010756,[159 149] ; [17 28],[153.56373938 154.43626062] ; [22.43626062 22.56373938],0
d2,1,0.08856,2.900352,[185 123] ; [21 24],[179.73937677 128.26062323] ; [26.26062323 18.73937677],0
v1,1,0.090515,2.865195,[188 109] ; [22 22],[182.90322581 114.09677419] ; [27.09677419 16.90322581],0
a3,1,0.092896,2.82346,[251  56] ; [32 13],[246.82102273  60.17897727] ; [36.17897727  8.82102273],0
p12,1,0.094761,2.791577,[ 40 265] ; [ 2 43],[ 36.6 268.4] ; [ 5.4 39.6],0
r4,1,0.117054,2.456302,[292  16] ; [40  5],[289.67705382  18.32294618] ; [42.32294618  2.67705382],0
b1,1,0.143716,2.137714,[124 184] ; [13 32],[119.53541076 188.46458924] ; [17.46458924 27.53541076],0
b5,1,0.157115,2.001775,[178 130] ; [31 14],[182.35694051 125.64305949] ; [26.64305949 18.35694051],0
a8,1,0.177662,1.817072,[ 50 230] ; [ 4 38],[ 46.95652174 233.04347826] ; [ 7.04347826 34.95652174],0
p4,1,0.190621,1.71281,[214  93] ; [27 18],[210.19034091  96.80965909] ; [30.80965909 14.19034091],0
a7,1,0.201706,1.629977,[210  97] ; [35 10],[213.67897727  93.32102273] ; [31.32102273 13.67897727],0
s7,1,0.202493,1.624305,[236  59] ; [30 12],[232.84866469  62.15133531] ; [33.15133531  8.84866469],0
d3,1,0.283484,1.150314,[216  92] ; [28 17],[212.89518414  95.10481586] ; [31.10481586 13.89518414],0
p10,1,0.321826,0.981513,[272  33] ; [37  7],[270.04297994  34.95702006] ; [38.95702006  5.04297994],0
p2,1,0.353076,0.862372,[262  45] ; [36  9],[259.90340909  47.09659091] ; [38.09659091  6.90340909],0
v2,1,0.401562,0.703645,[188 111] ; [23 18],[185.55588235 113.44411765] ; [25.44411765 15.55588235],0
p1,1,0.415772,0.662236,[ 29 278] ; [ 6 39],[ 30.52556818 276.47443182] ; [ 4.47443182 40.52556818],0
n3,1,0.442429,0.589975,[42 16] ; [10  6],[40.75675676 17.24324324] ; [11.24324324  4.75675676],0
n1,1,0.477924,0.503596,[28 31] ; [ 6 10],[26.74666667 32.25333333] ; [7.25333333 8.74666667],0
p9,1,0.479202,0.500679,[281  25] ; [39  5],[279.77142857  26.22857143] ; [40.22857143  3.77142857],0
b4,1,0.493341,0.469232,[175 133] ; [28 17],[177.12181303 130.87818697] ; [25.87818697 19.12181303],0
s1,1,0.514445,0.425015,[ 13 292] ; [ 1 44],[ 12.2 292.8] ; [ 1.8 43.2],0
a2,1,0.564844,0.331386,[ 88 220] ; [11 34],[ 86.3796034 221.6203966] ; [12.6203966 32.3796034],0
v4,1,0.577591,0.310145,[296  12] ; [44  1],[296.6572238  11.3427762] ; [43.3427762  1.6572238],0
u2,1,0.615732,0.251912,[35 22] ; [7 6],[34.2 22.8] ; [7.8 5.2],0
r3,1,0.640836,0.21765,[297  11] ; [44  1],[297.52974504  10.47025496] ; [43.47025496  1.52974504],0
n2,1,0.66775,0.184246,[41 18] ; [12  4],[41.69333333 17.30666667] ; [11.30666667  4.69333333],0
p7,1,0.688827,0.160358,[212  89] ; [29 14],[210.875  90.125] ; [30.125 12.875],0
b3,1,0.696263,0.152389,[ 95 123] ; [11 12],[ 95.88381743 122.11618257] ; [10.11618257 12.88381743],0
b2,1,0.696263,0.152389,[ 95 123] ; [11 12],[ 95.88381743 122.11618257] ; [10.11618257 12.88381743],0
s5,1,0.788204,0.072169,[129 162] ; [20 23],[129.81736527 161.18263473] ; [19.18263473 23.81736527],0
p8,1,0.816133,0.054066,[180 122] ; [26 19],[179.28530259 122.71469741] ; [26.71469741 18.28530259],0
u3,1,0.8188,0.052482,[37 20] ; [8 5],[36.64285714 20.35714286] ; [8.35714286 4.64285714],0
s2,1,0.866429,0.02829,[220  85] ; [33 12],[220.47142857  84.52857143] ; [32.52857143 12.47142857],0
r2,1,0.873987,0.025153,[292  12] ; [43  2],[291.80515759  12.19484241] ; [43.19484241  1.80515759],0
s3,1,0.875569,0.02452,[227  78] ; [33 12],[226.57142857  78.42857143] ; [33.42857143 11.57142857],0
a6,1,0.926494,0.008511,[200 107] ; [29 16],[199.72443182 107.27556818] ; [29.27556818 15.72443182],0
u4,1,0.944607,0.004828,[ 13 295] ; [ 2 43],[ 13.0878187 294.9121813] ; [ 1.9121813 43.0878187],0
s6,1,0.967938,0.001616,[256  48] ; [38  7],[256.09169054  47.90830946] ; [37.90830946  7.09169054],0
