Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,61.329889,[300  11] ; [55 26],[281.64540816  29.35459184] ; [73.35459184  7.64540816],1
v4,1,0.0,46.730702,[299  14] ; [57 24],[282.81218274  30.18781726] ; [73.18781726  7.81218274],1
p9,1,0.0,46.325662,[261  50] ; [37 41],[238.24678663  72.75321337] ; [59.75321337 18.24678663],1
p10,1,0.0,42.504285,[255  58] ; [36 43],[232.35459184  80.64540816] ; [58.64540816 20.35459184],1
p4,1,0.0,41.446079,[195 120] ; [17 62],[169.49238579 145.50761421] ; [42.50761421 36.49238579],1
r4,1,0.0,41.155689,[284  32] ; [49 32],[265.05793451  50.94206549] ; [67.94206549 13.05793451],1
p11,1,0.0,31.882429,[259  57] ; [42 39],[239.58690176  76.41309824] ; [61.41309824 19.58690176],1
p7,1,0.0,29.093024,[197 114] ; [23 55],[175.88688946 135.11311054] ; [44.11311054 33.88688946],1
p8,1,0.0,25.801799,[163 147] ; [17 64],[142.71099744 167.28900256] ; [37.28900256 43.71099744],1
d5,1,1.9e-05,18.248393,[257  59] ; [47 33],[242.58585859  73.41414141] ; [61.41414141 18.58585859],1
n6,1,0.000112,14.914818,[270  44] ; [54 26],[258.21319797  55.78680203] ; [65.78680203 14.21319797],1
p6,1,0.000211,13.727281,[106 206] ; [10 69],[ 92.56265985 219.43734015] ; [23.43734015 55.56265985],1
s6,1,0.000314,12.982354,[173 134] ; [27 53],[158.65633075 148.34366925] ; [41.34366925 38.65633075],1
a1,1,0.000394,12.562774,[ 11 305] ; [11 70],[ 17.51133501 298.48866499] ; [ 4.48866499 76.51133501],1
s1,1,0.000456,12.288192,[  6 306] ; [ 8 71],[ 11.1713555 300.8286445] ; [ 2.8286445 76.1713555],1
v1,1,0.000611,11.743292,[159 150] ; [24 56],[145.36503856 163.63496144] ; [37.63496144 42.36503856],1
r1,1,0.000768,11.3169,[247  67] ; [49 32],[235.30126582  78.69873418] ; [60.69873418 20.30126582],1
