Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,1.1e-05,19.312449,[20 34] ; [33  7],[30.44680851 23.55319149] ; [22.55319149 17.44680851],1
a5,1,0.417927,0.656137,[37 20] ; [34 13],[38.91346154 18.08653846] ; [32.08653846 14.91346154],0
n2,1,0.436198,0.606264,[12  5] ; [8 6],[10.96774194  6.03225806] ; [9.03225806 4.96774194],0
n3,1,0.436198,0.606264,[12  5] ; [8 6],[10.96774194  6.03225806] ; [9.03225806 4.96774194],0
b4,1,0.503592,0.44736,[29 28] ; [27 20],[30.69230769 26.30769231] ; [25.30769231 21.69230769],0
p7,1,0.508278,0.437611,[34 23] ; [25 22],[32.33653846 24.66346154] ; [26.66346154 20.33653846],0
b5,1,0.508391,0.437377,[34 23] ; [31 16],[35.625 21.375] ; [29.375 17.625],0
p3,1,0.566499,0.328575,[32 25] ; [29 18],[33.43269231 23.56730769] ; [27.56730769 19.43269231],0
s4,1,0.589482,0.291153,[12 45] ; [12 35],[13.15384615 43.84615385] ; [10.84615385 36.15384615],0
a7,1,0.698983,0.149532,[38 19] ; [33 14],[38.91346154 18.08653846] ; [32.08653846 14.91346154],0
r3,1,0.70674,0.141555,[50  6] ; [43  4],[50.5631068  5.4368932] ; [42.4368932  4.5631068],0
p8,1,0.712241,0.136049,[23 33] ; [21 26],[23.9223301 32.0776699] ; [20.0776699 26.9223301],0
b1,1,0.924183,0.009057,[31 26] ; [26 21],[31.24038462 25.75961538] ; [25.75961538 21.24038462],0
d4,1,0.927695,0.008235,[42 15] ; [35 12],[42.20192308 14.79807692] ; [34.79807692 12.20192308],0
d3,1,0.927695,0.008235,[42 15] ; [35 12],[42.20192308 14.79807692] ; [34.79807692 12.20192308],0
