Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,2e-06,22.623548,[1 2] ; [86  3],[2.83695652 0.16304348] ; [84.16304348  4.83695652],1
p11,1,0.007468,7.156827,[1 2] ; [79 11],[2.58064516 0.41935484] ; [77.41935484 12.58064516],0
d4,1,0.283269,1.151337,[2 1] ; [79 11],[2.61290323 0.38709677] ; [78.38709677 11.61290323],0
a1,1,0.325738,0.965769,[1 2] ; [12 78],[0.41935484 2.58064516] ; [12.58064516 77.41935484],0
a6,1,0.333545,0.935087,[1 2] ; [55 35],[1.80645161 1.19354839] ; [54.19354839 35.80645161],0
a8,1,0.383831,0.758397,[1 2] ; [12 69],[0.46428571 2.53571429] ; [12.53571429 68.46428571],0
a4,1,0.423266,0.641229,[2 1] ; [39 51],[1.32258065 1.67741935] ; [39.67741935 50.32258065],0
d5,1,0.492859,0.470279,[2 1] ; [74 16],[2.4516129 0.5483871] ; [73.5483871 16.4516129],0
p3,1,0.492859,0.470279,[2 1] ; [74 16],[2.4516129 0.5483871] ; [73.5483871 16.4516129],0
d2,1,0.494897,0.465863,[1 2] ; [48 42],[1.58064516 1.41935484] ; [47.41935484 42.58064516],0
b3,1,0.572265,0.318908,[1 2] ; [33 33],[1.47826087 1.52173913] ; [32.52173913 33.47826087],0
b2,1,0.572265,0.318908,[1 2] ; [33 33],[1.47826087 1.52173913] ; [32.52173913 33.47826087],0
a3,1,0.573116,0.317496,[2 1] ; [72 18],[2.38709677 0.61290323] ; [71.61290323 18.38709677],0
u1,1,0.573116,0.317496,[1 2] ; [18 72],[0.61290323 2.38709677] ; [18.38709677 71.61290323],0
v3,1,0.68088,0.169137,[2 1] ; [47 39],[1.65168539 1.34831461] ; [47.34831461 38.65168539],0
b5,1,0.702967,0.145403,[1 2] ; [40 50],[1.32258065 1.67741935] ; [39.67741935 50.32258065],0
b1,1,0.758895,0.094207,[1 2] ; [38 52],[1.25806452 1.74193548] ; [37.74193548 52.25806452],0
v2,1,0.828863,0.046725,[2 1] ; [52 34],[1.82022472 1.17977528] ; [52.17977528 33.82022472],0
s8,1,0.83431,0.043755,[2 1] ; [54 35],[1.82608696 1.17391304] ; [54.17391304 34.82608696],0
a7,1,0.8675,0.027834,[2 1] ; [64 26],[2.12903226 0.87096774] ; [63.87096774 26.12903226],0
d1,1,0.90612,0.013908,[2 1] ; [57 33],[1.90322581 1.09677419] ; [57.09677419 32.90322581],0
v1,1,0.908571,0.013188,[2 1] ; [60 26],[2.08988764 0.91011236] ; [59.91011236 26.08988764],0
p1,1,0.934855,0.006681,[1 2] ; [28 62],[0.93548387 2.06451613] ; [28.06451613 61.93548387],0
s5,1,0.988044,0.000225,[2 1] ; [53 27],[1.98795181 1.01204819] ; [53.01204819 26.98795181],0
