Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,1e-06,24.190269,[37 31] ; [16 76],[22.525 45.475] ; [30.475 61.525],1
r1,1,0.001889,9.654258,[55 13] ; [53 39],[45.9 22.1] ; [62.1 29.9],0
v1,1,0.002108,9.453124,[39 28] ; [31 61],[29.49685535 37.50314465] ; [40.50314465 51.49685535],0
a7,1,0.022006,5.245292,[47 21] ; [47 45],[39.95 28.05] ; [54.05 37.95],0
a4,1,0.027154,4.880982,[10 58] ; [27 64],[15.82389937 52.17610063] ; [21.17610063 69.82389937],0
s4,1,0.043034,4.09406,[ 7 60] ; [21 71],[11.79874214 55.20125786] ; [16.20125786 75.79874214],0
p3,1,0.054874,3.68591,[35 32] ; [34 58],[29.0754717 37.9245283] ; [39.9245283 52.0754717],0
p6,1,0.056708,3.631135,[26 41] ; [23 70],[20.51875 46.48125] ; [28.48125 64.51875],0
p9,1,0.060449,3.525028,[55 12] ; [62 28],[49.92993631 17.07006369] ; [67.07006369 22.92993631],0
d3,1,0.063333,3.447869,[24 44] ; [20 71],[18.81761006 49.18238994] ; [25.18238994 65.81761006],0
r3,1,0.068142,3.32722,[64  4] ; [79 14],[60.39751553  7.60248447] ; [82.60248447 10.39751553],0
a6,1,0.086345,2.941233,[45 23] ; [49 44],[39.70186335 28.29813665] ; [54.29813665 38.70186335],0
p10,1,0.100659,2.695072,[52 15] ; [59 31],[47.36942675 19.63057325] ; [63.63057325 26.36942675],0
p8,1,0.103363,2.652869,[36 31] ; [37 54],[30.9556962 36.0443038] ; [42.0443038 48.9556962],0
p7,1,0.103693,2.6478,[45 22] ; [50 42],[40.03144654 26.96855346] ; [54.96855346 37.03144654],0
p12,1,0.105073,2.626811,[ 5 62] ; [ 2 91],[ 2.93125 64.06875] ; [ 4.06875 88.93125],0
p11,1,0.133413,2.252336,[54 14] ; [64 29],[49.83850932 18.16149068] ; [68.16149068 24.83850932],0
r2,1,0.144654,2.127736,[65  3] ; [83 10],[62.50931677  5.49068323] ; [85.49068323  7.50931677],0
r4,1,0.159958,1.974627,[61  7] ; [76 17],[57.86335404 10.13664596] ; [79.13664596 13.86335404],0
a5,1,0.173143,1.855514,[41 27] ; [46 47],[36.74534161 31.25465839] ; [50.25465839 42.74534161],0
p4,1,0.173505,1.852392,[39 28] ; [44 49],[34.75625 32.24375] ; [48.24375 44.75625],0
a8,1,0.211617,1.56033,[ 5 59] ; [12 71],[ 7.40136054 56.59863946] ; [ 9.59863946 73.40136054],0
b2,1,0.213914,1.544736,[13 28] ; [12 46],[10.35353535 30.64646465] ; [14.64646465 43.35353535],0
b3,1,0.213914,1.544736,[13 28] ; [12 46],[10.35353535 30.64646465] ; [14.64646465 43.35353535],0
s5,1,0.222283,1.489568,[19 48] ; [18 72],[15.78980892 51.21019108] ; [21.21019108 68.78980892],0
d2,1,0.224473,1.475541,[14 54] ; [27 66],[17.31677019 50.68322981] ; [23.68322981 69.31677019],0
n3,1,0.251921,1.312621,[16  1] ; [23  5],[14.73333333  2.26666667] ; [24.26666667  3.73333333],0
s7,1,0.278781,1.173021,[28 34] ; [32 56],[24.8 37.2] ; [35.2 52.8],0
a3,1,0.313535,1.015724,[38 30] ; [44 48],[34.85 33.15] ; [47.15 44.85],0
u2,1,0.382806,0.761671,[14 16] ; [18 31],[12.15189873 17.84810127] ; [19.84810127 29.15189873],0
