Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,70.613388,[45 38] ; [226  15],[69.42283951 13.57716049] ; [201.57716049  39.42283951],1
r2,1,0.0,25.730649,[61 18] ; [230  10],[72.06583072  6.93416928] ; [218.93416928  21.06583072],1
r3,1,6.3e-05,16.021069,[65 18] ; [225  15],[74.52012384  8.47987616] ; [215.47987616  24.52012384],1
v4,1,0.000133,14.600967,[67 16] ; [228  13],[75.57098765  7.42901235] ; [219.42901235  21.57098765],1
d1,1,0.000145,14.441753,[37 46] ; [164  77],[51.49074074 31.50925926] ; [149.50925926  91.49074074],1
n4,1,0.000327,12.910632,[47 36] ; [186  55],[59.6882716 23.3117284] ; [173.3117284  67.6882716],1
a2,1,0.001128,10.604883,[ 7 76] ; [ 61 180],[17.41975309 65.58024691] ; [ 50.58024691 190.41975309],0
p2,1,0.00115,10.568724,[54 28] ; [199  41],[64.42857143 17.57142857] ; [188.57142857  51.42857143],0
s6,1,0.00163,9.925727,[40 43] ; [159  76],[51.94025157 31.05974843] ; [147.05974843  87.94025157],0
d5,1,0.003386,8.586879,[59 24] ; [206  35],[67.88580247 15.11419753] ; [197.11419753  43.88580247],0
d3,1,0.004061,8.256187,[51 32] ; [187  54],[60.9691358 22.0308642] ; [177.0308642  63.9691358],0
s8,1,0.005411,7.736647,[21 62] ; [102 138],[31.60681115 51.39318885] ; [ 91.39318885 148.60681115],0
p6,1,0.00646,7.417271,[18 64] ; [ 92 147],[28.09968847 53.90031153] ; [ 81.90031153 157.09968847],0
a4,1,0.00662,7.37335,[26 56] ; [118 123],[36.55727554 45.44272446] ; [107.44272446 133.55727554],0
u1,1,0.011137,6.44328,[ 6 77] ; [ 46 195],[13.32098765 69.67901235] ; [ 38.67901235 202.32098765],0
p7,1,0.011463,6.39216,[35 45] ; [141  94],[44.6984127 35.3015873] ; [131.3015873 103.6984127],0
n5,1,0.014838,5.935586,[48 34] ; [175  65],[56.78881988 25.21118012] ; [166.21118012  73.78881988],0
