Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,9e-06,19.670931,[25 44] ; [ 7 83],[13.88679245 55.11320755] ; [18.11320755 71.88679245],1
p8,1,2.4e-05,17.841037,[31 37] ; [14 78],[19.125 48.875] ; [25.875 66.125],1
p2,1,3.6e-05,17.067903,[51 19] ; [37 55],[38.02469136 31.97530864] ; [49.97530864 42.02469136],1
p3,1,5.3e-05,16.332681,[34 36] ; [17 74],[22.17391304 47.82608696] ; [28.82608696 62.17391304],1
n3,1,0.000816,11.204555,[19  3] ; [18 24],[12.71875  9.28125] ; [24.28125 17.71875],1
p4,1,0.001692,9.856981,[34 35] ; [23 68],[24.58125 44.41875] ; [32.41875 58.58125],0
r4,1,0.002189,9.383748,[53 17] ; [48 44],[43.64197531 26.35802469] ; [57.35802469 34.64197531],0
b3,1,0.003997,8.285093,[ 6 30] ; [22 25],[12.14457831 23.85542169] ; [15.85542169 31.14457831],0
b2,1,0.003997,8.285093,[ 6 30] ; [22 25],[12.14457831 23.85542169] ; [15.85542169 31.14457831],0
r3,1,0.005646,7.660044,[59 10] ; [61 31],[51.42857143 17.57142857] ; [68.57142857 23.42857143],0
b5,1,0.016014,5.801368,[51 19] ; [50 42],[43.64197531 26.35802469] ; [57.35802469 34.64197531],0
s6,1,0.016821,5.714976,[37 32] ; [32 60],[29.57142857 39.42857143] ; [39.42857143 52.57142857],0
n6,1,0.01711,5.685063,[47 23] ; [44 47],[39.56521739 30.43478261] ; [51.43478261 39.56521739],0
v4,1,0.018404,5.557267,[59 10] ; [64 28],[52.71428571 16.28571429] ; [70.28571429 21.71428571],0
p9,1,0.025192,5.010665,[41 28] ; [36 51],[34.05769231 34.94230769] ; [42.94230769 44.05769231],0
p10,1,0.026218,4.94157,[35 35] ; [29 60],[28.17610063 41.82389937] ; [35.82389937 53.17610063],0
n2,1,0.033642,4.512821,[17  5] ; [22 22],[13.  9.] ; [26. 18.],0
u3,1,0.035598,4.416259,[15 13] ; [11 28],[10.86567164 17.13432836] ; [15.13432836 23.86567164],0
s3,1,0.038936,4.263644,[35 34] ; [31 59],[28.64150943 40.35849057] ; [37.35849057 52.64150943],0
p1,1,0.126113,2.339706,[ 2 68] ; [ 8 84],[ 4.32098765 65.67901235] ; [ 5.67901235 86.32098765],0
a1,1,0.126519,2.334701,[ 3 67] ; [10 82],[ 5.61728395 64.38271605] ; [ 7.38271605 84.61728395],0
r2,1,0.164506,1.932314,[61  8] ; [73 18],[57.7875 11.2125] ; [76.2125 14.7875],0
n5,1,0.170372,1.87967,[42 27] ; [46 46],[37.71428571 31.28571429] ; [50.28571429 41.71428571],0
s2,1,0.186333,1.746377,[25 45] ; [24 68],[21.17283951 48.82716049] ; [27.82716049 64.17283951],0
p5,1,0.229711,1.442652,[ 4 65] ; [ 2 90],[ 2.57142857 66.42857143] ; [ 3.42857143 88.57142857],0
s1,1,0.405232,0.692747,[ 5 65] ; [10 81],[ 6.52173913 63.47826087] ; [ 8.47826087 82.52173913],0
u2,1,0.426616,0.632018,[12 16] ; [13 26],[10.44776119 17.55223881] ; [14.55223881 24.44776119],0
v1,1,0.43856,0.600047,[25 44] ; [28 64],[22.71428571 46.28571429] ; [30.28571429 61.71428571],0
a6,1,0.464654,0.534662,[40 29] ; [48 44],[37.71428571 31.28571429] ; [50.28571429 41.71428571],0
b4,1,0.46606,0.531302,[34 36] ; [50 42],[36.2962963 33.7037037] ; [47.7037037 44.2962963],0
d4,1,0.54261,0.370724,[51 17] ; [65 27],[49.3 18.7] ; [66.7 25.3],0
a8,1,0.544424,0.367401,[ 6 57] ; [ 6 82],[ 5.00662252 57.99337748] ; [ 6.99337748 81.00662252],0
v2,1,0.557156,0.344653,[25 41] ; [30 60],[23.26923077 42.73076923] ; [31.73076923 58.26923077],0
a4,1,0.610295,0.259745,[26 44] ; [37 53],[27.5625 42.4375] ; [35.4375 54.5625],0
s7,1,0.654581,0.200173,[16 50] ; [18 67],[14.86092715 51.13907285] ; [19.13907285 65.86092715],0
r1,1,0.677173,0.173325,[42 27] ; [53 39],[40.71428571 28.28571429] ; [54.28571429 37.71428571],0
d3,1,0.710851,0.137429,[42 25] ; [55 37],[40.87421384 26.12578616] ; [56.12578616 35.87421384],0
s5,1,0.770567,0.08505,[13 56] ; [15 73],[12.30573248 56.69426752] ; [15.69426752 72.30573248],0
d2,1,0.793746,0.068356,[31 38] ; [39 52],[30.1875 38.8125] ; [39.8125 51.1875],0
n1,1,0.801495,0.063209,[ 8 13] ; [15 28],[ 7.546875 13.453125] ; [15.453125 27.546875],0
b1,1,0.823244,0.049896,[37 33] ; [47 45],[36.2962963 33.7037037] ; [47.7037037 44.2962963],0
n4,1,0.902111,0.015128,[41 29] ; [53 39],[40.61728395 29.38271605] ; [53.38271605 38.61728395],0
d5,1,0.911191,0.01244,[46 22] ; [63 29],[46.325 21.675] ; [62.675 29.325],0
d1,1,0.936989,0.00625,[30 40] ; [40 52],[30.24691358 39.75308642] ; [39.75308642 52.24691358],0
v3,1,0.962491,0.002212,[18 50] ; [23 65],[17.87179487 50.12820513] ; [23.12820513 64.87179487],0
u1,1,0.977762,0.000777,[ 6 64] ; [ 8 84],[ 6.04938272 63.95061728] ; [ 7.95061728 84.04938272],0
a5,1,0.987311,0.000253,[41 29] ; [54 38],[41.04938272 28.95061728] ; [53.95061728 38.04938272],0
s4,1,0.987935,0.000229,[13 57] ; [17 75],[12.96296296 57.03703704] ; [17.03703704 74.96296296],0
a2,1,0.987935,0.000229,[13 57] ; [17 75],[12.96296296 57.03703704] ; [17.03703704 74.96296296],0
a3,1,0.993404,6.8e-05,[40 28] ; [53 37],[40.02531646 27.97468354] ; [52.97468354 37.02531646],0
a7,1,1.0,0.0,[45 24] ; [60 32],[45. 24.] ; [60. 32.],0
