Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,5e-06,20.96203,[63 45] ; [56  5],[76.04733728 31.95266272] ; [42.95266272 18.04733728],1
s2,1,0.000198,13.850579,[46 62] ; [46 18],[57.76744186 50.23255814] ; [34.23255814 29.76744186],1
a4,1,0.002016,9.534819,[38 70] ; [38 26],[47.72093023 60.27906977] ; [28.27906977 35.72093023],0
d3,1,0.002025,9.527176,[61 47] ; [51 13],[70.3255814 37.6744186] ; [41.6744186 22.3255814],0
p6,1,0.004772,7.963849,[39 68] ; [37 26],[47.83529412 59.16470588] ; [28.16470588 34.83529412],0
r1,1,0.008031,7.026654,[71 37] ; [54 10],[78.48837209 29.51162791] ; [46.51162791 17.48837209],0
s3,1,0.011726,6.351778,[56 51] ; [46 18],[63.8245614 43.1754386] ; [38.1754386 25.8245614],0
d1,1,0.016364,5.763376,[54 54] ; [44 20],[61.53488372 46.46511628] ; [36.46511628 27.53488372],0
d4,1,0.020548,5.364706,[80 28] ; [56  7],[85.89473684 22.10526316] ; [50.10526316 12.89473684],0
n2,1,0.02231,5.221445,[10 12] ; [11  2],[13.2  8.8] ; [7.8 5.2],0
p10,1,0.024819,5.036465,[78 29] ; [56  8],[83.84795322 23.15204678] ; [50.15204678 13.84795322],0
s7,1,0.028411,4.802946,[48 53] ; [38 20],[54.62893082 46.37106918] ; [31.37106918 26.62893082],0
b5,1,0.052594,3.756767,[67 41] ; [30 34],[60.90697674 47.09302326] ; [36.09302326 27.90697674],0
p5,1,0.053557,3.726467,[13 94] ; [15 49],[17.52046784 89.47953216] ; [10.47953216 53.52046784],0
d2,1,0.058246,3.586646,[43 65] ; [35 29],[48.97674419 59.02325581] ; [29.02325581 34.97674419],0
b4,1,0.068146,3.327134,[52 56] ; [40 24],[57.76744186 50.23255814] ; [34.23255814 29.76744186],0
r4,1,0.073574,3.201438,[89 19] ; [59  5],[92.93023256 15.06976744] ; [55.06976744  8.93023256],0
p9,1,0.091183,2.853369,[85 23] ; [56  7],[89.05263158 18.94736842] ; [51.94736842 11.05263158],0
p11,1,0.115118,2.482514,[78 30] ; [53 11],[82.25581395 25.74418605] ; [48.74418605 15.25581395],0
a1,1,0.124452,2.36038,[  4 104] ; [ 6 58],[  6.27906977 101.72093023] ; [ 3.72093023 60.27906977],0
v4,1,0.126902,2.329996,[98 10] ; [62  2],[100.46511628   7.53488372] ; [59.53488372  4.46511628],0
a2,1,0.136051,2.222061,[17 91] ; [16 48],[20.72093023 87.27906977] ; [12.27906977 51.72093023],0
a7,1,0.140379,2.173797,[76 32] ; [38 26],[71.58139535 36.41860465] ; [42.41860465 21.58139535],0
s4,1,0.148123,2.091477,[22 86] ; [19 44],[25.89473684 82.10526316] ; [15.10526316 47.89473684],0
a5,1,0.169585,1.886607,[72 36] ; [49 15],[75.97674419 32.02325581] ; [45.02325581 18.97674419],0
p2,1,0.182203,1.779561,[90 18] ; [58  6],[92.93023256 15.06976744] ; [55.06976744  8.93023256],0
p1,1,0.183822,1.766451,[11 97] ; [11 53],[13.81395349 94.18604651] ; [ 8.18604651 55.81395349],0
r2,1,0.191042,1.709563,[95 11] ; [61  3],[97.27058824  8.72941176] ; [58.72941176  5.27058824],0
v1,1,0.198023,1.656893,[39 65] ; [30 33],[42.97005988 61.02994012] ; [26.02994012 36.97005988],0
n1,1,0.198674,1.652098,[ 7 15] ; [7 6],[ 8.8 13.2] ; [5.2 7.8],0
s8,1,0.201901,1.628571,[44 64] ; [32 31],[48. 60.] ; [28. 35.],0
p12,1,0.208263,1.583462,[  5 103] ; [ 6 57],[  6.94736842 101.05263158] ; [ 4.05263158 58.94736842],0
