Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,5e-06,20.96203,[63 45] ; [56  5],[76.04733728 31.95266272] ; [42.95266272 18.04733728],1
s1,1,0.231806,1.429747,[  4 104] ; [ 5 58],[  5.68421053 102.31578947] ; [ 3.31578947 59.68421053],0
p4,1,0.236176,1.403275,[83 25] ; [54 10],[86.02325581 21.97674419] ; [50.97674419 13.02325581],0
n3,1,0.255506,1.292946,[16  6] ; [7 6],[14.45714286  7.54285714] ; [8.54285714 4.45714286],0
a6,1,0.276202,1.185683,[73 35] ; [38 26],[69.69767442 38.30232558] ; [41.30232558 22.69767442],0
a3,1,0.319067,0.992767,[69 38] ; [46 18],[71.95906433 35.04093567] ; [43.04093567 20.95906433],0
p8,1,0.335758,0.92656,[64 44] ; [42 21],[66.94736842 41.05263158] ; [39.05263158 23.94736842],0
r3,1,0.392352,0.731639,[97 11] ; [59  4],[98.52631579  9.47368421] ; [57.47368421  5.52631579],0
v3,1,0.409242,0.681001,[26 80] ; [12 51],[23.83431953 82.16568047] ; [14.16568047 48.83431953],0
b2,1,0.446355,0.579891,[22 47] ; [16 25],[23.83636364 45.16363636] ; [14.16363636 26.83636364],0
b3,1,0.446355,0.579891,[22 47] ; [16 25],[23.83636364 45.16363636] ; [14.16363636 26.83636364],0
u2,1,0.488593,0.479624,[20 19] ; [11  7],[21.21052632 17.78947368] ; [9.78947368 8.21052632],0
a8,1,0.546711,0.363243,[ 7 91] ; [ 6 55],[ 8.01257862 89.98742138] ; [ 4.98742138 56.01257862],0
n4,1,0.57499,0.314404,[85 23] ; [48 16],[83.51162791 24.48837209] ; [49.48837209 14.51162791],0
u3,1,0.657568,0.196491,[23 15] ; [12  6],[23.75 14.25] ; [11.25  6.75],0
n6,1,0.698206,0.150345,[91 16] ; [53 11],[90.10526316 16.89473684] ; [53.89473684 10.10526316],0
b1,1,0.724542,0.124182,[51 57] ; [32 32],[52.11627907 55.88372093] ; [30.88372093 33.11627907],0
u1,1,0.727816,0.121127,[18 90] ; [12 52],[18.8372093 89.1627907] ; [11.1627907 52.8372093],0
d5,1,0.748288,0.102976,[87 21] ; [52 11],[87.78947368 20.21052632] ; [51.21052632 11.78947368],0
p7,1,0.780953,0.077327,[76 31] ; [46 17],[76.78823529 30.21176471] ; [45.21176471 17.78823529],0
n5,1,0.834399,0.043707,[77 30] ; [47 17],[77.59064327 29.40935673] ; [46.40935673 17.59064327],0
