Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,5e-06,20.912211,[11  8] ; [11 81],[ 3.76576577 15.23423423] ; [18.23423423 73.76576577],1
p4,1,0.001118,10.620662,[12  7] ; [23 69],[ 5.99099099 13.00900901] ; [29.00900901 62.99099099],0
s7,1,0.003228,8.674142,[10  8] ; [19 69],[ 4.9245283 13.0754717] ; [24.0754717 63.9245283],0
v3,1,0.018944,5.506699,[ 8 10] ; [17 73],[ 4.16666667 13.83333333] ; [20.83333333 69.16666667],0
p2,1,0.031985,4.599297,[15  4] ; [48 44],[10.78378378  8.21621622] ; [52.21621622 39.78378378],0
p3,1,0.034688,4.460481,[ 8 11] ; [18 74],[ 4.45045045 14.54954955] ; [21.54954955 70.45045045],0
n4,1,0.035914,4.401182,[16  3] ; [54 38],[11.98198198  7.01801802] ; [58.01801802 33.98198198],0
d1,1,0.04369,4.068485,[12  7] ; [35 57],[ 8.04504505 10.95495495] ; [38.95495495 53.04504505],0
r4,1,0.047519,3.926907,[13  6] ; [40 52],[9.07207207 9.92792793] ; [43.92792793 48.07207207],0
a3,1,0.04752,3.926877,[15  4] ; [50 42],[11.12612613  7.87387387] ; [53.87387387 38.12612613],0
n1,1,0.077746,3.111398,[4 2] ; [10 24],[2.1 3.9] ; [11.9 22.1],0
p9,1,0.07876,3.090297,[17  2] ; [60 26],[13.93333333  5.06666667] ; [63.06666667 22.93333333],0
s5,1,0.081777,3.029228,[ 6 10] ; [16 72],[ 3.38461538 12.61538462] ; [18.61538462 69.38461538],0
p11,1,0.082168,3.021495,[15  4] ; [53 39],[11.63963964  7.36036036] ; [56.36036036 35.63963964],0
s3,1,0.085286,2.961172,[10  9] ; [29 62],[ 6.73636364 12.26363636] ; [32.26363636 58.73636364],0
d5,1,0.088714,2.897557,[16  3] ; [59 33],[12.83783784  6.16216216] ; [62.16216216 29.83783784],0
n5,1,0.088714,2.897557,[16  3] ; [59 33],[12.83783784  6.16216216] ; [62.16216216 29.83783784],0
v4,1,0.089107,2.890424,[17  2] ; [65 27],[14.03603604  4.96396396] ; [67.96396396 24.03603604],0
d2,1,0.096086,2.769328,[12  7] ; [38 52],[ 8.71559633 10.28440367] ; [41.28440367 48.71559633],0
a6,1,0.102017,2.673732,[13  6] ; [44 48],[9.75675676 9.24324324] ; [47.24324324 44.75675676],0
n3,1,0.108988,2.568833,[6 1] ; [18 16],[4.09756098 2.90243902] ; [19.90243902 14.09756098],0
r3,1,0.118488,2.437199,[17  2] ; [66 25],[14.33636364  4.66363636] ; [68.66363636 22.33636364],0
b1,1,0.120426,2.411777,[ 5 14] ; [42 50],[ 8.04504505 10.95495495] ; [38.95495495 53.04504505],0
v2,1,0.121686,2.395488,[8 9] ; [25 64],[ 5.29245283 11.70754717] ; [27.70754717 61.29245283],0
d4,1,0.123189,2.376296,[16  3] ; [61 31],[13.18018018  5.81981982] ; [63.81981982 28.18018018],0
a4,1,0.127945,2.31726,[10  9] ; [31 60],[ 7.08181818 11.91818182] ; [33.91818182 57.08181818],0
r2,1,0.136037,2.222222,[16  2] ; [65 25],[13.5  4.5] ; [67.5 22.5],0
u1,1,0.177864,1.815386,[ 3 16] ; [ 6 86],[ 1.54054054 17.45945946] ; [ 7.45945946 84.54054054],0
s6,1,0.183557,1.768591,[10  9] ; [33 58],[ 7.42727273 11.57272727] ; [35.57272727 55.42727273],0
s2,1,0.185069,1.756445,[ 9 10] ; [29 63],[ 6.5045045 12.4954955] ; [31.4954955 60.5045045],0
