Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,7e-06,20.202747,[43 36] ; [46  4],[54.50387597 24.49612403] ; [34.49612403 15.50387597],1
n6,1,0.208971,1.578541,[56 22] ; [40  9],[58.96062992 19.03937008] ; [37.03937008 11.96062992],0
p2,1,0.22273,1.486693,[57 21] ; [42  9],[59.86046512 18.13953488] ; [39.13953488 11.86046512],0
p7,1,0.22932,1.445072,[39 39] ; [31 20],[42.3255814 35.6744186] ; [27.6744186 23.3255814],0
b1,1,0.237772,1.393755,[35 44] ; [28 23],[38.28461538 40.71538462] ; [24.71538462 26.28461538],0
v3,1,0.259416,1.271873,[23 53] ; [20 30],[25.93650794 50.06349206] ; [17.06349206 32.93650794],0
a3,1,0.282598,1.154555,[50 27] ; [37 13],[52.7480315 24.2519685] ; [34.2519685 15.7480315],0
d3,1,0.340012,0.910388,[49 27] ; [37 14],[51.46456693 24.53543307] ; [34.53543307 16.46456693],0
u1,1,0.352075,0.865966,[12 67] ; [11 40],[13.97692308 65.02307692] ; [ 9.02307692 41.97692308],0
d1,1,0.360367,0.836613,[40 39] ; [30 21],[42.53846154 36.46153846] ; [27.46153846 23.53846154],0
b4,1,0.378864,0.774386,[45 34] ; [33 18],[47.4 31.6] ; [30.6 20.4],0
n2,1,0.412262,0.672269,[20 10] ; [14  4],[21.25  8.75] ; [12.75  5.25],0
b2,1,0.443653,0.586816,[10 29] ; [ 8 15],[11.32258065 27.67741935] ; [ 6.67741935 16.32258065],0
b3,1,0.443653,0.586816,[10 29] ; [ 8 15],[11.32258065 27.67741935] ; [ 6.67741935 16.32258065],0
a7,1,0.477961,0.503511,[58 20] ; [35 16],[56.23255814 21.76744186] ; [36.76744186 14.23255814],0
p8,1,0.498663,0.45778,[29 49] ; [16 35],[27.20930233 50.79069767] ; [17.79069767 33.20930233],0
r3,1,0.510048,0.433968,[68 11] ; [45  5],[69.20155039  9.79844961] ; [43.79844961  6.20155039],0
n3,1,0.557177,0.344615,[21  9] ; [14  4],[21.875  8.125] ; [13.125  4.875],0
u2,1,0.717146,0.131243,[10 17] ; [6 8],[10.53658537 16.46341463] ; [5.46341463 8.53658537],0
b5,1,0.723443,0.125218,[55 24] ; [34 17],[54.08461538 24.91538462] ; [34.91538462 16.08461538],0
a2,1,0.817354,0.053338,[20 59] ; [12 39],[19.44615385 59.55384615] ; [12.55384615 38.44615385],0
u4,1,0.832372,0.0448,[ 2 77] ; [ 1 50],[ 1.82307692 77.17692308] ; [ 1.17692308 49.82307692],0
u3,1,0.910434,0.012654,[13 14] ; [7 7],[13.17073171 13.82926829] ; [6.82926829 7.17073171],0
r1,1,0.930918,0.007515,[59 20] ; [37 13],[58.79069767 20.20930233] ; [37.20930233 12.79069767],0
a6,1,0.9315,0.007389,[48 30] ; [31 20],[47.76744186 30.23255814] ; [31.23255814 19.76744186],0
p5,1,0.975013,0.000981,[ 6 72] ; [ 4 47],[ 6.04651163 71.95348837] ; [ 3.95348837 47.04651163],0
n1,1,0.97951,0.00066,[13 16] ; [ 8 10],[12.95744681 16.04255319] ; [8.04255319 9.95744681],0
n5,1,0.99516,3.7e-05,[53 25] ; [34 16],[53.015625 24.984375] ; [33.984375 16.015625],0
