Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0001,15.140348,[37 35] ; [39  6],[46.76923077 25.23076923] ; [29.23076923 15.76923077],1
p4,1,0.000163,14.216582,[37 36] ; [39  7],[46.62184874 26.37815126] ; [29.37815126 16.62184874],1
p2,1,0.013292,6.129862,[53 20] ; [42  4],[58.27731092 14.72268908] ; [36.72268908  9.27731092],0
p3,1,0.014002,6.037833,[34 39] ; [32 14],[40.48739496 32.51260504] ; [25.51260504 20.48739496],0
v3,1,0.017029,5.693432,[25 46] ; [26 19],[31.21551724 39.78448276] ; [19.78448276 25.21551724],0
v4,1,0.032785,4.556996,[62 10] ; [45  1],[65.28813559  6.71186441] ; [41.71186441  4.28813559],0
p1,1,0.033436,4.523321,[ 3 70] ; [ 7 39],[ 6.13445378 66.86554622] ; [ 3.86554622 42.13445378],0
r4,1,0.037572,4.324284,[58 15] ; [43  3],[61.95798319 11.04201681] ; [39.04201681  6.95798319],0
n4,1,0.046119,3.977247,[52 21] ; [40  6],[56.43697479 16.56302521] ; [35.56302521 10.43697479],0
p8,1,0.073285,3.207872,[34 39] ; [28 16],[38.68376068 34.31623932] ; [23.31623932 20.68376068],0
n2,1,0.076134,3.145558,[17  4] ; [8 7],[14.58333333  6.41666667] ; [10.41666667  4.58333333],0
v2,1,0.079517,3.07475,[33 38] ; [29 17],[37.62393162 33.37606838] ; [24.37606838 21.62393162],0
n6,1,0.085641,2.954465,[58 15] ; [42  4],[61.34453782 11.65546218] ; [38.65546218  7.34453782],0
b1,1,0.087983,2.910887,[32 41] ; [13 33],[27.60504202 45.39495798] ; [17.39495798 28.60504202],0
p9,1,0.092286,2.834031,[55 17] ; [40  5],[58.46153846 13.53846154] ; [36.53846154  8.46153846],0
a5,1,0.109269,2.564758,[60 13] ; [32 14],[56.43697479 16.56302521] ; [35.56302521 10.43697479],0
d2,1,0.151779,2.054279,[40 33] ; [19 27],[36.19327731 36.80672269] ; [22.80672269 23.19327731],0
s6,1,0.161668,1.958559,[49 24] ; [25 21],[45.39495798 27.60504202] ; [28.60504202 17.39495798],0
v1,1,0.171285,1.871664,[32 38] ; [27 19],[35.60344828 34.39655172] ; [23.39655172 22.60344828],0
r3,1,0.292341,1.108808,[66  7] ; [44  2],[67.4789916  5.5210084] ; [42.5210084  3.4789916],0
a4,1,0.297402,1.085806,[32 40] ; [16 30],[29.28813559 42.71186441] ; [18.71186441 27.28813559],0
n5,1,0.31436,1.012267,[51 22] ; [36 10],[53.3697479 19.6302521] ; [33.6302521 12.3697479],0
s3,1,0.330033,0.948768,[24 49] ; [11 34],[21.65254237 51.34745763] ; [13.34745763 31.65254237],0
a2,1,0.332495,0.939155,[20 53] ; [ 9 37],[17.78991597 55.21008403] ; [11.21008403 34.78991597],0
s8,1,0.355747,0.852851,[36 36] ; [27 19],[38.44067797 33.55932203] ; [24.55932203 21.44067797],0
u2,1,0.411314,0.675,[9 6] ; [9 3],[10.  5.] ; [8. 4.],0
r2,1,0.422917,0.642196,[64  8] ; [42  3],[65.23076923  6.76923077] ; [40.76923077  4.23076923],0
p11,1,0.441958,0.591192,[56 17] ; [38  8],[57.66386555 15.33613445] ; [36.33613445  9.66386555],0
n1,1,0.463193,0.538169,[11 10] ; [6 9],[ 9.91666667 11.08333333] ; [7.08333333 7.91666667],0
n3,1,0.485667,0.486111,[11  9] ; [10  5],[12.  8.] ; [9. 6.],0
a7,1,0.495229,0.465147,[48 25] ; [33 13],[49.68907563 23.31092437] ; [31.31092437 14.68907563],0
p5,1,0.522941,0.408089,[11 62] ; [ 9 37],[12.26890756 60.73109244] ; [ 7.73109244 38.26890756],0
d3,1,0.527469,0.399265,[50 23] ; [34 12],[51.52941176 21.47058824] ; [32.47058824 13.52941176],0
