Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1e-05,19.595868,[111  67] ; [16 40],[96.60683761 81.39316239] ; [30.39316239 25.60683761],1
p11,1,0.000333,12.876671,[131  50] ; [26 30],[119.90295359  61.09704641] ; [37.09704641 18.90295359],1
p9,1,0.000532,11.998858,[139  41] ; [28 25],[129.01287554  50.98712446] ; [37.98712446 15.01287554],1
a7,1,0.001241,10.427775,[142  38] ; [32 24],[132.71186441  47.28813559] ; [41.28813559 14.71186441],0
p8,1,0.002908,8.864322,[82 98] ; [13 43],[ 72.45762712 107.54237288] ; [22.54237288 33.45762712],0
p3,1,0.006276,7.46943,[ 80 101] ; [13 42],[ 71.32627119 109.67372881] ; [21.67372881 33.32627119],0
d3,1,0.013304,6.128276,[134  46] ; [32 24],[126.61016949  53.38983051] ; [39.38983051 16.61016949],0
p10,1,0.014728,5.948771,[125  54] ; [28 26],[117.54077253  61.45922747] ; [35.45922747 18.54077253],0
a6,1,0.018216,5.575302,[122  59] ; [28 28],[114.55696203  66.44303797] ; [35.44303797 20.55696203],0
s4,1,0.023788,5.110026,[ 30 151] ; [17 39],[ 35.89451477 145.10548523] ; [11.10548523 44.89451477],0
p4,1,0.039575,4.236007,[86 94] ; [18 38],[ 79.3220339 100.6779661] ; [24.6779661 31.3220339],0
a5,1,0.070813,3.26408,[118  63] ; [29 27],[112.26582278  68.73417722] ; [34.73417722 21.26582278],0
n3,1,0.138045,2.199616,[41 12] ; [12  8],[38.47945205 14.52054795] ; [14.52054795  5.47945205],0
s3,1,0.150552,2.06665,[90 89] ; [22 34],[85.3106383 93.6893617] ; [26.6893617 29.3106383],0
p6,1,0.182566,1.776607,[ 51 124] ; [11 44],[ 47.17391304 127.82608696] ; [14.82608696 40.17391304],0
p1,1,0.2254,1.469655,[ 15 164] ; [ 2 54],[ 12.94893617 166.05106383] ; [ 4.05106383 51.94893617],0
s8,1,0.235901,1.404925,[ 65 116] ; [15 40],[ 61.3559322 119.6440678] ; [18.6440678 36.3559322],0
p5,1,0.253445,1.304212,[ 10 171] ; [ 1 54],[  8.43644068 172.56355932] ; [ 2.56355932 52.43644068],0
a8,1,0.264237,1.246424,[ 13 151] ; [ 2 54],[ 11.18181818 152.81818182] ; [ 3.81818182 52.18181818],0
b4,1,0.267633,1.228836,[112  69] ; [30 26],[108.44725738  72.55274262] ; [33.55274262 22.44725738],0
n4,1,0.282099,1.156948,[ 76 105] ; [19 37],[ 72.55274262 108.44725738] ; [22.44725738 33.55274262],0
s1,1,0.308588,1.036709,[  7 174] ; [ 4 52],[  8.40084388 172.59915612] ; [ 2.59915612 53.40084388],0
n6,1,0.326889,0.961182,[119  61] ; [33 23],[115.93220339  64.06779661] ; [36.06779661 19.93220339],0
a2,1,0.32788,0.957253,[ 29 152] ; [ 6 50],[ 26.72995781 154.27004219] ; [ 8.27004219 47.72995781],0
d1,1,0.387071,0.748124,[96 85] ; [26 30],[93.17299578 87.82700422] ; [28.82700422 27.17299578],0
r3,1,0.416671,0.659684,[173   8] ; [52  4],[171.83544304   9.16455696] ; [53.16455696  2.83544304],0
u3,1,0.445139,0.582999,[41 25] ; [17  7],[42.53333333 23.46666667] ; [15.46666667  8.53333333],0
a3,1,0.449286,0.572452,[113  67] ; [32 24],[110.59322034  69.40677966] ; [34.40677966 21.59322034],0
r1,1,0.47809,0.503217,[134  46] ; [39 17],[131.94915254  48.05084746] ; [41.05084746 14.94915254],0
u2,1,0.495753,0.464015,[41 25] ; [13 11],[39.6 26.4] ; [14.4  9.6],0
b5,1,0.521617,0.410696,[111  70] ; [37 19],[113.02953586  67.97046414] ; [34.97046414 21.02953586],0
s7,1,0.584589,0.298874,[ 61 114] ; [16 36],[ 59.36123348 115.63876652] ; [17.63876652 34.36123348],0
d2,1,0.58544,0.297523,[ 72 109] ; [20 36],[ 70.26160338 110.73839662] ; [21.73839662 34.26160338],0
s2,1,0.597422,0.278902,[ 75 106] ; [25 30],[ 76.69491525 104.30508475] ; [23.30508475 31.69491525],0
b1,1,0.647107,0.209567,[ 65 116] ; [22 34],[ 66.44303797 114.55696203] ; [20.55696203 35.44303797],0
u1,1,0.651567,0.203931,[ 20 161] ; [ 5 51],[ 19.092827 161.907173] ; [ 5.907173 50.092827],0
r4,1,0.652032,0.203348,[154  27] ; [49  7],[155.03375527  25.96624473] ; [47.96624473  8.03375527],0
n2,1,0.659674,0.19392,[35 17] ; [13  8],[34.19178082 17.80821918] ; [13.80821918  7.19178082],0
b3,1,0.691922,0.157012,[27 72] ; [ 9 20],[27.84375 71.15625] ; [ 8.15625 20.84375],0
b2,1,0.691922,0.157012,[27 72] ; [ 9 20],[27.84375 71.15625] ; [ 8.15625 20.84375],0
n1,1,0.719639,0.128838,[13 40] ; [ 6 15],[13.60810811 39.39189189] ; [ 5.39189189 15.60810811],0
a4,1,0.781395,0.077007,[ 61 120] ; [20 36],[ 61.86075949 119.13924051] ; [19.13924051 36.86075949],0
p12,1,0.794983,0.06752,[  8 172] ; [ 2 53],[  7.65957447 172.34042553] ; [ 2.34042553 52.65957447],0
s5,1,0.811673,0.056772,[ 47 128] ; [14 35],[ 47.65625 127.34375] ; [13.34375 35.65625],0
d4,1,0.812435,0.056305,[148  33] ; [45 11],[147.39662447  33.60337553] ; [45.60337553 10.39662447],0
s6,1,0.836451,0.042615,[99 81] ; [30 23],[99.65665236 80.34334764] ; [29.34334764 23.65665236],0
v3,1,0.843635,0.038906,[ 49 124] ; [14 38],[ 48.44 124.56] ; [14.56 37.44],0
r2,1,0.86769,0.027753,[165  14] ; [52  4],[165.2893617  13.7106383] ; [51.7106383  4.2893617],0
v2,1,0.875247,0.024648,[87 86] ; [26 27],[86.5 86.5] ; [26.5 26.5],0
a1,1,0.908628,0.013172,[  9 172] ; [ 3 53],[  9.16455696 171.83544304] ; [ 2.83544304 53.16455696],0
