Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,85.951274,[ 42 121] ; [197  79],[88.74031891 74.25968109] ; [150.25968109 125.74031891],1
p6,1,0.0,43.54748,[ 33 127] ; [145 129],[65.62211982 94.37788018] ; [112.37788018 161.62211982],1
p8,1,0.0,32.820394,[ 58 103] ; [177  98],[86.77752294 74.22247706] ; [148.22247706 126.77752294],1
p5,1,0.0,26.29944,[  4 157] ; [ 54 218],[ 21.56581986 139.43418014] ; [ 36.43418014 235.56581986],1
p7,1,0.0,25.684403,[80 72] ; [209  64],[103.36  48.64] ; [185.64  87.36],1
n5,1,3.6e-05,17.058079,[111  50] ; [236  40],[127.84210526  33.15789474] ; [219.15789474  56.84210526],1
a5,1,5.3e-05,16.339946,[104  59] ; [224  52],[121.78587699  41.21412301] ; [206.21412301  69.78587699],1
d1,1,6.8e-05,15.860065,[83 80] ; [193  83],[102.47835991  60.52164009] ; [173.52164009 102.47835991],1
s2,1,8.1e-05,15.540779,[117  46] ; [240  36],[132.55353075  30.44646925] ; [224.44646925  51.55353075],1
p2,1,8.7e-05,15.391381,[128  34] ; [253  22],[141.2402746  20.7597254] ; [239.7597254  35.2402746],1
s7,1,0.000108,14.992714,[90 72] ; [194  69],[108.25411765  53.74588235] ; [175.74588235  87.25411765],1
d3,1,0.000289,13.141593,[98 64] ; [212  64],[114.65753425  47.34246575] ; [195.34246575  80.65753425],1
n4,1,0.000384,12.608393,[115  47] ; [234  41],[129.37757437  32.62242563] ; [219.62242563  55.37757437],1
a3,1,0.000773,11.304828,[107  54] ; [223  53],[121.57894737  39.42105263] ; [208.42105263  67.57894737],1
n6,1,0.001206,10.481666,[128  33] ; [248  26],[139.16321839  21.83678161] ; [236.83678161  37.16321839],0
p12,1,0.002245,9.337947,[  9 153] ; [ 42 233],[ 18.90617849 143.09382151] ; [ 32.09382151 242.90617849],0
d2,1,0.003046,8.779898,[69 93] ; [158 118],[83.95890411 78.04109589] ; [143.04109589 132.95890411],0
r4,1,0.003306,8.630484,[141  22] ; [261  15],[149.261959  13.738041] ; [252.738041  23.261959],0
a2,1,0.00433,8.139819,[ 30 133] ; [ 85 191],[ 42.69931663 120.30068337] ; [ 72.30068337 203.69931663],0
s8,1,0.009788,6.673092,[87 76] ; [181  94],[99.73515982 63.26484018] ; [168.26484018 106.73515982],0
a4,1,0.01094,6.474965,[64 99] ; [143 133],[76.85876993 86.14123007] ; [130.14123007 145.85876993],0
b1,1,0.012373,6.256673,[ 49 114] ; [116 160],[ 61.2642369 101.7357631] ; [103.7357631 172.2642369],0
d4,1,0.013202,6.14186,[129  33] ; [243  32],[137.90389016  24.09610984] ; [234.09610984  40.90389016],0
v1,1,0.014795,5.940743,[74 80] ; [161 106],[85.96199525 68.03800475] ; [149.03800475 117.96199525],0
s5,1,0.018772,5.522652,[56 97] ; [127 135],[67.46746988 85.53253012] ; [115.53253012 146.46746988],0
s6,1,0.024303,5.072873,[129  31] ; [239  31],[136.93023256  23.06976744] ; [231.06976744  38.93023256],0
u1,1,0.032348,4.579934,[ 23 140] ; [ 62 214],[ 31.56036446 131.43963554] ; [ 53.43963554 222.56036446],0
u4,1,0.037774,4.315188,[  2 161] ; [ 14 262],[  5.94077449 157.05922551] ; [ 10.05922551 265.94077449],0
r1,1,0.044005,4.056375,[124  38] ; [231  43],[131.90366972  30.09633028] ; [223.09633028  50.90366972],0
u2,1,0.047971,3.911006,[25 29] ; [34 18],[30.05660377 23.94339623] ; [28.94339623 23.05660377],0
v3,1,0.052555,3.758016,[ 55 102] ; [117 145],[64.44868735 92.55131265] ; [107.55131265 154.44868735],0
d5,1,0.06002,3.536836,[125  37] ; [232  43],[132.34324943  29.65675057] ; [224.65675057  50.34324943],0
