Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,57.999466,[15 52] ; [92 23],[39.39010989 27.60989011] ; [67.60989011 47.39010989],1
n6,1,3e-05,17.404426,[33 34] ; [91 24],[45.64835165 21.35164835] ; [78.35164835 36.64835165],1
a5,1,0.002729,8.980414,[39 29] ; [90 25],[47.93442623 20.06557377] ; [81.06557377 33.93442623],0
p2,1,0.00336,8.600976,[33 34] ; [81 33],[42.19889503 24.80110497] ; [71.80110497 42.19889503],0
a3,1,0.011997,6.311348,[42 26] ; [90 24],[49.31868132 18.68131868] ; [82.68131868 31.31868132],0
a4,1,0.012775,6.200061,[27 41] ; [67 47],[35.12087912 32.87912088] ; [58.87912088 55.12087912],0
p6,1,0.015134,5.900758,[12 53] ; [40 72],[19.0960452 45.9039548] ; [32.9039548 79.0960452],0
d2,1,0.018143,5.582264,[32 36] ; [74 40],[39.6043956 28.3956044] ; [66.3956044 47.6043956],0
n1,1,0.018733,5.526316,[ 8 24] ; [20 18],[12.8 19.2] ; [15.2 22.8],0
p3,1,0.019473,5.458533,[19 47] ; [53 61],[26.4 39.6] ; [45.6 68.4],0
n2,1,0.032532,4.57023,[15 17] ; [28 11],[19.38028169 12.61971831] ; [23.61971831 15.38028169],0
s7,1,0.03344,4.523108,[20 40] ; [52 51],[26.50306748 33.49693252] ; [45.49693252 57.50306748],0
p7,1,0.035345,4.428417,[22 44] ; [55 56],[28.71186441 37.28813559] ; [48.28813559 62.71186441],0
u1,1,0.051542,3.790579,[ 8 60] ; [27 88],[13.00546448 54.99453552] ; [21.99453552 93.00546448],0
s8,1,0.064389,3.420565,[19 48] ; [48 66],[24.80110497 42.19889503] ; [42.19889503 71.80110497],0
p9,1,0.071934,3.238319,[32 29] ; [75 38],[37.51149425 23.48850575] ; [69.48850575 43.51149425],0
p10,1,0.081351,3.037693,[29 34] ; [68 46],[34.52542373 28.47457627] ; [62.47457627 51.52542373],0
u3,1,0.087375,2.922078,[17  8] ; [11 14],[14. 11.] ; [14. 11.],0
v4,1,0.092458,2.83104,[64  4] ; [99 16],[60.56830601  7.43169399] ; [102.43169399  12.56830601],0
v3,1,0.09431,2.799228,[16 47] ; [42 69],[21. 42.] ; [37. 74.],0
s4,1,0.102663,2.66368,[21 47] ; [23 91],[16.43956044 51.56043956] ; [27.56043956 86.43956044],0
p4,1,0.161479,1.960325,[26 41] ; [56 57],[30.52222222 36.47777778] ; [51.47777778 61.52222222],0
v1,1,0.176366,1.827981,[24 43] ; [53 62],[28.34615385 38.65384615] ; [48.65384615 66.34615385],0
b1,1,0.21519,1.536164,[32 36] ; [65 50],[36.04371585 31.95628415] ; [60.95628415 54.04371585],0
b5,1,0.261506,1.260764,[47 21] ; [70 45],[43.47540984 24.52459016] ; [73.52459016 41.47540984],0
p8,1,0.270815,1.212614,[17 49] ; [38 75],[20.27932961 45.72067039] ; [34.72067039 78.27932961],0
a2,1,0.31403,1.013649,[16 52] ; [35 80],[18.95081967 49.04918033] ; [32.04918033 82.95081967],0
r3,1,0.314114,1.013298,[59  8] ; [94 20],[56.63535912 10.36464088] ; [96.36464088 17.63535912],0
d1,1,0.338433,0.916359,[42 26] ; [79 36],[44.96174863 23.03825137] ; [76.03825137 38.96174863],0
a1,1,0.367235,0.812998,[ 3 65] ; [  9 106],[ 4.45901639 63.54098361] ; [  7.54098361 107.45901639],0
p12,1,0.432846,0.615174,[ 1 65] ; [  4 110],[ 1.83333333 64.16666667] ; [  3.16666667 110.83333333],0
r1,1,0.485404,0.486698,[50 18] ; [89 25],[51.93406593 16.06593407] ; [87.06593407 26.93406593],0
b2,1,0.536869,0.381374,[ 9 23] ; [21 40],[10.32258065 21.67741935] ; [19.67741935 41.32258065],0
b3,1,0.536869,0.381374,[ 9 23] ; [21 40],[10.32258065 21.67741935] ; [19.67741935 41.32258065],0
p1,1,0.546906,0.362889,[ 7 60] ; [  9 106],[ 5.89010989 61.10989011] ; [ 10.10989011 104.89010989],0
s1,1,0.549806,0.357665,[ 5 62] ; [  6 108],[ 4.0718232 62.9281768] ; [  6.9281768 107.0718232],0
u2,1,0.5713,0.320513,[13 12] ; [11 14],[12. 13.] ; [12. 13.],0
d3,1,0.583263,0.300989,[47 20] ; [85 30],[48.59340659 18.40659341] ; [83.40659341 31.59340659],0
s3,1,0.604714,0.267944,[31 37] ; [56 57],[32.68508287 35.31491713] ; [54.31491713 58.68508287],0
s5,1,0.624724,0.239284,[20 44] ; [37 69],[21.45882353 42.54117647] ; [35.54117647 70.45882353],0
n3,1,0.626047,0.237459,[21 11] ; [27 11],[21.94285714 10.05714286] ; [26.05714286 11.94285714],0
v2,1,0.637139,0.222503,[30 33] ; [58 55],[31.5 31.5] ; [56.5 56.5],0
r4,1,0.673964,0.177001,[52 16] ; [91 24],[53.13661202 14.86338798] ; [89.86338798 25.13661202],0
r2,1,0.695872,0.152802,[62  6] ; [103   8],[62.68156425  5.31843575] ; [102.31843575   8.68156425],0
a7,1,0.69994,0.148534,[52 16] ; [85 30],[50.90710383 17.09289617] ; [86.09289617 28.90710383],0
s2,1,0.728302,0.120676,[31 37] ; [55 59],[32.13186813 35.86813187] ; [53.86813187 60.13186813],0
b4,1,0.786963,0.073039,[41 27] ; [67 48],[40.13114754 27.86885246] ; [67.86885246 47.13114754],0
s6,1,0.805732,0.060484,[41 25] ; [71 40],[41.76271186 24.23728814] ; [70.23728814 40.76271186],0
d4,1,0.970369,0.00138,[59  9] ; [100  15],[59.08196721  8.91803279] ; [99.91803279 15.08196721],0
a6,1,0.973699,0.001087,[43 25] ; [73 42],[43.10382514 24.89617486] ; [72.89617486 42.10382514],0
