Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,91.679126,[200  46] ; [151 207],[142.95695364 103.04304636] ; [208.04304636 149.95695364],1
v1,1,0.0,27.379861,[165  83] ; [163 199],[133.35081967 114.64918033] ; [194.64918033 167.35081967],1
p12,1,1e-06,24.548828,[ 37 209] ; [ 14 355],[ 20.4 225.6] ; [ 30.6 338.4],1
p5,1,0.0008,11.240832,[ 40 207] ; [ 28 342],[ 27.22204214 219.77795786] ; [ 40.77795786 329.22204214],1
p1,1,0.004002,8.283079,[ 33 214] ; [ 24 345],[ 22.85551948 224.14448052] ; [ 34.14448052 334.85551948],0
s7,1,0.004678,7.999784,[127 105] ; [152 203],[110.26916525 121.73083475] ; [168.73083475 186.26916525],0
n4,1,0.004823,7.944527,[204  44] ; [268 102],[189.41100324  58.58899676] ; [282.58899676  87.41100324],0
p3,1,0.006971,7.280509,[139 107] ; [168 202],[122.60064935 123.39935065] ; [184.39935065 185.60064935],0
s8,1,0.007672,7.108416,[117 126] ; [138 232],[101.08482871 141.91517129] ; [153.91517129 216.08482871],0
d1,1,0.010481,6.551299,[169  80] ; [214 157],[153.81774194  95.18225806] ; [229.18225806 141.81774194],0
n5,1,0.010487,6.550237,[195  52] ; [257 112],[181.24025974  65.75974026] ; [270.75974026  98.24025974],0
s4,1,0.012935,6.178005,[ 30 214] ; [ 73 292],[ 41.26765189 202.73234811] ; [ 61.73234811 303.26765189],0
a2,1,0.017774,5.61825,[ 85 164] ; [ 94 277],[ 71.88870968 177.11129032] ; [107.11129032 263.88870968],0
n6,1,0.019042,5.497629,[218  28] ; [302  68],[207.66233766  38.33766234] ; [312.33766234  57.66233766],0
a1,1,0.023186,5.154522,[ 17 232] ; [ 11 360],[ 11.24516129 237.75483871] ; [ 16.75483871 354.24516129],0
a4,1,0.024251,5.076559,[124 124] ; [151 219],[110.35598706 137.64401294] ; [164.64401294 205.35598706],0
s5,1,0.027223,4.876615,[ 90 148] ; [105 255],[ 77.60869565 160.39130435] ; [117.39130435 242.60869565],0
d2,1,0.034105,4.489418,[134 113] ; [169 202],[121.10194175 125.89805825] ; [181.89805825 189.10194175],0
p8,1,0.040017,4.217147,[143 101] ; [183 182],[130.61412151 113.38587849] ; [195.38587849 169.61412151],0
b4,1,0.052401,3.762904,[161  88] ; [211 160],[149.4  99.6] ; [222.6 148.4],0
a3,1,0.060648,3.519576,[188  59] ; [256 114],[177.7439222  69.2560778] ; [266.2560778 103.7439222],0
d3,1,0.060932,3.511837,[201  47] ; [276  94],[191.41747573  56.58252427] ; [285.58252427  84.41747573],0
r3,1,0.068917,3.308624,[242   6] ; [349  20],[237.54943274  10.45056726] ; [353.45056726  15.54943274],0
p10,1,0.069575,3.29302,[208  37] ; [291  77],[199.43719413  45.56280587] ; [299.56280587  68.43719413],0
u1,1,0.081283,3.039056,[ 63 186] ; [ 72 299],[ 54.21774194 194.78225806] ; [ 80.78225806 290.21774194],0
