Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a5,1,4.7e-05,16.568246,[41 32] ; [458 130],[55.10892587 17.89107413] ; [443.89107413 144.10892587],1
d1,1,5e-05,16.457548,[28 45] ; [371 218],[43.99848943 29.00151057] ; [355.00151057 233.99848943],1
n6,1,6.3e-05,15.996446,[55 17] ; [537  50],[64.67981791  7.32018209] ; [527.32018209  59.67981791],1
s4,1,0.000307,13.026553,[22 51] ; [ 80 498],[11.43778802 61.56221198] ; [ 90.56221198 487.43778802],1
d2,1,0.000316,12.975582,[23 50] ; [314 269],[37.50152439 35.49847561] ; [299.49847561 283.50152439],1
p3,1,0.001063,10.715216,[25 48] ; [318 265],[38.16920732 34.83079268] ; [304.83079268 278.16920732],0
v3,1,0.001287,10.361076,[18 53] ; [258 310],[30.66666667 40.33333333] ; [245.33333333 322.66666667],0
r1,1,0.00279,8.93972,[51 22] ; [493  94],[60.16969697 12.83030303] ; [483.83030303 103.16969697],0
a4,1,0.003417,8.570069,[23 50] ; [290 294],[34.77777778 38.22222222] ; [278.22222222 305.77777778],0
p5,1,0.004419,8.102905,[ 2 71] ; [ 86 495],[ 9.82262997 63.17737003] ; [ 78.17737003 502.82262997],0
p4,1,0.006435,7.42436,[35 38] ; [375 208],[45.625 27.375] ; [364.375 218.625],0
d5,1,0.006695,7.35301,[51 22] ; [486 100],[59.48558422 13.51441578] ; [477.51441578 108.48558422],0
u1,1,0.009227,6.778416,[ 6 67] ; [124 465],[14.33534743 58.66465257] ; [115.66465257 473.33534743],0
a8,1,0.011102,6.448933,[ 3 64] ; [ 86 445],[ 9.97157191 57.02842809] ; [ 79.02842809 451.97157191],0
r4,1,0.01236,6.258416,[62 11] ; [549  40],[67.37613293  5.62386707] ; [543.62386707  45.37613293],0
n1,1,0.013794,6.064311,[ 7 21] ; [58 56],[12.81690141 15.18309859] ; [52.18309859 61.81690141],0
p6,1,0.017437,5.651849,[19 53] ; [236 341],[28.28967643 43.71032357] ; [226.71032357 350.28967643],0
p12,1,0.018238,5.573155,[ 1 72] ; [ 56 525],[ 6.36238532 66.63761468] ; [ 50.63761468 530.36238532],0
s7,1,0.022152,5.233791,[28 42] ; [304 254],[37.00636943 32.99363057] ; [294.99363057 263.00636943],0
s5,1,0.031741,4.612426,[17 54] ; [208 356],[25.15748031 45.84251969] ; [199.84251969 364.15748031],0
p10,1,0.031877,4.605073,[54 18] ; [494  88],[60.33027523 11.66972477] ; [487.66972477  94.33027523],0
a3,1,0.036086,4.393033,[46 27] ; [436 149],[53.47416413 19.52583587] ; [428.52583587 156.47416413],0
p8,1,0.036138,4.390595,[31 41] ; [322 252],[39.34365325 32.65634675] ; [313.65634675 260.34365325],0
a2,1,0.076398,3.139906,[13 60] ; [162 427],[19.29758308 53.70241692] ; [155.70241692 433.29758308],0
p1,1,0.09937,2.71563,[ 3 70] ; [ 59 526],[ 6.87841945 66.12158055] ; [ 55.12158055 529.87841945],0
a1,1,0.104161,2.640645,[ 1 72] ; [ 35 554],[ 3.96978852 69.03021148] ; [ 32.03021148 556.96978852],0
d3,1,0.106721,2.602121,[43 29] ; [405 181],[49.0212766 22.9787234] ; [398.9787234 187.0212766],0
p2,1,0.113741,2.501456,[56 17] ; [490  93],[60.75914634 12.24085366] ; [485.24085366  97.75914634],0
p11,1,0.156059,2.012003,[54 19] ; [477 112],[58.55438066 14.44561934] ; [472.44561934 116.55438066],0
d4,1,0.173399,1.85331,[54 18] ; [477 107],[58.2804878 13.7195122] ; [472.7195122 111.2804878],0
s6,1,0.178977,1.8061,[46 27] ; [405 168],[50.96439628 22.03560372] ; [400.03560372 172.96439628],0
s8,1,0.194408,1.683889,[29 44] ; [278 304],[34.21526718 38.78473282] ; [272.78473282 309.21526718],0
s3,1,0.227068,1.459136,[38 35] ; [343 234],[42.78923077 30.21076923] ; [338.21076923 238.78923077],0
s2,1,0.261715,1.259662,[34 38] ; [315 266],[38.48085758 33.51914242] ; [310.51914242 270.48085758],0
v2,1,0.278568,1.174061,[35 35] ; [321 244],[39.24409449 30.75590551] ; [316.75590551 248.24409449],0
p9,1,0.310885,1.026913,[59 13] ; [500  79],[61.82488479 10.17511521] ; [497.17511521  81.82488479],0
p7,1,0.312829,1.018694,[41 28] ; [375 197],[44.7800312 24.2199688] ; [371.2199688 200.7800312],0
s1,1,0.347593,0.882224,[ 1 71] ; [ 20 557],[ 2.32973806 69.67026194] ; [ 18.67026194 558.32973806],0
r3,1,0.359523,0.839557,[66  6] ; [553  33],[67.7325228  4.2674772] ; [551.2674772  34.7325228],0
b5,1,0.369124,0.80661,[47 26] ; [347 242],[43.44712991 29.55287009] ; [350.55287009 238.44712991],0
u3,1,0.436464,0.60556,[17 10] ; [84 69],[15.15 11.85] ; [85.85 67.15],0
v1,1,0.461178,0.543035,[39 33] ; [337 237],[41.90712074 30.09287926] ; [334.09287926 239.90712074],0
n3,1,0.480939,0.496733,[19 10] ; [83 32],[20.54166667  8.45833333] ; [81.45833333 33.54166667],0
a7,1,0.550035,0.357255,[50 23] ; [421 165],[52.17450683 20.82549317] ; [418.82549317 167.17450683],0
u2,1,0.643384,0.214343,[13 14] ; [80 71],[14.10674157 12.89325843] ; [78.89325843 72.10674157],0
b2,1,0.657898,0.196087,[14 24] ; [150 220],[15.2745098 22.7254902] ; [148.7254902 221.2745098],0
b3,1,0.657898,0.196087,[14 24] ; [150 220],[15.2745098 22.7254902] ; [148.7254902 221.2745098],0
b4,1,0.677242,0.173247,[44 29] ; [340 249],[42.34441088 30.65558912] ; [341.65558912 247.34441088],0
b1,1,0.778145,0.079376,[28 45] ; [236 353],[29.11178248 43.88821752] ; [234.88821752 354.11178248],0
a6,1,0.850244,0.035648,[50 23] ; [407 178],[50.7006079 22.2993921] ; [406.2993921 178.7006079],0
n2,1,0.858259,0.031895,[23  6] ; [91 26],[22.64383562  6.35616438] ; [91.35616438 25.64383562],0
v4,1,0.916353,0.011031,[69  3] ; [565  23],[69.16363636  2.83636364] ; [564.83636364  23.16363636],0
u4,1,0.990805,0.000133,[ 2 71] ; [ 16 573],[ 1.98489426 71.01510574] ; [ 16.01510574 572.98489426],0
