Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,4.7e-05,16.550217,[27  9] ; [36 65],[16.55474453 19.44525547] ; [46.44525547 54.55474453],1
p4,1,0.000466,12.247272,[23 13] ; [31 70],[14.18978102 21.81021898] ; [39.81021898 61.18978102],1
r4,1,0.005755,7.625384,[34  2] ; [73 28],[28.11678832  7.88321168] ; [78.88321168 22.11678832],0
p3,1,0.007442,7.163054,[18 18] ; [26 75],[11.5620438 24.4379562] ; [32.4379562 68.5620438],0
p1,1,0.017267,5.669028,[ 5 31] ; [ 3 97],[ 2.11764706 33.88235294] ; [ 5.88235294 94.11764706],0
s5,1,0.02052,5.367081,[11 23] ; [14 84],[ 6.43939394 27.56060606] ; [18.56060606 79.43939394],0
a2,1,0.021789,5.262572,[ 8 28] ; [ 8 93],[ 4.20437956 31.79562044] ; [11.79562044 89.20437956],0
n6,1,0.023471,5.133314,[28  8] ; [57 44],[22.33576642 13.66423358] ; [62.66423358 38.33576642],0
s6,1,0.025889,4.963429,[17 17] ; [29 71],[11.67164179 22.32835821] ; [34.32835821 65.67164179],0
s7,1,0.027312,4.870984,[12 23] ; [16 81],[ 7.42424242 27.57575758] ; [20.57575758 76.42424242],0
p8,1,0.05604,3.650864,[19 17] ; [35 66],[14.18978102 21.81021898] ; [39.81021898 61.18978102],0
n3,1,0.058319,3.584543,[12  2] ; [17 13],[9.22727273 4.77272727] ; [19.77272727 10.22727273],0
s4,1,0.06025,3.530476,[ 8 28] ; [10 91],[ 4.72992701 31.27007299] ; [13.27007299 87.72992701],0
s2,1,0.063505,3.443398,[ 8 28] ; [10 90],[ 4.76470588 31.23529412] ; [13.23529412 86.76470588],0
r2,1,0.067821,3.33498,[34  2] ; [81 18],[30.66666667  5.33333333] ; [84.33333333 14.66666667],0
a4,1,0.074282,3.18577,[17 19] ; [31 70],[12.61313869 23.38686131] ; [35.38686131 65.61313869],0
a1,1,0.08092,3.046328,[ 3 33] ; [ 2 99],[ 1.31386861 34.68613139] ; [ 3.68613139 97.31386861],0
n4,1,0.10452,2.635178,[18 18] ; [35 66],[13.9270073 22.0729927] ; [39.0729927 61.9270073],0
p11,1,0.116496,2.463809,[27  9] ; [61 40],[23.12408759 12.87591241] ; [64.87591241 36.12408759],0
v4,1,0.146331,2.110085,[34  2] ; [86 15],[31.53284672  4.46715328] ; [88.46715328 12.53284672],0
d4,1,0.203396,1.617817,[26 10] ; [83 18],[28.64233577  7.35766423] ; [80.35766423 20.64233577],0
p2,1,0.243006,1.36307,[27  9] ; [65 36],[24.17518248 11.82481752] ; [67.82481752 33.17518248],0
b5,1,0.24415,1.356471,[26 10] ; [62 39],[23.12408759 12.87591241] ; [64.87591241 36.12408759],0
u2,1,0.279698,1.168555,[9 6] ; [17 22],[7.22222222 7.77777778] ; [18.77777778 20.22222222],0
u1,1,0.30583,1.048597,[ 4 32] ; [ 6 95],[ 2.62773723 33.37226277] ; [ 7.37226277 93.62773723],0
u3,1,0.30818,1.038462,[10  5] ; [20 19],[8.33333333 6.66666667] ; [21.66666667 17.33333333],0
s8,1,0.313094,1.017578,[ 9 26] ; [18 83],[ 6.94852941 28.05147059] ; [20.05147059 80.94852941],0
p9,1,0.347011,0.884358,[25 11] ; [60 39],[22.66666667 13.33333333] ; [62.33333333 36.66666667],0
d3,1,0.38344,0.759645,[26  9] ; [67 34],[23.93382353 11.06617647] ; [69.06617647 31.93382353],0
d2,1,0.452961,0.563233,[15 21] ; [35 66],[13.13868613 22.86131387] ; [36.86131387 64.13868613],0
p5,1,0.457352,0.552366,[ 3 33] ; [ 5 96],[ 2.10218978 33.89781022] ; [ 5.89781022 95.10218978],0
p10,1,0.461217,0.54294,[22 14] ; [54 46],[20.11764706 15.88235294] ; [55.88235294 44.11764706],0
v1,1,0.524057,0.405901,[14 22] ; [33 67],[12.44117647 23.55882353] ; [34.55882353 65.44117647],0
b2,1,0.530655,0.393136,[ 7 13] ; [16 42],[ 5.8974359 14.1025641] ; [17.1025641 40.8974359],0
b3,1,0.530655,0.393136,[ 7 13] ; [16 42],[ 5.8974359 14.1025641] ; [17.1025641 40.8974359],0
a7,1,0.571245,0.320603,[25 10] ; [77 24],[26.25  8.75] ; [75.75 25.25],0
a8,1,0.576949,0.311194,[ 4 30] ; [ 8 86],[ 3.1875 30.8125] ; [ 8.8125 85.1875],0
b4,1,0.625908,0.237651,[22 14] ; [57 44],[20.75912409 15.24087591] ; [58.24087591 42.75912409],0
a6,1,0.625908,0.237651,[22 14] ; [57 44],[20.75912409 15.24087591] ; [58.24087591 42.75912409],0
v3,1,0.698016,0.150544,[10 26] ; [23 71],[ 9.13846154 26.86153846] ; [23.86153846 70.13846154],0
d1,1,0.735949,0.113719,[17 19] ; [51 50],[17.86861314 18.13138686] ; [50.13138686 50.86861314],0
a3,1,0.747577,0.103579,[21 15] ; [62 39],[21.81021898 14.18978102] ; [61.18978102 39.81021898],0
b1,1,0.765526,0.088942,[16 20] ; [42 59],[15.24087591 20.75912409] ; [42.75912409 58.24087591],0
a5,1,0.7776,0.079777,[22 14] ; [59 42],[21.28467153 14.71532847] ; [59.71532847 41.28467153],0
d5,1,0.81643,0.053889,[26  9] ; [77 24],[26.50735294  8.49264706] ; [76.49264706 24.50735294],0
r1,1,0.85553,0.033148,[24 12] ; [69 32],[24.4379562 11.5620438] ; [68.5620438 32.4379562],0
v2,1,0.893261,0.018004,[17 19] ; [45 53],[16.65671642 19.34328358] ; [45.34328358 52.65671642],0
n2,1,0.902962,0.014865,[8 6] ; [16 13],[7.81395349 6.18604651] ; [16.18604651 12.81395349],0
n1,1,0.912869,0.011973,[ 3 11] ; [ 6 24],[ 2.86363636 11.13636364] ; [ 6.13636364 23.86363636],0
