Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,0.000426,12.415831,[ 3 20] ; [28 21],[ 9.90277778 13.09722222] ; [21.09722222 27.90277778],1
p3,1,0.000563,11.893284,[ 5 18] ; [32 17],[11.81944444 11.18055556] ; [25.18055556 23.81944444],1
p8,1,0.001015,10.799115,[ 4 18] ; [29 19],[10.37142857 11.62857143] ; [22.62857143 25.37142857],0
p4,1,0.003115,8.738607,[ 8 15] ; [35 14],[13.73611111  9.26388889] ; [29.26388889 19.73611111],0
p2,1,0.003254,8.659026,[11 12] ; [40  9],[16.29166667  6.70833333] ; [34.70833333 14.29166667],0
n2,1,0.010691,6.516012,[1 3] ; [10  1],[2.93333333 1.06666667] ; [8.06666667 2.93333333],0
p9,1,0.014805,5.939552,[17  5] ; [47  2],[19.83098592  2.16901408] ; [44.16901408  4.83098592],0
s7,1,0.01739,5.656566,[ 8 14] ; [32 16],[12.57142857  9.42857143] ; [27.42857143 20.57142857],0
p11,1,0.029288,4.750594,[12 11] ; [38 11],[15.97222222  7.02777778] ; [34.02777778 14.97222222],0
p10,1,0.032312,4.581885,[16  6] ; [45  4],[18.90140845  3.09859155] ; [42.09859155  6.90140845],0
a7,1,0.04118,4.168606,[21  2] ; [34 15],[17.56944444  5.43055556] ; [37.43055556 11.56944444],0
n5,1,0.073894,3.194321,[12 11] ; [36 13],[15.33333333  7.66666667] ; [32.66666667 16.33333333],0
s8,1,0.076843,3.130435,[ 8 15] ; [28 21],[11.5 11.5] ; [24.5 24.5],0
n3,1,0.079839,3.068182,[2 2] ; [10  1],[3.2 0.8] ; [8.8 2.2],0
s5,1,0.096218,2.767135,[ 8 12] ; [28 17],[11.07692308  8.92307692] ; [24.92307692 20.07692308],0
u2,1,0.153607,2.036058,[5 4] ; [3 9],[3.42857143 5.57142857] ; [4.57142857 7.42857143],0
s3,1,0.160963,1.965155,[13  9] ; [37 12],[15.49295775  6.50704225] ; [34.50704225 14.49295775],0
a2,1,0.199319,1.647357,[ 3 20] ; [13 36],[ 5.11111111 17.88888889] ; [10.88888889 38.11111111],0
a3,1,0.202534,1.624004,[14  9] ; [37 12],[16.29166667  6.70833333] ; [34.70833333 14.29166667],0
a8,1,0.22189,1.492105,[ 3 15] ; [ 3 42],[ 1.71428571 16.28571429] ; [ 4.28571429 40.71428571],0
b5,1,0.225038,1.471952,[17  6] ; [29 20],[14.69444444  8.30555556] ; [31.30555556 17.69444444],0
v3,1,0.230941,1.435059,[ 8 15] ; [23 23],[10.33333333 12.66666667] ; [20.66666667 25.33333333],0
s6,1,0.237669,1.394369,[16  5] ; [42  6],[17.65217391  3.34782609] ; [40.34782609  7.65217391],0
a5,1,0.279176,1.171096,[14  9] ; [36 13],[15.97222222  7.02777778] ; [34.02777778 14.97222222],0
d3,1,0.347102,0.884024,[20  3] ; [38 11],[18.52777778  4.47222222] ; [39.47222222  9.52777778],0
n4,1,0.370273,0.802747,[14  9] ; [35 14],[15.65277778  7.34722222] ; [33.34722222 15.65277778],0
b1,1,0.371518,0.79858,[ 6 17] ; [18 31],[ 7.66666667 15.33333333] ; [16.33333333 32.66666667],0
d1,1,0.372576,0.795055,[13 10] ; [33 16],[14.69444444  8.30555556] ; [31.30555556 17.69444444],0
r2,1,0.401861,0.702751,[22  1] ; [44  5],[21.08333333  1.91666667] ; [44.91666667  4.08333333],0
v1,1,0.405007,0.693411,[11 12] ; [28 20],[12.63380282 10.36619718] ; [26.36619718 21.63380282],0
u3,1,0.445009,0.583333,[6 3] ; [6 6],[5.14285714 3.85714286] ; [6.85714286 5.14285714],0
d2,1,0.459432,0.547279,[11 12] ; [28 21],[12.45833333 10.54166667] ; [26.54166667 22.45833333],0
b4,1,0.492073,0.47199,[16  7] ; [30 19],[14.69444444  8.30555556] ; [31.30555556 17.69444444],0
s2,1,0.511449,0.431101,[14  8] ; [35 14],[15.18309859  6.81690141] ; [33.81690141 15.18309859],0
d4,1,0.655007,0.199645,[21  2] ; [43  6],[20.44444444  2.55555556] ; [43.55555556  5.44444444],0
a6,1,0.704424,0.143911,[13 10] ; [30 19],[13.73611111  9.26388889] ; [29.26388889 19.73611111],0
d5,1,0.718076,0.130344,[20  3] ; [41  8],[19.48611111  3.51388889] ; [41.51388889  7.48611111],0
r4,1,0.720752,0.127773,[20  3] ; [44  5],[20.44444444  2.55555556] ; [43.55555556  5.44444444],0
r1,1,0.73607,0.113611,[18  5] ; [40  9],[18.52777778  4.47222222] ; [39.47222222  9.52777778],0
v4,1,0.759214,0.093951,[22  1] ; [46  3],[21.72222222  1.27777778] ; [46.27777778  2.72222222],0
n1,1,0.770335,0.085227,[1 3] ; [2 9],[0.8 3.2] ; [2.2 8.8],0
u1,1,0.797759,0.065663,[ 5 18] ; [12 37],[ 5.43055556 17.56944444] ; [11.56944444 37.43055556],0
a4,1,0.800456,0.063886,[11 12] ; [25 24],[11.5 11.5] ; [24.5 24.5],0
n6,1,0.86143,0.030469,[20  3] ; [41  7],[19.76056338  3.23943662] ; [41.23943662  6.76056338],0
a1,1,0.957968,0.002778,[ 1 22] ; [ 2 47],[ 0.95833333 22.04166667] ; [ 2.04166667 46.95833333],0
r3,1,0.957968,0.002778,[22  1] ; [47  2],[22.04166667  0.95833333] ; [46.95833333  2.04166667],0
b2,1,0.959872,0.002531,[2 7] ; [ 6 22],[1.94594595 7.05405405] ; [ 6.05405405 21.94594595],0
b3,1,0.959872,0.002531,[2 7] ; [ 6 22],[1.94594595 7.05405405] ; [ 6.05405405 21.94594595],0
