Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,0.0,28.566916,[223  69] ; [42 48],[202.56544503  89.43455497] ; [62.43455497 27.56544503],1
r3,1,1e-06,24.442091,[276  15] ; [69 20],[264.19736842  26.80263158] ; [80.80263158  8.19736842],1
n5,1,1e-06,23.222163,[207  84] ; [39 51],[187.88976378 103.11023622] ; [58.11023622 31.88976378],1
p10,1,2e-06,22.676178,[220  69] ; [43 44],[202.1462766  86.8537234] ; [60.8537234 26.1462766],1
r4,1,2e-06,22.212745,[265  27] ; [64 26],[251.48691099  40.51308901] ; [77.51308901 12.48691099],1
v4,1,3.6e-05,17.051031,[279  12] ; [73 15],[270.26912929  20.73087071] ; [81.73087071  6.26912929],1
n4,1,0.000297,13.089235,[212  80] ; [47 43],[197.97905759  94.02094241] ; [61.02094241 28.97905759],1
s6,1,0.000353,12.764618,[171 115] ; [34 55],[156.34666667 129.65333333] ; [48.65333333 40.34666667],1
p9,1,0.000422,12.432147,[226  58] ; [53 34],[213.57412399  70.42587601] ; [65.42587601 21.57412399],1
p7,1,0.000977,10.870761,[141 140] ; [25 59],[127.79726027 153.20273973] ; [38.20273973 45.79726027],1
v2,1,0.00523,7.798244,[148 128] ; [30 53],[136.84679666 139.15320334] ; [41.15320334 41.84679666],0
p2,1,0.005815,7.606785,[212  78] ; [52 38],[201.47368421  88.52631579] ; [62.52631579 27.47368421],0
s8,1,0.011651,6.363295,[106 184] ; [20 70],[ 96.15789474 193.84210526] ; [29.84210526 60.15789474],0
a5,1,0.017262,5.669509,[196  96] ; [48 42],[186.51308901 105.48691099] ; [57.48691099 32.51308901],0
s5,1,0.046887,3.949433,[ 81 201] ; [15 69],[ 73.96721311 208.03278689] ; [22.03278689 61.96721311],0
a1,1,0.050696,3.818281,[ 11 281] ; [ 8 82],[ 14.52356021 277.47643979] ; [ 4.47643979 85.52356021],0
v3,1,0.068887,3.309346,[106 178] ; [22 61],[ 99.05177112 184.94822888] ; [28.94822888 54.05177112],0
u1,1,0.07311,3.211773,[ 40 252] ; [ 6 84],[ 35.16230366 256.83769634] ; [10.83769634 79.16230366],0
a2,1,0.075858,3.151475,[ 60 232] ; [11 79],[ 54.27225131 237.72774869] ; [16.72774869 73.27225131],0
p8,1,0.092025,2.838592,[100 186] ; [22 65],[ 93.54423592 192.45576408] ; [28.45576408 58.54423592],0
d1,1,0.099858,2.707808,[149 143] ; [37 53],[142.17801047 149.82198953] ; [43.82198953 46.17801047],0
b1,1,0.166594,1.913332,[103 189] ; [39 51],[108.54450262 183.45549738] ; [33.45549738 56.54450262],0
p6,1,0.178224,1.812375,[ 55 233] ; [11 75],[ 50.82352941 237.17647059] ; [15.17647059 70.82352941],0
p1,1,0.187141,1.739986,[ 15 275] ; [ 8 81],[ 17.59894459 272.40105541] ; [ 5.40105541 83.59894459],0
u2,1,0.191445,1.706466,[43 53] ; [17 12],[46.08 49.92] ; [13.92 15.08],0
s1,1,0.191894,1.703014,[  8 280] ; [ 5 83],[  9.95744681 278.04255319] ; [ 3.04255319 84.95744681],0
d5,1,0.208086,1.584695,[222  69] ; [62 27],[217.48421053  73.51578947] ; [66.51578947 22.48421053],0
s7,1,0.219017,1.510801,[110 174] ; [26 57],[105.24250681 178.75749319] ; [30.75749319 52.24250681],0
a4,1,0.240205,1.379392,[120 170] ; [31 59],[115.23684211 174.76315789] ; [35.76315789 54.23684211],0
p12,1,0.255114,1.295079,[ 15 274] ; [ 2 85],[ 13.06648936 275.93351064] ; [ 3.93351064 83.06648936],0
s2,1,0.301368,1.068133,[127 162] ; [34 56],[122.76781003 166.23218997] ; [38.23218997 51.76781003],0
n3,1,0.316751,1.002316,[59 25] ; [20 13],[56.71794872 27.28205128] ; [22.28205128 10.71794872],0
u3,1,0.363143,0.826995,[49 48] ; [18 12],[51.17322835 45.82677165] ; [15.82677165 14.17322835],0
d4,1,0.378545,0.775421,[228  63] ; [65 23],[224.96833773  66.03166227] ; [68.03166227 19.96833773],0
s3,1,0.388128,0.744798,[145 143] ; [50 40],[148.57142857 139.42857143] ; [46.42857143 43.57142857],0
a8,1,0.410079,0.678571,[ 34 236] ; [ 8 78],[ 31.85393258 238.14606742] ; [10.14606742 75.85393258],0
b3,1,0.422505,0.643337,[ 60 103] ; [13 30],[ 57.76213592 105.23786408] ; [15.23786408 27.76213592],0
b2,1,0.422505,0.643337,[ 60 103] ; [13 30],[ 57.76213592 105.23786408] ; [15.23786408 27.76213592],0
n2,1,0.449086,0.572956,[64 21] ; [24 11],[62.33333333 22.66666667] ; [25.66666667  9.33333333],0
r1,1,0.488959,0.478817,[223  67] ; [66 24],[220.55263158  69.44736842] ; [68.44736842 21.55263158],0
p5,1,0.581682,0.303523,[ 10 280] ; [ 2 86],[  9.20634921 280.79365079] ; [ 2.79365079 85.20634921],0
b4,1,0.604896,0.267674,[168 124] ; [49 41],[165.87434555 126.12565445] ; [51.12565445 38.87434555],0
p3,1,0.621215,0.244164,[ 67 224] ; [23 67],[ 68.74015748 222.25984252] ; [21.25984252 68.74015748],0
b5,1,0.647987,0.208447,[183 109] ; [54 36],[181.16230366 110.83769634] ; [55.83769634 34.16230366],0
