Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,40.102461,[41 39] ; [ 11 100],[21.78010471 58.21989529] ; [30.21989529 80.78010471],1
r1,1,0.000268,13.28447,[72  9] ; [74 38],[61.2746114 19.7253886] ; [84.7253886 27.2746114],1
a3,1,0.00091,11.001817,[61 20] ; [58 54],[49.94300518 31.05699482] ; [69.05699482 42.94300518],1
a5,1,0.008653,6.893068,[63 18] ; [67 45],[54.55958549 26.44041451] ; [75.44041451 36.55958549],0
n2,1,0.014934,5.924189,[13  1] ; [15 12],[9.56097561 4.43902439] ; [18.43902439  8.56097561],0
a6,1,0.021343,5.298602,[60 21] ; [65 47],[52.4611399 28.5388601] ; [72.5388601 39.4611399],0
r4,1,0.024971,5.025892,[75  6] ; [91 21],[69.66839378 11.33160622] ; [96.33160622 15.66839378],0
p2,1,0.031234,4.640069,[66 15] ; [102   9],[70.875 10.125] ; [97.125 13.875],0
u1,1,0.050342,3.830023,[14 67] ; [  9 103],[ 9.65284974 71.34715026] ; [13.34715026 98.65284974],0
b5,1,0.062087,3.480737,[36 45] ; [65 47],[42.38860104 38.61139896] ; [58.61139896 53.38860104],0
a2,1,0.075895,3.150682,[17 64] ; [13 99],[12.59067358 68.40932642] ; [17.40932642 94.59067358],0
s4,1,0.089308,2.886797,[11 69] ; [26 84],[15.57894737 64.42105263] ; [21.42105263 88.57894737],0
d5,1,0.126076,2.340171,[65 16] ; [79 33],[60.43523316 20.56476684] ; [83.56476684 28.43523316],0
p1,1,0.134727,2.237172,[ 5 76] ; [14 96],[ 8.05759162 72.94240838] ; [10.94240838 99.05759162],0
p6,1,0.159146,1.982325,[29 51] ; [52 60],[33.75 46.25] ; [47.25 64.75],0
a7,1,0.167185,1.90801,[61 20] ; [74 38],[56.65803109 24.34196891] ; [78.34196891 33.65803109],0
d4,1,0.180098,1.796812,[66 15] ; [82 30],[62.11398964 18.88601036] ; [85.88601036 26.11398964],0
n3,1,0.216242,1.529136,[11  3] ; [16 11],[9.2195122 4.7804878] ; [17.7804878  9.2195122],0
p3,1,0.217034,1.523878,[51 30] ; [60 51],[46.828125 34.171875] ; [64.171875 46.828125],0
d2,1,0.219713,1.506245,[39 42] ; [44 68],[34.83419689 46.16580311] ; [48.16580311 63.83419689],0
r3,1,0.220716,1.499713,[77  3] ; [102   9],[74.97382199  5.02617801] ; [104.02617801   6.97382199],0
a1,1,0.229416,1.444478,[ 5 76] ; [  3 109],[ 3.35751295 77.64248705] ; [  4.64248705 107.35751295],0
p12,1,0.232876,1.423209,[ 7 73] ; [  5 106],[ 5.02617801 74.97382199] ; [  6.97382199 104.02617801],0
s5,1,0.233377,1.42016,[26 50] ; [29 82],[22.35294118 53.64705882] ; [32.64705882 78.35294118],0
b2,1,0.315357,1.008105,[12 34] ; [11 50],[ 9.88785047 36.11214953] ; [13.11214953 47.88785047],0
b3,1,0.315357,1.008105,[12 34] ; [11 50],[ 9.88785047 36.11214953] ; [13.11214953 47.88785047],0
a8,1,0.354583,0.856988,[12 62] ; [12 93],[ 9.92178771 64.07821229] ; [14.07821229 90.92178771],0
r2,1,0.358096,0.844558,[75  5] ; [99 11],[73.26315789  6.73684211] ; [100.73684211   9.26315789],0
d1,1,0.376268,0.782858,[45 36] ; [55 57],[41.96891192 39.03108808] ; [58.03108808 53.96891192],0
n4,1,0.378263,0.776341,[59 21] ; [76 36],[56.25 23.75] ; [78.75 33.25],0
s3,1,0.41474,0.665173,[46 33] ; [58 53],[43.24210526 35.75789474] ; [60.75789474 50.24210526],0
v4,1,0.433908,0.612341,[77  3] ; [104   7],[75.81151832  4.18848168] ; [105.18848168   5.81151832],0
b4,1,0.445695,0.581576,[45 36] ; [56 56],[42.38860104 38.61139896] ; [58.61139896 53.38860104],0
a4,1,0.45237,0.564706,[31 50] ; [37 75],[28.5388601 52.4611399] ; [39.4611399 72.5388601],0
b1,1,0.477317,0.504987,[33 48] ; [40 72],[30.6373057 50.3626943] ; [42.3626943 69.6373057],0
d3,1,0.48169,0.495035,[56 25] ; [72 40],[53.72020725 27.27979275] ; [74.27979275 37.72020725],0
n5,1,0.500772,0.453301,[57 23] ; [74 37],[54.86910995 25.13089005] ; [76.13089005 34.86910995],0
p7,1,0.513798,0.426325,[64 15] ; [84 25],[62.19148936 16.80851064] ; [85.80851064 23.19148936],0
p4,1,0.514241,0.425428,[53 26] ; [70 42],[50.87434555 28.12565445] ; [72.12565445 39.87434555],0
u3,1,0.550636,0.35618,[11  9] ; [25 28],[ 9.8630137 10.1369863] ; [26.1369863 26.8630137],0
n6,1,0.556417,0.345946,[66 15] ; [94 17],[67.5 13.5] ; [92.5 18.5],0
s8,1,0.567006,0.327718,[34 46] ; [43 69],[32.08333333 47.91666667] ; [44.91666667 67.08333333],0
s2,1,0.625285,0.238509,[40 40] ; [52 60],[38.33333333 41.66666667] ; [53.66666667 58.33333333],0
p11,1,0.678008,0.172377,[67 14] ; [90 22],[65.89119171 15.10880829] ; [91.10880829 20.89119171],0
n1,1,0.701883,0.14652,[ 3 11] ; [ 7 19],[ 3.5 10.5] ; [ 6.5 19.5],0
