Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,88.084006,[61 22] ; [ 8 99],[30.14210526 52.85789474] ; [38.85789474 68.14210526],1
s6,1,0.0,41.842392,[60 22] ; [28 80],[37.97894737 44.02105263] ; [50.02105263 57.97894737],1
s8,1,0.0,25.887958,[38 45] ; [14 95],[22.47916667 60.52083333] ; [29.52083333 79.47916667],1
s7,1,0.0,25.317504,[42 36] ; [19 85],[26.14285714 51.85714286] ; [34.85714286 69.14285714],1
r2,1,0.00014,14.505242,[80  2] ; [85 23],[71.21052632 10.78947368] ; [93.78947368 14.21052632],1
d1,1,0.000533,11.996209,[49 34] ; [37 72],[37.17708333 45.82291667] ; [48.82291667 60.17708333],1
r4,1,0.001238,10.432384,[70 13] ; [69 40],[60.08854167 22.91145833] ; [78.91145833 30.08854167],0
s4,1,0.00156,10.0061,[24 58] ; [12 96],[15.53684211 66.46315789] ; [20.46315789 87.53684211],0
p2,1,0.001859,9.683753,[61 22] ; [56 53],[50.578125 32.421875] ; [66.421875 42.578125],0
u1,1,0.002134,9.430552,[19 64] ; [  8 101],[11.671875 71.328125] ; [15.328125 93.671875],0
v4,1,0.005712,7.639002,[76  6] ; [85 24],[69.12041885 12.87958115] ; [91.87958115 17.12041885],0
p10,1,0.006018,7.544946,[59 24] ; [55 52],[49.8 33.2] ; [64.2 42.8],0
p3,1,0.007099,7.247683,[31 51] ; [22 87],[22.7539267 59.2460733] ; [30.2460733 78.7539267],0
d2,1,0.009086,6.805865,[46 37] ; [39 68],[37.13157895 45.86842105] ; [47.86842105 59.13157895],0
r1,1,0.010228,6.594805,[60 23] ; [59 50],[51.44270833 31.55729167] ; [67.55729167 41.44270833],0
d3,1,0.011203,6.432844,[57 26] ; [55 54],[48.41666667 34.58333333] ; [63.58333333 45.41666667],0
d5,1,0.017798,5.61592,[65 18] ; [68 41],[57.49479167 25.50520833] ; [75.50520833 33.49479167],0
s5,1,0.019329,5.471465,[24 54] ; [17 88],[17.47540984 60.52459016] ; [23.52459016 81.47540984],0
p4,1,0.024659,5.047681,[36 47] ; [30 78],[28.68062827 54.31937173] ; [37.31937173 70.68062827],0
v1,1,0.033674,4.511168,[31 49] ; [26 81],[24.38502674 55.61497326] ; [32.61497326 74.38502674],0
p9,1,0.043533,4.074573,[61 21] ; [64 42],[54.5212766 27.4787234] ; [70.4787234 35.5212766],0
r3,1,0.060689,3.518459,[72 11] ; [82 26],[66.92146597 16.07853403] ; [87.07853403 20.92146597],0
n4,1,0.062024,3.48242,[63 20] ; [69 40],[57.0625 25.9375] ; [74.9375 34.0625],0
p6,1,0.070629,3.268336,[13 70] ; [  8 100],[ 9.12565445 73.87434555] ; [11.87434555 96.12565445],0
p5,1,0.088709,2.897653,[ 9 72] ; [  5 104],[ 5.96842105 75.03157895] ; [  8.03157895 100.96842105],0
n2,1,0.106176,2.610233,[21  8] ; [23 20],[17.72222222 11.27777778] ; [26.27777778 16.72222222],0
u2,1,0.112806,2.514467,[16 12] ; [18 29],[12.69333333 15.30666667] ; [21.30666667 25.69333333],0
a1,1,0.127761,2.319503,[ 2 81] ; [  8 101],[ 4.32291667 78.67708333] ; [  5.67708333 103.32291667],0
b1,1,0.139002,2.188977,[30 53] ; [51 58],[35.015625 47.984375] ; [45.984375 63.015625],0
a2,1,0.144243,2.132095,[19 64] ; [16 93],[15.13020833 67.86979167] ; [19.86979167 89.13020833],0
d4,1,0.159299,1.98087,[64 19] ; [74 35],[59.65625 23.34375] ; [78.34375 30.65625],0
a4,1,0.197854,1.658148,[40 43] ; [42 66],[35.63350785 47.36649215] ; [46.36649215 61.63350785],0
a3,1,0.212912,1.551511,[55 28] ; [62 46],[50.84293194 32.15706806] ; [66.15706806 41.84293194],0
n5,1,0.215888,1.531493,[61 22] ; [71 38],[57.0625 25.9375] ; [74.9375 34.0625],0
b5,1,0.232407,1.426069,[55 28] ; [63 46],[51.01041667 31.98958333] ; [66.98958333 42.01041667],0
n6,1,0.238182,1.391319,[64 19] ; [75 33],[60.40314136 22.59685864] ; [78.59685864 29.40314136],0
u3,1,0.264525,1.244918,[18 10] ; [24 23],[15.68 12.32] ; [26.32 20.68],0
s1,1,0.280763,1.163394,[ 9 74] ; [  7 101],[ 6.95287958 76.04712042] ; [ 9.04712042 98.95287958],0
