Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,5e-06,21.02558,[14 31] ; [69 27],[26.4893617 18.5106383] ; [56.5106383 39.4893617],1
a6,1,5.7e-05,16.193966,[16 29] ; [69 28],[26.93661972 18.06338028] ; [58.06338028 38.93661972],1
d5,1,0.00016,14.254901,[21 24] ; [76 21],[30.73943662 14.26056338] ; [66.26056338 30.73943662],1
p10,1,0.003404,8.57732,[20 24] ; [67 27],[27.73913043 16.26086957] ; [59.26086957 34.73913043],0
d1,1,0.003431,8.562952,[11 34] ; [49 48],[19.01408451 25.98591549] ; [40.98591549 56.01408451],0
p9,1,0.005823,7.604235,[24 19] ; [74 20],[30.75912409 12.24087591] ; [67.24087591 26.75912409],0
p2,1,0.01086,6.488032,[23 22] ; [70 26],[29.68085106 15.31914894] ; [63.31914894 32.68085106],0
n5,1,0.013311,6.127237,[21 24] ; [25 72],[14.57746479 30.42253521] ; [31.42253521 65.57746479],0
d4,1,0.014371,5.991963,[28 16] ; [80 17],[33.70212766 10.29787234] ; [74.29787234 22.70212766],0
s7,1,0.014797,5.940497,[ 4 38] ; [27 68],[ 9.50364964 32.49635036] ; [21.49635036 73.50364964],0
p8,1,0.016639,5.734095,[ 8 37] ; [36 59],[14.14285714 30.85714286] ; [29.85714286 65.14285714],0
s6,1,0.035463,4.422766,[15 28] ; [52 44],[20.72661871 22.27338129] ; [46.27338129 49.72661871],0
r3,1,0.047347,3.933017,[36  9] ; [88  8],[39.57446809  5.42553191] ; [84.42553191 11.57446809],0
r1,1,0.051579,3.789382,[24 21] ; [68 29],[29.15492958 15.84507042] ; [62.84507042 34.15492958],0
b1,1,0.051579,3.789382,[21 24] ; [29 68],[15.84507042 29.15492958] ; [34.15492958 62.84507042],0
v3,1,0.078311,3.099621,[ 6 38] ; [25 67],[10.02941176 33.97058824] ; [20.97058824 71.02941176],0
s8,1,0.083702,2.991513,[ 6 38] ; [26 71],[ 9.9858156 34.0141844] ; [22.0141844 74.9858156],0
b5,1,0.11646,2.464288,[23 22] ; [63 34],[27.25352113 17.74647887] ; [58.74647887 38.25352113],0
u1,1,0.126257,2.337931,[ 1 44] ; [ 9 88],[ 3.16901408 41.83098592] ; [ 6.83098592 90.16901408],0
v2,1,0.145375,2.120126,[14 28] ; [43 49],[17.86567164 24.13432836] ; [39.13432836 52.86567164],0
a8,1,0.168609,1.895271,[ 3 40] ; [ 2 90],[ 1.59259259 41.40740741] ; [ 3.40740741 88.59259259],0
u2,1,0.207109,1.591521,[ 9 15] ; [21 18],[11.42857143 12.57142857] ; [18.57142857 20.42857143],0
a3,1,0.221996,1.491425,[21 23] ; [57 40],[24.34042553 19.65957447] ; [53.65957447 43.34042553],0
n2,1,0.239049,1.386193,[18  7] ; [20 15],[15.83333333  9.16666667] ; [22.16666667 12.83333333],0
s2,1,0.270185,1.21581,[13 31] ; [38 59],[15.91489362 28.08510638] ; [35.08510638 61.91489362],0
a4,1,0.282611,1.154493,[14 31] ; [22 75],[11.4084507 33.5915493] ; [24.5915493 72.4084507],0
