Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,5.9e-05,16.121967,[14 37] ; [76 49],[26.07954545 24.92045455] ; [63.92045455 61.07954545],1
p7,1,0.002762,8.958223,[18 34] ; [73 50],[27.04 24.96] ; [63.96 59.04],0
p9,1,0.00285,8.901055,[25 24] ; [91 31],[33.23976608 15.76023392] ; [82.76023392 39.23976608],0
p10,1,0.004148,8.217728,[20 29] ; [79 43],[28.36842105 20.63157895] ; [70.63157895 51.36842105],0
p8,1,0.005898,7.58127,[11 41] ; [53 70],[19.01714286 32.98285714] ; [44.98285714 78.01714286],0
n4,1,0.007887,7.059021,[26 26] ; [88 36],[33.68181818 18.31818182] ; [80.31818182 43.68181818],0
v1,1,0.031074,4.648885,[17 35] ; [63 62],[23.50282486 28.49717514] ; [56.49717514 68.50282486],0
s3,1,0.044958,4.020225,[23 28] ; [77 48],[28.97727273 22.02272727] ; [71.02272727 53.97727273],0
p3,1,0.048515,3.892056,[16 36] ; [59 67],[21.91011236 30.08988764] ; [53.08988764 72.91011236],0
s2,1,0.050505,3.824598,[22 30] ; [73 52],[27.90960452 24.09039548] ; [67.09039548 57.90960452],0
a6,1,0.051332,3.797398,[26 25] ; [84 42],[31.69491525 19.30508475] ; [78.30508475 47.69491525],0
n5,1,0.060526,3.522911,[27 25] ; [83 41],[32.5 19.5] ; [77.5 46.5],0
p6,1,0.060973,3.510719,[12 40] ; [46 76],[17.33333333 34.66666667] ; [40.66666667 81.33333333],0
r3,1,0.102434,2.667232,[48  4] ; [121   3],[49.93181818  2.06818182] ; [119.06818182   4.93181818],0
s7,1,0.126387,2.336326,[18 27] ; [63 55],[22.36196319 22.63803681] ; [58.63803681 59.36196319],0
d3,1,0.138277,2.197026,[30 21] ; [88 37],[34.19318182 16.80681818] ; [83.80681818 41.19318182],0
s1,1,0.148287,2.089789,[ 5 47] ; [  5 118],[ 2.97142857 49.02857143] ; [  7.02857143 115.97142857],0
p5,1,0.153852,2.033634,[ 2 50] ; [ 13 112],[ 4.40677966 47.59322034] ; [ 10.59322034 114.40677966],0
s8,1,0.161296,1.962037,[17 34] ; [56 69],[21.15340909 29.84659091] ; [51.84659091 73.15340909],0
s6,1,0.200057,1.641955,[32 18] ; [90 32],[35.46511628 14.53488372] ; [86.53488372 35.46511628],0
n3,1,0.23013,1.440056,[19  3] ; [27 10],[17.15254237  4.84745763] ; [28.84745763  8.15254237],0
a1,1,0.25469,1.297395,[ 3 49] ; [  3 123],[ 1.75280899 50.24719101] ; [  4.24719101 121.75280899],0
a7,1,0.349615,0.874855,[36 16] ; [95 30],[38.48587571 13.51412429] ; [92.51412429 32.48587571],0
b4,1,0.404513,0.69487,[27 25] ; [74 52],[29.50561798 22.49438202] ; [71.49438202 54.50561798],0
v4,1,0.447761,0.576314,[48  4] ; [119   6],[49.06214689  2.93785311] ; [117.93785311   7.06214689],0
a8,1,0.451116,0.567846,[ 8 41] ; [13 96],[ 6.51265823 42.48734177] ; [14.48734177 94.51265823],0
u1,1,0.486574,0.484094,[ 8 44] ; [ 25 101],[ 9.64044944 42.35955056] ; [ 23.35955056 102.64044944],0
r2,1,0.505833,0.442677,[50  1] ; [125   1],[50.42372881  0.57627119] ; [124.57627119   1.42372881],0
n6,1,0.518577,0.416722,[37 15] ; [94 30],[38.70454545 13.29545455] ; [92.29545455 31.70454545],0
a3,1,0.523026,0.407922,[36 15] ; [82 43],[34.19318182 16.80681818] ; [83.80681818 41.19318182],0
u2,1,0.556821,0.345238,[7 9] ; [22 20],[8. 8.] ; [21. 21.],0
a5,1,0.559557,0.340471,[37 15] ; [84 42],[35.34831461 16.65168539] ; [85.65168539 40.34831461],0
