Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,258.946185,[535  59] ; [34 96],[466.83149171 127.16850829] ; [102.16850829  27.83149171],1
p2,1,0.0,77.509087,[517  74] ; [72 60],[481.46473029 109.53526971] ; [107.53526971  24.46473029],1
p11,1,0.0,56.235684,[496 101] ; [70 62],[463.51440329 133.48559671] ; [102.48559671  29.51440329],1
s6,1,0.0,29.71518,[388 199] ; [53 78],[360.53899721 226.46100279] ; [80.46100279 50.53899721],1
v4,1,0.0,29.303272,[578  16] ; [113  18],[566.14344828  27.85655172] ; [124.85655172   6.14344828],1
n6,1,0.0,29.183916,[508  85] ; [86 45],[486.52209945 106.47790055] ; [107.47790055  23.52209945],1
p3,1,0.0,26.752946,[316 278] ; [37 94],[289.21655172 304.78344828] ; [63.78344828 67.21655172],1
p4,1,0.0,25.776594,[365 227] ; [49 82],[338.98755187 253.01244813] ; [75.01244813 55.98755187],1
p8,1,0.0,25.451812,[326 263] ; [41 91],[299.80998613 289.19001387] ; [67.19001387 64.80998613],1
s8,1,1e-06,24.249917,[275 318] ; [ 30 101],[249.81353591 343.18646409] ; [55.18646409 75.81353591],1
v1,1,2e-06,22.691224,[337 239] ; [47 85],[312.40677966 263.59322034] ; [71.59322034 60.40677966],1
n5,1,5e-06,20.887948,[463 129] ; [78 54],[442.36464088 149.63535912] ; [98.63535912 33.36464088],1
b1,1,8e-06,19.82691,[210 387] ; [74 58],[232.57613169 364.42386831] ; [51.42386831 80.57613169],1
s7,1,1.7e-05,18.53808,[285 285] ; [36 89],[263.26618705 306.73381295] ; [57.73381295 67.26618705],1
r4,1,5.4e-05,16.311972,[555  42] ; [108  24],[542.95061728  54.04938272] ; [120.04938272  11.95061728],1
p6,1,5.7e-05,16.188716,[222 366] ; [ 25 105],[202.27855153 385.72144847] ; [44.72144847 85.27855153],1
s2,1,8.7e-05,15.389952,[293 300] ; [40 91],[272.74723757 320.25276243] ; [60.25276243 70.74723757],1
r3,1,0.000315,12.977657,[571  25] ; [115  16],[562.38789546  33.61210454] ; [123.61210454   7.38789546],1
p7,1,0.000339,12.839185,[376 206] ; [62 68],[358.02808989 223.97191011] ; [79.97191011 50.02808989],1
a3,1,0.000961,10.901015,[436 157] ; [78 54],[420.41655172 172.58344828] ; [93.58344828 38.41655172],1
v2,1,0.001222,10.456108,[343 227] ; [57 71],[326.64756447 243.35243553] ; [73.35243553 54.64756447],0
p12,1,0.001269,10.387032,[ 53 540] ; [  1 130],[ 44.22928177 548.77071823] ; [  9.77071823 121.22928177],0
d1,1,0.002101,9.458749,[363 234] ; [61 71],[347.22633745 249.77366255] ; [76.77366255 55.22633745],0
s3,1,0.003491,8.531032,[327 260] ; [55 77],[311.86926287 275.13073713] ; [70.13073713 61.86926287],0
d5,1,0.003692,8.429608,[489 105] ; [94 38],[477. 117.] ; [106.  26.],0
s1,1,0.003807,8.373666,[ 15 573] ; [ 10 120],[ 20.4735376 567.5264624] ; [  4.5264624 125.4735376],0
a5,1,0.005117,7.837718,[447 150] ; [83 49],[434.03292181 162.96707819] ; [95.96707819 36.03292181],0
s5,1,0.005322,7.766649,[182 395] ; [ 25 105],[168.93776521 408.06223479] ; [38.06223479 91.93776521],0
n3,1,0.005622,7.667696,[92 31] ; [23 21],[84.7005988 38.2994012] ; [30.2994012 13.7005988],0
p5,1,0.0072,7.222415,[ 75 515] ; [  6 126],[ 66.19113573 523.80886427] ; [ 14.80886427 117.19113573],0
n4,1,0.00958,6.711349,[476 119] ; [92 40],[464.869326 130.130674] ; [103.130674  28.869326],0
d4,1,0.013209,6.140932,[494 100] ; [96 34],[484.06077348 109.93922652] ; [105.93922652  24.06077348],0
d3,1,0.027385,4.866364,[406 188] ; [77 55],[395.18181818 198.81818182] ; [87.81818182 44.18181818],0
a7,1,0.027848,4.837427,[439 157] ; [84 47],[428.75928473 167.24071527] ; [94.24071527 36.75928473],0
a2,1,0.050435,3.826929,[152 445] ; [ 23 109],[143.3127572 453.6872428] ; [ 31.6872428 100.3127572],0
a8,1,0.053178,3.738315,[ 85 455] ; [ 11 112],[ 78.19004525 461.80995475] ; [ 17.80995475 105.19004525],0
v3,1,0.053699,3.722034,[244 325] ; [43 85],[234.29411765 334.70588235] ; [52.70588235 75.29411765],0
a4,1,0.056276,3.643872,[279 316] ; [49 81],[269.1862069 325.8137931] ; [58.8137931 71.1862069],0
n2,1,0.123908,2.367212,[93 31] ; [29 17],[88.98823529 35.01176471] ; [33.01176471 12.98823529],0
u4,1,0.161432,1.96076,[ 17 580] ; [  1 131],[ 14.74074074 582.25925926] ; [  3.25925926 128.74074074],0
b5,1,0.168336,1.897703,[360 237] ; [71 61],[352.95884774 244.04115226] ; [78.04115226 53.95884774],0
a6,1,0.266707,1.233605,[412 182] ; [85 47],[406.63636364 187.36363636] ; [90.36363636 41.63636364],0
u1,1,0.291902,1.110826,[104 493] ; [ 18 114],[ 99.90946502 497.09053498] ; [ 22.09053498 109.90946502],0
b2,1,0.300111,1.073702,[153 215] ; [29 53],[148.83555556 219.16444444] ; [33.16444444 48.83555556],0
b3,1,0.300111,1.073702,[153 215] ; [29 53],[148.83555556 219.16444444] ; [33.16444444 48.83555556],0
u2,1,0.321576,0.982525,[92 67] ; [26 26],[88.91943128 70.08056872] ; [29.08056872 22.91943128],0
u3,1,0.39482,0.724044,[93 66] ; [28 26],[90.32394366 68.67605634] ; [30.67605634 23.32394366],0
r1,1,0.424633,0.637458,[485 108] ; [104  28],[481.76137931 111.23862069] ; [107.23862069  24.76137931],0
a1,1,0.457989,0.550806,[ 31 566] ; [  9 123],[ 32.75720165 564.24279835] ; [  7.24279835 124.75720165],0
b4,1,0.529308,0.39572,[344 253] ; [80 52],[347.22633745 249.77366255] ; [76.77366255 55.22633745],0
d2,1,0.662004,0.191099,[289 305] ; [66 64],[291.25690608 302.74309392] ; [63.74309392 66.25690608],0
n1,1,0.673878,0.177099,[52 71] ; [17 27],[50.82035928 72.17964072] ; [18.17964072 25.82035928],0
p1,1,0.752047,0.099819,[ 55 538] ; [ 11 120],[ 54.05801105 538.94198895] ; [ 11.94198895 119.05801105],0
