Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,33.033308,[14  7] ; [10 85],[ 4.34482759 16.65517241] ; [19.65517241 75.34482759],1
s6,1,1.1e-05,19.298827,[15  7] ; [21 79],[ 6.49180328 15.50819672] ; [29.50819672 70.49180328],1
p10,1,0.003213,8.682513,[16  6] ; [37 60],[ 9.79831933 12.20168067] ; [43.20168067 53.79831933],0
p9,1,0.005526,7.698701,[16  6] ; [38 57],[10.15384615 11.84615385] ; [43.84615385 51.15384615],0
p6,1,0.006045,7.536762,[ 6 16] ; [ 7 91],[ 2.38333333 19.61666667] ; [10.61666667 87.38333333],0
r1,1,0.011842,6.334329,[18  4] ; [52 47],[12.72727273  9.27272727] ; [57.27272727 41.72727273],0
n4,1,0.01429,6.001984,[19  3] ; [58 41],[14.  8.] ; [63. 36.],0
n6,1,0.016278,5.772561,[19  3] ; [58 40],[14.11666667  7.88333333] ; [62.88333333 35.11666667],0
r4,1,0.024813,5.036871,[18  4] ; [56 44],[13.3442623  8.6557377] ; [60.6557377 39.3442623],0
p11,1,0.025853,4.965854,[15  7] ; [42 58],[10.27868852 11.72131148] ; [46.72131148 53.27868852],0
s5,1,0.029325,4.748444,[ 6 14] ; [11 87],[ 2.88135593 17.11864407] ; [14.11864407 83.88135593],0
a2,1,0.045027,4.017618,[ 7 15] ; [14 86],[ 3.78688525 18.21311475] ; [17.21311475 82.78688525],0
d1,1,0.065215,3.399532,[14  8] ; [42 58],[10.09836066 11.90163934] ; [45.90163934 54.09836066],0
n5,1,0.067233,3.349304,[18  4] ; [60 38],[14.3  7.7] ; [63.7 34.3],0
r3,1,0.06756,3.34134,[19  3] ; [66 33],[15.45454545  6.54545455] ; [69.54545455 29.45454545],0
p3,1,0.069345,3.298467,[ 9 13] ; [22 77],[ 5.63636364 16.36363636] ; [25.36363636 73.63636364],0
d3,1,0.071985,3.237174,[15  7] ; [47 53],[11.18032787 10.81967213] ; [50.81967213 49.18032787],0
v3,1,0.077295,3.120884,[10 12] ; [25 70],[ 6.58119658 15.41880342] ; [28.41880342 66.58119658],0
v4,1,0.080371,3.057383,[19  3] ; [67 32],[15.63636364  6.36363636] ; [70.36363636 28.63636364],0
u1,1,0.146536,2.107945,[ 4 18] ; [ 8 92],[ 2.16393443 19.83606557] ; [ 9.83606557 90.16393443],0
a5,1,0.148647,2.086077,[16  6] ; [56 44],[12.98360656  9.01639344] ; [59.01639344 40.98360656],0
p8,1,0.153021,2.041875,[ 7 15] ; [18 81],[ 4.54545455 17.45454545] ; [20.45454545 78.54545455],0
b1,1,0.157677,1.996364,[14  8] ; [47 53],[11. 11.] ; [50. 50.],0
u2,1,0.160814,1.966555,[5 2] ; [18 24],[3.28571429 3.71428571] ; [19.71428571 22.28571429],0
d4,1,0.171026,1.873923,[18  4] ; [67 33],[15.32786885  6.67213115] ; [69.67213115 30.32786885],0
u3,1,0.180929,1.789974,[5 2] ; [19 24],[3.36 3.64] ; [20.64 22.36],0
p12,1,0.192011,1.702123,[ 2 20] ; [ 3 97],[ 0.90163934 21.09836066] ; [ 4.09836066 95.90163934],0
r2,1,0.195714,1.674069,[20  2] ; [75 20],[17.86324786  4.13675214] ; [77.13675214 17.86324786],0
d2,1,0.196158,1.670753,[13  9] ; [43 55],[10.26666667 11.73333333] ; [45.73333333 52.26666667],0
p5,1,0.220595,1.500496,[ 3 19] ; [ 6 93],[ 1.63636364 20.36363636] ; [ 7.36363636 91.63636364],0
n3,1,0.222556,1.487814,[4 1] ; [21 20],[2.7173913 2.2826087] ; [22.2826087 18.7173913],0
p4,1,0.257468,1.282321,[ 7 15] ; [20 77],[ 4.99159664 17.00840336] ; [22.00840336 74.99159664],0
b2,1,0.259951,1.26902,[ 6 14] ; [27 34],[ 8.14814815 11.85185185] ; [24.85185185 36.14814815],0
b3,1,0.259951,1.26902,[ 6 14] ; [27 34],[ 8.14814815 11.85185185] ; [24.85185185 36.14814815],0
s3,1,0.285122,1.142511,[ 6 16] ; [17 81],[ 4.21666667 17.78333333] ; [18.78333333 79.21666667],0
s4,1,0.292175,1.109572,[ 4 18] ; [10 88],[ 2.56666667 19.43333333] ; [11.43333333 86.56666667],0
d5,1,0.302009,1.065303,[16  6] ; [61 39],[13.8852459  8.1147541] ; [63.1147541 36.8852459],0
