Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.000288,13.147254,[28 74] ; [16  8],[35.61904762 66.38095238] ; [ 8.38095238 15.61904762],1
s5,1,0.000402,12.522741,[10 92] ; [ 9 14],[15.504 86.496] ; [ 3.496 19.504],1
d3,1,0.001143,10.579929,[46 56] ; [19  4],[53.04 48.96] ; [11.96 11.04],0
d4,1,0.01135,6.409616,[62 41] ; [21  3],[67.31496063 35.68503937] ; [15.68503937  8.31496063],0
s8,1,0.011697,6.356291,[10 93] ; [ 7 17],[13.78740157 89.21259843] ; [ 3.21259843 20.78740157],0
d1,1,0.016275,5.772901,[33 70] ; [14 10],[38.11811024 64.88188976] ; [ 8.88188976 15.11811024],0
p8,1,0.017887,5.607231,[33 69] ; [14 10],[38.04761905 63.95238095] ; [ 8.95238095 15.04761905],0
a5,1,0.020915,5.333881,[46 57] ; [17  7],[51.09448819 51.90551181] ; [11.90551181 12.09448819],0
v2,1,0.023342,5.142857,[30 71] ; [13 11],[34.744 66.256] ; [ 8.256 15.744],0
p10,1,0.041715,4.14672,[56 43] ; [19  5],[60.36585366 38.63414634] ; [14.63414634  9.36585366],0
u3,1,0.054697,3.691311,[13 33] ; [6 4],[15.60714286 30.39285714] ; [3.39285714 6.60714286],0
p4,1,0.059137,3.561422,[38 64] ; [14 10],[42.0952381 59.9047619] ; [ 9.9047619 14.0952381],0
s4,1,0.064372,3.420988,[14 89] ; [ 7 17],[17.03149606 85.96850394] ; [ 3.96850394 20.03149606],0
v4,1,0.071936,3.238281,[77 26] ; [22  2],[80.29133858 22.70866142] ; [18.70866142  5.29133858],0
a1,1,0.075749,3.153835,[ 6 97] ; [ 4 20],[ 8.11023622 94.88976378] ; [ 1.88976378 22.11023622],0
b2,1,0.07664,3.134744,[26 33] ; [ 2 10],[23.26760563 35.73239437] ; [4.73239437 7.26760563],0
b3,1,0.07664,3.134744,[26 33] ; [ 2 10],[23.26760563 35.73239437] ; [4.73239437 7.26760563],0
p6,1,0.08683,2.932179,[24 75] ; [10 14],[27.36585366 71.63414634] ; [ 6.63414634 17.36585366],0
p7,1,0.088606,2.89951,[40 62] ; [14 10],[43.71428571 58.28571429] ; [10.28571429 13.71428571],0
n6,1,0.089993,2.874504,[72 30] ; [21  3],[75.28571429 26.71428571] ; [17.71428571  6.28571429],0
n1,1,0.095428,2.780331,[15 25] ; [1 9],[12.8 27.2] ; [3.2 6.8],0
u1,1,0.095757,2.774822,[ 4 99] ; [ 3 21],[ 5.67716535 97.32283465] ; [ 1.32283465 22.67716535],0
n5,1,0.104513,2.635294,[69 33] ; [12 12],[65.57142857 36.42857143] ; [15.42857143  8.57142857],0
v1,1,0.106049,2.612129,[29 72] ; [11 13],[32.32 68.68] ; [ 7.68 16.32],0
n4,1,0.120046,2.416725,[65 38] ; [11 13],[61.63779528 41.36220472] ; [14.36220472  9.63779528],0
r3,1,0.125994,2.341186,[74 28] ; [21  3],[76.9047619 25.0952381] ; [18.0952381  5.9047619],0
r4,1,0.136518,2.216779,[47 56] ; [15  9],[50.28346457 52.71653543] ; [11.71653543 12.28346457],0
n3,1,0.148915,2.083333,[26 14] ; [4 6],[24. 16.] ; [6. 4.],0
d5,1,0.165785,1.920648,[65 38] ; [18  5],[67.84920635 35.15079365] ; [15.15079365  7.84920635],0
n2,1,0.238593,1.388889,[24 16] ; [8 2],[25.6 14.4] ; [6.4 3.6],0
p3,1,0.245871,1.346614,[30 72] ; [10 14],[32.38095238 69.61904762] ; [ 7.61904762 16.38095238],0
p9,1,0.258896,1.274651,[66 32] ; [19  5],[68.27868852 29.72131148] ; [16.72131148  7.27868852],0
p2,1,0.300822,1.070545,[60 41] ; [17  7],[62.216 38.784] ; [14.784  9.216],0
a6,1,0.328608,0.954376,[53 50] ; [15  9],[55.1496063 47.8503937] ; [12.8503937 11.1496063],0
a4,1,0.335782,0.926471,[32 70] ; [10 14],[34. 68.] ; [ 8. 16.],0
b1,1,0.469974,0.522037,[47 56] ; [ 9 15],[45.41732283 57.58267717] ; [10.58267717 13.41732283],0
b5,1,0.501489,0.451783,[61 42] ; [16  8],[62.4488189 40.5511811] ; [14.5511811  9.4488189],0
s7,1,0.510999,0.432021,[20 76] ; [ 6 16],[21.15254237 74.84745763] ; [ 4.84745763 17.15254237],0
p12,1,0.529279,0.395775,[ 2 99] ; [ 1 23],[ 2.424 98.576] ; [ 0.576 23.424],0
b4,1,0.543364,0.369341,[53 50] ; [14 10],[54.33858268 48.66141732] ; [12.66141732 11.33858268],0
p1,1,0.570414,0.32199,[ 9 94] ; [ 3 21],[ 9.73228346 93.26771654] ; [ 2.26771654 21.73228346],0
v3,1,0.618891,0.24743,[25 78] ; [ 7 17],[25.95275591 77.04724409] ; [ 6.04724409 17.95275591],0
p5,1,0.684553,0.165046,[10 93] ; [ 3 21],[10.54330709 92.45669291] ; [ 2.45669291 21.54330709],0
a8,1,0.692545,0.156344,[ 7 91] ; [ 1 20],[ 6.58823529 91.41176471] ; [ 1.41176471 19.58823529],0
a3,1,0.725097,0.123662,[56 47] ; [14 10],[56.77165354 46.22834646] ; [13.22834646 10.77165354],0
s1,1,0.751411,0.100349,[  3 100] ; [ 1 23],[ 3.24409449 99.75590551] ; [ 0.75590551 23.24409449],0
r2,1,0.767342,0.087529,[72 28] ; [18  6],[72.58064516 27.41935484] ; [17.41935484  6.58064516],0
a2,1,0.835657,0.043036,[10 93] ; [ 2 22],[ 9.73228346 93.26771654] ; [ 2.26771654 21.73228346],0
p11,1,0.884855,0.020972,[66 37] ; [15  9],[65.69291339 37.30708661] ; [15.30708661  8.69291339],0
d2,1,0.936947,0.006258,[37 64] ; [ 9 15],[37.168 63.832] ; [ 8.832 15.168],0
u2,1,0.939429,0.005774,[19 27] ; [4 6],[18.89285714 27.10714286] ; [4.10714286 5.89285714],0
a7,1,0.94692,0.004432,[59 44] ; [13 10],[58.85714286 44.14285714] ; [13.14285714  9.85714286],0
