Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,74.722918,[215  16] ; [18 25],[196.43430657  34.56569343] ; [36.56569343  6.43430657],1
n6,1,2.2e-05,17.968214,[214  16] ; [30 12],[206.32352941  23.67647059] ; [37.67647059  4.32352941],1
p4,1,0.000981,10.86276,[191  40] ; [26 17],[182.94525547  48.05474453] ; [34.05474453  8.94525547],1
v4,1,0.006953,7.285069,[226   4] ; [39  4],[223.26007326   6.73992674] ; [41.73992674  1.26007326],0
d2,1,0.010975,6.469387,[124 107] ; [14 29],[116.34306569 114.65693431] ; [21.65693431 21.34306569],0
r4,1,0.013096,6.156114,[222  10] ; [37  6],[218.50181818  13.49818182] ; [40.49818182  2.50181818],0
v3,1,0.016397,5.759779,[132  95] ; [16 26],[124.89219331 102.10780669] ; [23.10780669 18.89219331],0
a4,1,0.019654,5.442339,[114 116] ; [13 30],[106.996337 123.003663] ; [20.003663 22.996337],0
p10,1,0.037024,4.349294,[211  19] ; [35  8],[207.25274725  22.74725275] ; [38.74725275  4.25274725],0
p5,1,0.049878,3.84556,[ 52 180] ; [ 4 39],[ 47.24363636 184.75636364] ; [ 8.75636364 34.24363636],0
r2,1,0.057498,3.608132,[221   7] ; [39  4],[218.74538745   9.25461255] ; [41.25461255  1.74538745],0
b5,1,0.062479,3.470316,[132 100] ; [31 12],[137.51272727  94.48727273] ; [25.48727273 17.51272727],0
d5,1,0.065933,3.381476,[197  33] ; [32 11],[192.93040293  37.06959707] ; [36.06959707  6.93040293],0
p9,1,0.069196,3.301985,[216  14] ; [37  6],[213.15018315  16.84981685] ; [39.84981685  3.15018315],0
p6,1,0.078506,3.095571,[129 100] ; [17 24],[123.82962963 105.17037037] ; [22.17037037 18.82962963],0
d1,1,0.081247,3.039769,[161  71] ; [24 19],[156.07272727  75.92727273] ; [28.92727273 14.07272727],0
r3,1,0.084353,2.978962,[224   8] ; [39  4],[221.87636364  10.12363636] ; [41.12363636  1.87636364],0
n1,1,0.085102,2.964672,[20 10] ; [5 8],[17.44186047 12.55813953] ; [7.55813953 5.44186047],0
p2,1,0.089475,2.883795,[217  15] ; [37  6],[214.28363636  17.71636364] ; [39.71636364  3.28363636],0
s2,1,0.095089,2.786039,[127 101] ; [18 25],[121.99261993 106.00738007] ; [23.00738007 19.99261993],0
s8,1,0.096918,2.755538,[132  96] ; [19 24],[127.04059041 100.95940959] ; [23.95940959 19.04059041],0
p11,1,0.097061,2.753185,[205  27] ; [34  9],[201.62909091  30.37090909] ; [37.37090909  5.62909091],0
s7,1,0.10156,2.680881,[129  90] ; [19 23],[124.18390805  94.81609195] ; [23.81609195 18.18390805],0
