Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,0.0,29.940561,[47 24] ; [25 77],[29.54913295 41.45086705] ; [42.45086705 59.54913295],1
v3,1,1e-06,24.524941,[35 38] ; [15 91],[20.39106145 52.60893855] ; [29.60893855 76.39106145],1
d1,1,0.00021,13.736703,[40 33] ; [29 77],[28.1396648 44.8603352] ; [40.8603352 65.1396648],1
d5,1,0.003599,8.47584,[60 13] ; [65 40],[51.26404494 21.73595506] ; [73.73595506 31.26404494],0
d3,1,0.003939,8.311689,[49 24] ; [47 57],[39.59322034 33.40677966] ; [56.40677966 47.59322034],0
d4,1,0.005971,7.558939,[60 13] ; [67 39],[51.79329609 21.20670391] ; [75.20670391 30.79329609],0
p6,1,0.008501,6.924804,[30 37] ; [27 79],[22.07514451 44.92485549] ; [34.92485549 71.07514451],0
p7,1,0.020555,5.364132,[47 25] ; [49 54],[39.49714286 32.50285714] ; [56.50285714 46.49714286],0
n4,1,0.021346,5.298304,[53 20] ; [59 47],[45.67597765 27.32402235] ; [66.32402235 39.67597765],0
s8,1,0.099056,2.72067,[27 46] ; [27 79],[22.02234637 50.97765363] ; [31.97765363 74.02234637],0
a3,1,0.111309,2.535536,[47 26] ; [55 50],[41.83146067 31.16853933] ; [60.16853933 44.83146067],0
s6,1,0.125618,2.345836,[42 27] ; [52 54],[37.06285714 31.93714286] ; [56.93714286 49.06285714],0
p11,1,0.158746,1.986128,[56 17] ; [71 35],[51.79329609 21.20670391] ; [75.20670391 30.79329609],0
p3,1,0.161942,1.955995,[35 36] ; [41 65],[30.48587571 40.51412429] ; [45.51412429 60.48587571],0
s4,1,0.193353,1.691883,[12 61] ; [26 80],[15.4972067 57.5027933] ; [22.5027933 83.4972067],0
r3,1,0.213372,1.548397,[66  7] ; [89 17],[63.2122905  9.7877095] ; [91.7877095 14.2122905],0
b4,1,0.217755,1.519104,[44 29] ; [54 52],[39.96648045 33.03351955] ; [58.03351955 47.96648045],0
n5,1,0.221405,1.49524,[51 22] ; [64 41],[47.16292135 25.83707865] ; [67.83707865 37.16292135],0
a5,1,0.240407,1.378204,[43 30] ; [53 53],[39.15083799 33.84916201] ; [56.84916201 49.15083799],0
n3,1,0.267236,1.230882,[21  7] ; [21 13],[18.96774194  9.03225806] ; [23.03225806 10.96774194],0
p5,1,0.275885,1.18725,[10 63] ; [ 9 96],[ 7.79213483 65.20786517] ; [11.20786517 93.79213483],0
s2,1,0.292699,1.107164,[34 39] ; [41 65],[30.58659218 42.41340782] ; [44.41340782 61.58659218],0
a2,1,0.30141,1.067945,[ 8 65] ; [ 7 99],[ 6.11731844 66.88268156] ; [ 8.88268156 97.11731844],0
n1,1,0.306156,1.047188,[ 6 20] ; [12 22],[ 7.8 18.2] ; [10.2 23.8],0
u1,1,0.354742,0.85642,[ 5 68] ; [  4 102],[ 3.67039106 69.32960894] ; [  5.32960894 100.67039106],0
p8,1,0.355981,0.852022,[34 36] ; [44 62],[31.02272727 38.97727273] ; [46.97727273 59.02272727],0
s7,1,0.364067,0.823814,[28 40] ; [35 67],[25.2 42.8] ; [37.8 64.2],0
p12,1,0.365538,0.818776,[ 4 68] ; [  3 102],[ 2.84745763 69.15254237] ; [  4.15254237 100.84745763],0
s1,1,0.366256,0.816327,[ 3 69] ; [  2 104],[ 2.02247191 69.97752809] ; [  2.97752809 103.02247191],0
p4,1,0.407492,0.686108,[38 33] ; [50 56],[35.29943503 35.70056497] ; [52.70056497 53.29943503],0
s5,1,0.424295,0.638387,[19 47] ; [24 79],[16.79289941 49.20710059] ; [26.20710059 76.79289941],0
a1,1,0.464778,0.534363,[ 7 66] ; [ 7 99],[ 5.70949721 67.29050279] ; [ 8.29050279 97.70949721],0
n2,1,0.465109,0.533572,[20  8] ; [27  7],[21.22580645  6.77419355] ; [25.77419355  8.22580645],0
a8,1,0.495912,0.463674,[ 4 63] ; [ 9 93],[ 5.15384615 61.84615385] ; [ 7.84615385 94.15384615],0
s3,1,0.566056,0.329326,[34 38] ; [45 60],[32.13559322 39.86440678] ; [46.86440678 58.13559322],0
a7,1,0.59417,0.283879,[46 27] ; [62 43],[44.29213483 28.70786517] ; [63.70786517 41.29213483],0
b1,1,0.611652,0.257776,[31 42] ; [41 65],[29.36312849 43.63687151] ; [42.63687151 63.36312849],0
u3,1,0.618586,0.247861,[13 13] ; [22 28],[11.97368421 14.02631579] ; [23.02631579 26.97368421],0
p2,1,0.651142,0.204463,[55 17] ; [84 22],[56.2247191 15.7752809] ; [82.7752809 23.2247191],0
r4,1,0.677175,0.173324,[46 27] ; [70 36],[47.30726257 25.69273743] ; [68.69273743 37.30726257],0
n6,1,0.682416,0.167419,[59 14] ; [83 23],[57.91061453 15.08938547] ; [84.08938547 21.91061453],0
p9,1,0.709328,0.138949,[57 16] ; [82 20],[57.98285714 15.01714286] ; [81.01714286 20.98285714],0
d2,1,0.710936,0.137344,[27 46] ; [36 69],[25.83707865 47.16292135] ; [37.16292135 67.83707865],0
a6,1,0.752145,0.099737,[41 32] ; [57 49],[39.96648045 33.03351955] ; [58.03351955 47.96648045],0
b2,1,0.817728,0.053116,[16 27] ; [21 39],[15.44660194 27.55339806] ; [21.55339806 38.44660194],0
b3,1,0.817728,0.053116,[16 27] ; [21 39],[15.44660194 27.55339806] ; [21.55339806 38.44660194],0
b5,1,0.831758,0.045134,[45 28] ; [67 39],[45.67597765 27.32402235] ; [66.32402235 39.67597765],0
a4,1,0.850991,0.035289,[23 50] ; [32 74],[22.4301676 50.5698324] ; [32.5698324 73.4301676],0
p1,1,0.859666,0.031258,[ 5 68] ; [ 8 98],[ 5.30167598 67.69832402] ; [ 7.69832402 98.30167598],0
p10,1,0.922436,0.00948,[51 20] ; [74 30],[50.71428571 20.28571429] ; [74.28571429 29.71428571],0
r2,1,0.922725,0.009409,[59 12] ; [87 17],[59.23428571 11.76571429] ; [86.76571429 17.23428571],0
u2,1,0.93846,0.005961,[13 12] ; [27 24],[13.15789474 11.84210526] ; [26.84210526 24.15789474],0
