Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,1e-06,24.192633,[31 12] ; [29 74],[17.67123288 25.32876712] ; [42.32876712 60.67123288],1
v1,1,0.000311,13.001298,[28 15] ; [33 68],[18.21527778 24.78472222] ; [42.78472222 58.21527778],1
p6,1,0.000643,11.647957,[22 20] ; [24 79],[13.32413793 28.67586207] ; [32.67586207 70.32413793],1
n4,1,0.002128,9.435781,[42  2] ; [77 28],[35.1409396  8.8590604] ; [83.8590604 21.1409396],0
s8,1,0.003802,8.375828,[20 24] ; [23 82],[12.69798658 31.30201342] ; [30.30201342 74.69798658],0
d1,1,0.011365,6.407296,[24 20] ; [34 71],[17.12751678 26.87248322] ; [40.87248322 64.12751678],0
d4,1,0.012595,6.225074,[35  9] ; [61 44],[28.34899329 15.65100671] ; [67.65100671 37.34899329],0
r3,1,0.016012,5.801604,[40  4] ; [76 28],[34.48648649  9.51351351] ; [81.51351351 22.48648649],0
r4,1,0.01896,5.505227,[31 13] ; [52 53],[24.51006711 19.48993289] ; [58.48993289 46.51006711],0
p7,1,0.021224,5.308291,[28 15] ; [46 58],[21.6462585 21.3537415] ; [52.3537415 51.6462585],0
a3,1,0.021533,5.283103,[32 12] ; [55 50],[25.69127517 18.30872483] ; [61.30872483 43.69127517],0
s6,1,0.02255,5.202875,[26 14] ; [46 59],[19.86206897 20.13793103] ; [52.13793103 52.86206897],0
d5,1,0.028335,4.807568,[35  9] ; [64 41],[29.23489933 14.76510067] ; [69.76510067 35.23489933],0
r2,1,0.040204,4.209271,[39  5] ; [74 27],[34.28965517  9.71034483] ; [78.71034483 22.28965517],0
p3,1,0.052257,3.767532,[23 20] ; [38 67],[17.72297297 25.27702703] ; [43.27702703 61.72297297],0
b3,1,0.05438,3.700987,[14 14] ; [18 44],[ 9.95555556 18.04444444] ; [22.04444444 39.95555556],0
b2,1,0.05438,3.700987,[14 14] ; [18 44],[ 9.95555556 18.04444444] ; [22.04444444 39.95555556],0
s7,1,0.056564,3.635358,[21 22] ; [31 66],[15.97142857 27.02857143] ; [36.02857143 60.97142857],0
n6,1,0.06241,3.472141,[39  5] ; [78 26],[34.78378378  9.21621622] ; [82.21621622 21.78378378],0
p2,1,0.068059,3.329231,[35  8] ; [69 35],[30.42176871 12.57823129] ; [73.57823129 30.42176871],0
p1,1,0.077752,3.111274,[ 7 37] ; [ 7 98],[ 4.13422819 39.86577181] ; [ 9.86577181 95.13422819],0
p8,1,0.078199,3.101935,[22 20] ; [38 66],[17.26027397 24.73972603] ; [42.73972603 61.26027397],0
d3,1,0.078244,3.101014,[26 18] ; [45 59],[21.10810811 22.89189189] ; [49.89189189 54.10810811],0
s4,1,0.083944,2.986839,[ 5 39] ; [25 80],[ 8.8590604 35.1409396] ; [21.1409396 83.8590604],0
p9,1,0.090906,2.858258,[39  5] ; [78 24],[35.26027397  8.73972603] ; [81.73972603 20.26027397],0
s2,1,0.097955,2.738524,[21 23] ; [35 70],[16.53691275 27.46308725] ; [39.46308725 65.53691275],0
a1,1,0.105002,2.627875,[ 6 38] ; [ 6 99],[ 3.54362416 40.45637584] ; [ 8.45637584 96.54362416],0
p10,1,0.131658,2.272844,[35  8] ; [72 32],[31.29931973 11.70068027] ; [75.70068027 28.29931973],0
s3,1,0.157612,1.996991,[24 20] ; [44 61],[20.08053691 23.91946309] ; [47.91946309 57.08053691],0
p11,1,0.1744,1.844706,[35  9] ; [72 33],[31.59731544 12.40268456] ; [75.40268456 29.59731544],0
d2,1,0.187985,1.733339,[20 24] ; [35 68],[16.46258503 27.53741497] ; [38.53741497 64.46258503],0
v4,1,0.327351,0.959347,[37  7] ; [80 24],[34.78378378  9.21621622] ; [82.21621622 21.78378378],0
a2,1,0.348592,0.878577,[ 6 38] ; [ 9 96],[ 4.4295302 39.5704698] ; [10.5704698 94.4295302],0
n1,1,0.350262,0.872507,[7 6] ; [14 22],[5.57142857 7.42857143] ; [15.42857143 20.57142857],0
a4,1,0.352602,0.864071,[17 27] ; [32 72],[14.56756757 29.43243243] ; [34.43243243 69.56756757],0
p4,1,0.365329,0.819491,[24 19] ; [50 55],[21.5 21.5] ; [52.5 52.5],0
a6,1,0.383751,0.75865,[23 21] ; [63 42],[25.39597315 18.60402685] ; [60.60402685 44.39597315],0
p12,1,0.417471,0.657424,[ 3 40] ; [  4 100],[ 2.04761905 40.95238095] ; [ 4.95238095 99.04761905],0
b1,1,0.462134,0.540722,[16 28] ; [45 60],[18.01342282 25.98657718] ; [42.98657718 62.01342282],0
a7,1,0.547624,0.361591,[25 19] ; [54 51],[23.32885906 20.67114094] ; [55.67114094 49.32885906],0
s5,1,0.571681,0.319878,[ 9 30] ; [19 82],[ 7.8 31.2] ; [20.2 80.8],0
p5,1,0.607699,0.263539,[ 6 38] ; [11 92],[ 5.08843537 38.91156463] ; [11.91156463 91.08843537],0
u3,1,0.636681,0.223109,[3 9] ; [16 34],[3.67741935 8.32258065] ; [15.32258065 34.67741935],0
b4,1,0.711293,0.136989,[27 17] ; [61 44],[25.98657718 18.01342282] ; [62.01342282 42.98657718],0
u1,1,0.772778,0.083372,[ 2 42] ; [ 6 99],[ 2.36241611 41.63758389] ; [ 5.63758389 99.36241611],0
n3,1,0.790864,0.070325,[10  4] ; [25 12],[9.60784314 4.39215686] ; [25.39215686 11.60784314],0
b5,1,0.801152,0.063432,[25 19] ; [62 43],[25.69127517 18.30872483] ; [61.30872483 43.69127517],0
u2,1,0.823135,0.049959,[4 7] ; [20 30],[4.32786885 6.67213115] ; [19.67213115 30.32786885],0
a8,1,0.823761,0.0496,[ 5 36] ; [11 90],[ 4.61971831 36.38028169] ; [11.38028169 89.61971831],0
a5,1,0.885542,0.020721,[25 19] ; [61 44],[25.39597315 18.60402685] ; [60.60402685 44.39597315],0
n2,1,0.912178,0.012164,[10  4] ; [27 10],[10.15686275  3.84313725] ; [26.84313725 10.15686275],0
