Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,0.001545,10.024054,[35 48] ; [34 14],[43.71755725 39.28244275] ; [25.28244275 22.71755725],0
a5,1,0.001891,9.652305,[31 52] ; [32 17],[39.61363636 43.38636364] ; [23.38636364 25.61363636],0
p10,1,0.002566,9.092811,[44 37] ; [38  9],[51.890625 29.109375] ; [30.109375 16.890625],0
p9,1,0.004121,8.229924,[47 32] ; [41  8],[54.3125 24.6875] ; [33.6875 15.3125],0
n2,1,0.008942,6.834423,[20 15] ; [15  1],[24.01960784 10.98039216] ; [10.98039216  5.01960784],0
v2,1,0.012869,6.187033,[16 64] ; [19 28],[22.04724409 57.95275591] ; [12.95275591 34.04724409],0
a7,1,0.025164,5.012591,[37 45] ; [32 17],[43.19083969 38.80916031] ; [25.80916031 23.19083969],0
s8,1,0.03258,4.56774,[19 63] ; [20 29],[24.41221374 57.58778626] ; [14.58778626 34.41221374],0
r4,1,0.042138,4.129647,[52 31] ; [39 10],[57.21969697 25.78030303] ; [33.78030303 15.21969697],0
n3,1,0.049192,3.868784,[24 11] ; [15  1],[26.76470588  8.23529412] ; [12.23529412  3.76470588],0
a3,1,0.056938,3.62441,[32 50] ; [27 21],[37.21538462 44.78461538] ; [21.78461538 26.21538462],0
r3,1,0.075335,3.162785,[64 19] ; [43  5],[67.79389313 15.20610687] ; [39.20610687  8.79389313],0
r2,1,0.075335,3.162785,[64 19] ; [43  5],[67.79389313 15.20610687] ; [39.20610687  8.79389313],0
p4,1,0.087196,2.9254,[33 50] ; [27 22],[37.72727273 45.27272727] ; [22.27272727 26.72727273],0
n4,1,0.106801,2.600937,[47 36] ; [34 14],[51.32061069 31.67938931] ; [29.67938931 18.32061069],0
u1,1,0.111301,2.535653,[ 1 82] ; [ 3 46],[ 2.51515152 80.48484848] ; [ 1.48484848 47.51515152],0
u3,1,0.125031,2.35314,[18 33] ; [12 10],[20.95890411 30.04109589] ; [ 9.04109589 12.95890411],0
s5,1,0.142417,2.151646,[17 65] ; [ 5 42],[13.98449612 68.01550388] ; [ 8.01550388 38.98449612],0
s6,1,0.151895,2.053113,[35 46] ; [27 21],[38.93023256 42.06976744] ; [23.06976744 24.93023256],0
n5,1,0.151904,2.053025,[56 27] ; [38 10],[59.55725191 23.44274809] ; [34.44274809 13.55725191],0
a4,1,0.171785,1.867299,[16 67] ; [14 33],[19.15384615 63.84615385] ; [10.84615385 36.15384615],0
d3,1,0.182115,1.780281,[15 66] ; [14 35],[18.06923077 62.93076923] ; [10.93076923 38.06923077],0
s7,1,0.197575,1.660209,[24 56] ; [19 27],[27.3015873 52.6984127] ; [15.6984127 30.3015873],0
p1,1,0.198648,1.652288,[11 72] ; [ 3 46],[ 8.8030303 74.1969697] ; [ 5.1969697 43.8030303],0
b1,1,0.200031,1.642146,[40 43] ; [18 31],[36.46969697 46.53030303] ; [21.53030303 27.46969697],0
p11,1,0.254841,1.296567,[53 30] ; [36 13],[55.96212121 27.03787879] ; [33.03787879 15.96212121],0
v4,1,0.259033,1.273916,[68 15] ; [42  5],[70.23076923 12.76923077] ; [39.76923077  7.23076923],0
n1,1,0.322102,0.980392,[12 22] ; [8 8],[13.6 20.4] ; [6.4 9.6],0
s3,1,0.368666,0.808157,[31 51] ; [22 26],[33.43076923 48.56923077] ; [19.56923077 28.43076923],0
a2,1,0.380575,0.768843,[ 5 78] ; [ 5 44],[ 6.28787879 76.71212121] ; [ 3.71212121 45.28787879],0
a6,1,0.394566,0.724824,[47 36] ; [24 25],[44.64393939 38.35606061] ; [26.35606061 22.64393939],0
d5,1,0.402011,0.702303,[34 48] ; [24 25],[36.30534351 45.69465649] ; [21.69465649 27.30534351],0
