Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,130.749514,[ 17 151] ; [120  48],[68.5 99.5] ; [68.5 99.5],1
s6,1,0.0,70.332753,[ 53 114] ; [128  37],[91.04518072 75.95481928] ; [89.95481928 75.04518072],1
s7,1,0.0,53.317454,[ 29 132] ; [93 69],[ 60.81114551 100.18885449] ; [ 61.18885449 100.81114551],1
s8,1,0.0,37.697278,[ 23 145] ; [74 94],[ 48.5 119.5] ; [ 48.5 119.5],1
r1,1,2.3e-05,17.94484,[96 73] ; [131  36],[114.17559524  54.82440476] ; [112.82440476  54.17559524],1
s4,1,5.2e-05,16.376165,[ 19 149] ; [ 48 117],[ 33.8018018 134.1981982] ; [ 33.1981982 131.8018018],1
p2,1,0.000273,13.244715,[111  57] ; [140  28],[125.5  42.5] ; [125.5  42.5],1
r2,1,0.000753,11.354556,[135  32] ; [153  11],[145.30513595  21.69486405] ; [142.69486405  21.30513595],1
p9,1,0.001676,9.874602,[104  60] ; [132  35],[116.9305136  47.0694864] ; [119.0694864  47.9305136],0
p3,1,0.002429,9.192956,[ 48 121] ; [74 93],[ 61.36309524 107.63690476] ; [ 60.63690476 106.36309524],0
p10,1,0.002756,8.96229,[99 67] ; [126  42],[111.82634731  54.17365269] ; [113.17365269  54.82634731],0
r4,1,0.004156,8.214452,[121  48] ; [142  26],[131.89020772  37.10979228] ; [131.10979228  36.89020772],0
u1,1,0.004329,8.140479,[ 12 157] ; [ 29 139],[ 20.56083086 148.43916914] ; [ 20.43916914 147.56083086],0
p4,1,0.004585,8.036082,[ 68 101] ; [93 74],[80.97916667 88.02083333] ; [80.02083333 86.97916667],0
p7,1,0.006486,7.409969,[78 90] ; [100  63],[90.34441088 77.65558912] ; [87.65558912 75.34441088],0
p6,1,0.008697,6.883931,[ 37 130] ; [ 59 109],[ 47.85671642 119.14328358] ; [ 48.14328358 119.85671642],0
n4,1,0.009542,6.718459,[99 70] ; [121  47],[110.3264095  58.6735905] ; [109.6735905  58.3264095],0
s5,1,0.012472,6.242537,[ 32 136] ; [ 49 109],[ 41.74233129 126.25766871] ; [ 39.25766871 118.74233129],0
d4,1,0.013201,6.141952,[118  51] ; [136  31],[127.75595238  41.24404762] ; [126.24404762  40.75595238],0
d1,1,0.019182,5.484858,[73 96] ; [94 74],[83.74777448 85.25222552] ; [83.25222552 84.74777448],0
n5,1,0.025544,4.986631,[96 71] ; [115  51],[105.81681682  61.18318318] ; [105.18318318  60.81681682],0
r3,1,0.039339,4.246173,[141  28] ; [151  15],[147.30746269  21.69253731] ; [144.69253731  21.30746269],0
d3,1,0.049012,3.874945,[97 70] ; [115  53],[105.68358209  61.31641791] ; [106.31641791  61.68358209],0
a3,1,0.057899,3.596578,[93 75] ; [110  58],[101.5  66.5] ; [101.5  66.5],0
n3,1,0.06492,3.407022,[40 29] ; [33 11],[44.57522124 24.42477876] ; [28.42477876 15.57522124],0
d2,1,0.08636,2.940942,[ 65 102] ; [81 87],[72.78208955 94.21791045] ; [73.21791045 94.78208955],0
u3,1,0.091594,2.846136,[31 44] ; [32 25],[35.79545455 39.20454545] ; [27.20454545 29.79545455],0
a6,1,0.096409,2.763969,[101  68] ; [115  53],[108.32047478  60.67952522] ; [107.67952522  60.32047478],0
a7,1,0.10361,2.649075,[106  62] ; [120  48],[113.  55.] ; [113.  55.],0
n2,1,0.116199,2.467816,[39 30] ; [32 13],[42.97368421 26.02631579] ; [28.02631579 16.97368421],0
a8,1,0.152089,2.051168,[ 13 146] ; [ 21 139],[ 16.94670846 142.05329154] ; [ 17.05329154 142.94670846],0
p8,1,0.154931,2.023014,[ 65 103] ; [77 89],[71.4251497 96.5748503] ; [70.5748503 95.4251497],0
s1,1,0.186564,1.744548,[  5 163] ; [ 10 158],[  7.5 160.5] ; [  7.5 160.5],0
a1,1,0.190544,1.713404,[ 10 159] ; [  5 163],[  7.52225519 161.47774481] ; [  7.47774481 160.52225519],0
v4,1,0.279904,1.167557,[144  25] ; [148  18],[147.30746269  21.69253731] ; [144.69253731  21.30746269],0
n1,1,0.301811,1.066174,[22 48] ; [18 26],[24.56140351 45.43859649] ; [15.43859649 28.56140351],0
a5,1,0.332381,0.939598,[101  68] ; [109  59],[105.3115727  63.6884273] ; [104.6884273  63.3115727],0
v2,1,0.335699,0.926787,[ 43 122] ; [ 50 112],[ 46.9266055 118.0733945] ; [ 46.0733945 115.9266055],0
p12,1,0.347318,0.883231,[  4 165] ; [  7 160],[  5.5327381 163.4672619] ; [  5.4672619 161.5327381],0
b4,1,0.348874,0.87755,[89 80] ; [97 71],[93.27596439 75.72403561] ; [92.72403561 75.27596439],0
u2,1,0.350733,0.870802,[34 41] ; [30 26],[36.64122137 38.35877863] ; [27.35877863 28.64122137],0
a2,1,0.36686,0.814274,[ 25 144] ; [ 31 137],[ 28.08308605 140.91691395] ; [ 27.91691395 140.08308605],0
n6,1,0.383987,0.7579,[125  43] ; [131  36],[128.38208955  39.61791045] ; [127.61791045  39.38208955],0
b1,1,0.469791,0.522468,[76 93] ; [69 99],[72.71513353 96.28486647] ; [72.28486647 95.71513353],0
