Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,44.008394,[79 10] ; [ 8 22],[65.06722689 23.93277311] ; [21.93277311  8.06722689],1
d4,1,0.191382,1.70695,[74 14] ; [22  8],[71.59322034 16.40677966] ; [24.40677966  5.59322034],0
a2,1,0.191839,1.703439,[22 67] ; [ 4 26],[19.44537815 69.55462185] ; [ 6.55462185 23.44537815],0
u2,1,0.220165,1.503297,[20  8] ; [5 5],[18.42105263  9.57894737] ; [6.57894737 3.42105263],0
n4,1,0.224936,1.4726,[47 42] ; [12 18],[44.12605042 44.87394958] ; [14.87394958 15.12605042],0
s1,1,0.260344,1.266929,[ 4 83] ; [ 3 26],[ 5.25 81.75] ; [ 1.75 27.25],0
v3,1,0.271945,1.206912,[25 57] ; [ 6 24],[22.69642857 59.30357143] ; [ 8.30357143 21.69642857],0
s2,1,0.339118,0.913762,[35 53] ; [ 9 21],[32.81355932 55.18644068] ; [11.18644068 18.81355932],0
d3,1,0.368886,0.807414,[68 20] ; [20  9],[66.18803419 21.81196581] ; [21.81196581  7.18803419],0
v1,1,0.383733,0.758709,[36 51] ; [ 9 19],[34.04347826 52.95652174] ; [10.95652174 17.04347826],0
u1,1,0.387344,0.747263,[11 78] ; [ 2 28],[ 9.72268908 79.27731092] ; [ 3.27731092 26.72268908],0
s8,1,0.398168,0.713851,[28 61] ; [ 7 23],[26.17647059 62.82352941] ; [ 8.82352941 21.17647059],0
p12,1,0.431637,0.618414,[ 1 85] ; [ 1 29],[ 1.48275862 84.51724138] ; [ 0.51724138 29.48275862],0
d2,1,0.497317,0.460658,[32 56] ; [13 17],[33.55932203 54.44067797] ; [11.44067797 18.55932203],0
u3,1,0.504517,0.445421,[20  8] ; [6 4],[19.15789474  8.84210526] ; [6.84210526 3.15789474],0
n2,1,0.555818,0.346997,[17 11] ; [5 5],[16.21052632 11.78947368] ; [5.78947368 4.21052632],0
p11,1,0.556559,0.345698,[50 39] ; [15 15],[48.61344538 40.38655462] ; [16.38655462 13.61344538],0
n5,1,0.603293,0.270057,[40 48] ; [12 18],[38.77966102 49.22033898] ; [13.22033898 16.77966102],0
p6,1,0.616482,0.250843,[17 69] ; [ 7 22],[17.94782609 68.05217391] ; [ 6.05217391 22.94782609],0
p10,1,0.632436,0.228772,[53 33] ; [17 13],[51.89655172 34.10344828] ; [18.10344828 11.89655172],0
a8,1,0.653713,0.201251,[11 70] ; [ 3 26],[10.30909091 70.69090909] ; [ 3.69090909 25.30909091],0
b2,1,0.681504,0.168438,[11 37] ; [ 5 13],[11.63636364 36.36363636] ; [ 4.36363636 13.63636364],0
b3,1,0.681504,0.168438,[11 37] ; [ 5 13],[11.63636364 36.36363636] ; [ 4.36363636 13.63636364],0
n3,1,0.690487,0.158559,[17 10] ; [7 3],[17.51351351  9.48648649] ; [6.48648649 3.51351351],0
b4,1,0.704594,0.143737,[51 38] ; [16 14],[50.1092437 38.8907563] ; [16.8907563 13.1092437],0
b1,1,0.708999,0.139279,[41 48] ; [15 15],[41.88235294 47.11764706] ; [14.11764706 15.88235294],0
a4,1,0.71396,0.134353,[36 53] ; [11 19],[35.1512605 53.8487395] ; [11.8487395 18.1512605],0
s3,1,0.719319,0.129146,[41 46] ; [13 17],[40.15384615 46.84615385] ; [13.84615385 16.15384615],0
n1,1,0.785704,0.073926,[ 8 20] ; [3 6],[ 8.32432432 19.67567568] ; [2.67567568 6.32432432],0
b5,1,0.855658,0.033089,[58 31] ; [19 11],[57.58823529 31.41176471] ; [19.41176471 10.58823529],0
s5,1,0.864895,0.02895,[14 71] ; [ 5 23],[14.2920354 70.7079646] ; [ 4.7079646 23.2920354],0
a3,1,0.8781,0.023525,[60 28] ; [20 10],[59.66101695 28.33898305] ; [20.33898305  9.66101695],0
p9,1,0.886889,0.020233,[59 27] ; [21  9],[59.31034483 26.68965517] ; [20.68965517  9.31034483],0
s7,1,0.946562,0.004492,[26 56] ; [ 9 20],[25.85585586 56.14414414] ; [ 9.14414414 19.85585586],0
