Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p1,1,0.0,69.167006,[ 31 536] ; [29 59],[ 51.9389313 515.0610687] ; [ 8.0610687 79.9389313],1
p12,1,0.0,47.669702,[ 31 534] ; [24 63],[ 47.66104294 517.33895706] ; [ 7.33895706 79.66104294],1
s5,1,0.0,39.345008,[174 378] ; [53 25],[198.8952381 353.1047619] ; [28.1047619 49.8952381],1
p3,1,0.0,35.60177,[277 290] ; [73 15],[302.97709924 264.02290076] ; [47.02290076 40.97709924],1
a1,1,0.0,27.445651,[ 15 553] ; [13 75],[ 24.24390244 543.75609756] ; [ 3.75609756 84.24390244],1
p4,1,0.0,26.15984,[350 215] ; [79  9],[371.18683002 193.81316998] ; [57.81316998 30.18683002],1
p8,1,0.0,25.661278,[308 250] ; [73 14],[329.60930233 228.39069767] ; [51.39069767 35.60930233],1
p6,1,1e-06,23.936548,[209 352] ; [56 30],[229.77588872 331.22411128] ; [35.22411128 50.77588872],1
s7,1,2.9e-05,17.456264,[264 281] ; [60 22],[281.62679426 263.37320574] ; [42.37320574 39.62679426],1
b5,1,0.000352,12.772792,[353 215] ; [37 51],[337.68292683 230.31707317] ; [52.31707317 35.68292683],1
s6,1,0.002039,9.514205,[372 186] ; [67 13],[383.95297806 174.04702194] ; [55.04702194 24.95297806],0
n4,1,0.003246,8.66357,[454 112] ; [82  6],[463.87767584 102.12232416] ; [72.12232416 15.87767584],0
s8,1,0.003336,8.614088,[246 319] ; [52 34],[258.6328725 306.3671275] ; [39.3671275 46.6328725],0
s1,1,0.004746,7.973699,[ 10 549] ; [ 6 82],[ 13.82380216 545.17619784] ; [ 2.17619784 85.82380216],0
p7,1,0.004764,7.966815,[376 181] ; [71 15],[387.21461897 169.78538103] ; [59.78538103 26.21461897],0
v3,1,0.006054,7.534161,[217 340] ; [46 38],[228.5351014 328.4648986] ; [34.4648986 49.5351014],0
u4,1,0.006894,7.30037,[  8 560] ; [ 5 82],[ 11.27328244 556.72671756] ; [ 1.72671756 85.27328244],0
v1,1,0.00979,6.672701,[301 256] ; [58 26],[311.95475819 245.04524181] ; [47.04524181 36.95475819],0
n5,1,0.009978,6.638844,[448 117] ; [80  8],[456.84532925 108.15467075] ; [71.15467075 16.84532925],0
p9,1,0.017357,5.659916,[493  67] ; [84  3],[499.41267388  60.58732612] ; [77.58732612  9.41267388],0
p10,1,0.018273,5.569825,[476  85] ; [82  5],[483.08333333  77.91666667] ; [74.91666667 12.08333333],0
r2,1,0.056547,3.63586,[537  25] ; [78  8],[533.37962963  28.62037037] ; [81.62037037  4.37962963],0
n3,1,0.06025,3.530476,[91 28] ; [10  8],[87.72992701 31.27007299] ; [13.27007299  4.72992701],0
s2,1,0.063344,3.447599,[286 276] ; [53 33],[294.00925926 267.99074074] ; [44.99074074 41.00925926],0
b2,1,0.065291,3.397611,[122 209] ; [31 32],[128.53553299 202.46446701] ; [24.46446701 38.53553299],0
b3,1,0.065291,3.397611,[122 209] ; [31 32],[128.53553299 202.46446701] ; [24.46446701 38.53553299],0
a3,1,0.072115,3.234219,[404 161] ; [71 17],[410.98774885 154.01225115] ; [64.01225115 23.98774885],0
s3,1,0.174518,1.843696,[314 245] ; [55 31],[319.8 239.2] ; [49.2 36.8],0
a6,1,0.176645,1.825628,[389 178] ; [54 34],[383.48244275 183.51755725] ; [59.51755725 28.48244275],0
b1,1,0.181459,1.785634,[191 377] ; [36 52],[196.54878049 371.45121951] ; [30.45121951 57.54878049],0
n1,1,0.185025,1.756796,[40 78] ; [9 9],[42.51470588 75.48529412] ; [ 6.48529412 11.51470588],0
a2,1,0.220983,1.497975,[144 424] ; [17 71],[139.40243902 428.59756098] ; [21.59756098 66.40243902],0
p11,1,0.264959,1.242659,[470  98] ; [77 11],[473.62195122  94.37804878] ; [73.37804878 14.62195122],0
d4,1,0.331355,0.943595,[465 101] ; [76 12],[468.20489297  97.79510703] ; [72.79510703 15.20489297],0
s4,1,0.369929,0.803904,[ 93 467] ; [11 75],[ 90.15479876 469.84520124] ; [13.84520124 72.15479876],0
d2,1,0.435348,0.608513,[277 289] ; [47 41],[280.40366972 285.59633028] ; [43.59633028 44.40366972],0
b4,1,0.451131,0.567809,[334 234] ; [48 40],[330.75609756 237.24390244] ; [51.24390244 36.75609756],0
d1,1,0.480795,0.49706,[339 229] ; [56 32],[342.01219512 225.98780488] ; [52.98780488 35.01219512],0
u2,1,0.519562,0.414762,[82 80] ; [10  7],[83.26256983 78.73743017] ; [8.73743017 8.26256983],0
d3,1,0.53233,0.389941,[405 162] ; [60 28],[402.52671756 164.47328244] ; [62.47328244 25.52671756],0
v4,1,0.542196,0.371485,[548  19] ; [82  4],[547.02909648  19.97090352] ; [82.97090352  3.02909648],0
r3,1,0.610379,0.259623,[545  20] ; [82  4],[544.17050691  20.82949309] ; [82.82949309  3.17050691],0
d5,1,0.61598,0.251559,[469  97] ; [71 17],[467.33944954  98.66055046] ; [72.66055046 15.33944954],0
u3,1,0.617471,0.249438,[85 77] ; [10  7],[85.97765363 76.02234637] ; [9.02234637 7.97765363],0
r1,1,0.623177,0.241428,[455 110] ; [72 15],[456.67944785 108.32055215] ; [70.32055215 16.67944785],0
a7,1,0.635688,0.224426,[418 147] ; [63 25],[416.17917305 148.82082695] ; [64.82082695 23.17917305],0
a8,1,0.709253,0.139025,[ 76 436] ; [13 66],[ 77.10321489 434.89678511] ; [11.89678511 67.10321489],0
a4,1,0.848692,0.0364,[257 309] ; [39 49],[256.17125382 309.82874618] ; [39.82874618 48.17125382],0
v2,1,0.851127,0.035224,[316 236] ; [49 35],[316.79245283 235.20754717] ; [48.20754717 35.79245283],0
n2,1,0.892647,0.018213,[87 31] ; [13  5],[86.76470588 31.23529412] ; [13.23529412  4.76470588],0
r4,1,0.929416,0.007846,[518  50] ; [80  8],[517.7804878  50.2195122] ; [80.2195122  7.7804878],0
u1,1,0.946113,0.004568,[108 460] ; [17 71],[108.23170732 459.76829268] ; [16.76829268 71.23170732],0
a5,1,0.971746,0.001255,[425 143] ; [66 22],[425.13414634 142.86585366] ; [65.86585366 22.13414634],0
