Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,0.000275,13.235808,[62 15] ; [ 9 13],[55.22222222 21.77777778] ; [15.77777778  6.22222222],1
p1,1,0.000769,11.314286,[ 3 74] ; [ 6 16],[ 7. 70.] ; [ 2. 20.],1
p8,1,0.005428,7.731082,[36 39] ; [ 3 18],[30.46875 44.53125] ; [ 8.53125 12.46875],0
p9,1,0.008441,6.937542,[67 10] ; [13  8],[62.85714286 14.14285714] ; [17.14285714  3.85714286],0
v3,1,0.009657,6.697095,[27 49] ; [ 1 18],[22.4 53.6] ; [ 5.6 13.4],0
n6,1,0.020369,5.379949,[61 16] ; [12 10],[56.77777778 20.22222222] ; [16.22222222  5.77777778],0
p4,1,0.027426,4.863777,[45 32] ; [ 7 15],[40.44444444 36.55555556] ; [11.55555556 10.44444444],0
n4,1,0.044425,4.040345,[56 21] ; [11 11],[52.11111111 24.88888889] ; [14.88888889  7.11111111],0
b3,1,0.05491,3.684807,[12 37] ; [8 8],[15.07692308 33.92307692] ; [ 4.92307692 11.07692308],0
b2,1,0.05491,3.684807,[12 37] ; [8 8],[15.07692308 33.92307692] ; [ 4.92307692 11.07692308],0
d2,1,0.056313,3.642767,[28 49] ; [13  9],[31.88888889 45.11111111] ; [ 9.11111111 12.88888889],0
p10,1,0.059906,3.539999,[60 16] ; [13  9],[56.6122449 19.3877551] ; [16.3877551  5.6122449],0
n1,1,0.06999,3.283256,[ 7 12] ; [6 2],[9.14814815 9.85185185] ; [3.85185185 4.14814815],0
b1,1,0.07289,3.216702,[29 48] ; [13  9],[32.66666667 44.33333333] ; [ 9.33333333 12.66666667],0
r2,1,0.073269,3.208234,[64  9] ; [15  6],[61.35106383 11.64893617] ; [17.64893617  3.35106383],0
v4,1,0.076689,3.133718,[67  9] ; [16  6],[64.36734694 11.63265306] ; [18.63265306  3.36734694],0
a4,1,0.079527,3.074534,[20 57] ; [10 12],[23.33333333 53.66666667] ; [ 6.66666667 15.33333333],0
s6,1,0.082831,3.008467,[54 19] ; [12 10],[50.71578947 22.28421053] ; [15.28421053  6.71578947],0
s1,1,0.095053,2.786639,[ 3 73] ; [ 3 19],[ 4.65306122 71.34693878] ; [ 1.34693878 20.65306122],0
p7,1,0.162842,1.947631,[46 28] ; [10 12],[43.16666667 30.83333333] ; [12.83333333  9.16666667],0
n3,1,0.173016,1.856614,[16  4] ; [5 4],[14.48275862  5.51724138] ; [6.51724138 2.48275862],0
a6,1,0.192105,1.701396,[47 30] ; [10 12],[44.33333333 32.66666667] ; [12.66666667  9.33333333],0
s8,1,0.197082,1.663866,[40 37] ; [ 8 14],[37.33333333 39.66666667] ; [10.66666667 11.33333333],0
p6,1,0.248781,1.330134,[28 47] ; [ 5 16],[25.78125 49.21875] ; [ 7.21875 13.78125],0
a3,1,0.249446,1.326402,[45 31] ; [16  6],[47.30612245 28.69387755] ; [13.69387755  8.30612245],0
v1,1,0.259432,1.271786,[38 35] ; [ 8 13],[35.72340426 37.27659574] ; [10.27659574 10.72340426],0
n2,1,0.259509,1.271377,[17  3] ; [6 3],[15.86206897  4.13793103] ; [7.13793103 1.86206897],0
d3,1,0.279642,1.168831,[45 32] ; [10 12],[42.77777778 34.22222222] ; [12.22222222  9.77777778],0
a5,1,0.300156,1.073501,[43 34] ; [15  7],[45.11111111 31.88888889] ; [12.88888889  9.11111111],0
s7,1,0.305413,1.050408,[40 35] ; [ 9 13],[37.88659794 37.11340206] ; [11.11340206 10.88659794],0
r3,1,0.323345,0.975369,[69  8] ; [18  4],[67.66666667  9.33333333] ; [19.33333333  2.66666667],0
n5,1,0.339954,0.910606,[57 20] ; [14  8],[55.22222222 21.77777778] ; [15.77777778  6.22222222],0
u2,1,0.373597,0.791667,[17 15] ; [2 4],[16. 16.] ; [3. 3.],0
u3,1,0.373597,0.791667,[17 15] ; [2 4],[16. 16.] ; [3. 3.],0
s2,1,0.392715,0.730519,[53 24] ; [13  9],[51.33333333 25.66666667] ; [14.66666667  7.33333333],0
p3,1,0.460181,0.545455,[40 37] ; [ 9 12],[38.5 38.5] ; [10.5 10.5],0
b4,1,0.472741,0.515561,[46 31] ; [15  7],[47.44444444 29.55555556] ; [13.55555556  8.44444444],0
d1,1,0.481134,0.496292,[32 45] ; [11 11],[33.44444444 43.55555556] ; [ 9.55555556 12.44444444],0
d4,1,0.587261,0.294643,[55 22] ; [17  5],[56. 21.] ; [16.  6.],0
a8,1,0.595124,0.282412,[10 65] ; [ 2 20],[ 9.27835052 65.72164948] ; [ 2.72164948 19.27835052],0
p12,1,0.600321,0.274512,[ 6 71] ; [ 1 21],[ 5.44444444 71.55555556] ; [ 1.55555556 20.44444444],0
r4,1,0.615285,0.252551,[50 27] ; [13  9],[49. 28.] ; [14.  8.],0
a7,1,0.662654,0.190316,[46 31] ; [12 10],[45.11111111 31.88888889] ; [12.88888889  9.11111111],0
s5,1,0.719489,0.128983,[23 45] ; [ 8 13],[23.68539326 44.31460674] ; [ 7.31460674 13.68539326],0
d5,1,0.725823,0.122981,[53 24] ; [16  6],[53.66666667 23.33333333] ; [15.33333333  6.66666667],0
a2,1,0.73244,0.116883,[ 9 68] ; [ 2 20],[ 8.55555556 68.44444444] ; [ 2.44444444 19.55555556],0
v2,1,0.757181,0.095595,[35 41] ; [ 8 11],[34.4 41.6] ; [ 8.6 10.4],0
s4,1,0.804674,0.061158,[19 58] ; [ 6 16],[19.44444444 57.55555556] ; [ 5.55555556 16.44444444],0
a1,1,0.843738,0.038854,[ 6 71] ; [ 2 20],[ 6.22222222 70.77777778] ; [ 1.77777778 20.22222222],0
u1,1,0.902376,0.015046,[ 4 73] ; [ 1 21],[ 3.88888889 73.11111111] ; [ 1.11111111 20.88888889],0
b5,1,0.911583,0.01233,[48 29] ; [14  8],[48.22222222 28.77777778] ; [13.77777778  8.22222222],0
