Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,78.134611,[30 40] ; [253  29],[56.27840909 13.72159091] ; [226.72159091  55.27840909],1
n6,1,0.0,38.767968,[45 24] ; [262  20],[60.35042735  8.64957265] ; [246.64957265  35.35042735],1
p10,1,1e-06,25.059992,[44 24] ; [249  30],[57.41786744 10.58213256] ; [235.58213256  43.41786744],1
r4,1,5e-06,20.834806,[57 13] ; [273  10],[65.43909348  4.56090652] ; [264.56090652  18.43909348],1
p4,1,1.4e-05,18.875502,[32 37] ; [206  74],[47.05444126 21.94555874] ; [190.94555874  89.05444126],1
p7,1,0.000278,13.211349,[33 35] ; [195  77],[45.6 22.4] ; [182.4  89.6],1
p11,1,0.000954,10.914782,[46 24] ; [236  47],[55.92067989 14.07932011] ; [226.07932011  56.92067989],1
p9,1,0.003002,8.80633,[54 15] ; [253  25],[61.04610951  7.95389049] ; [245.95389049  32.04610951],0
p3,1,0.00327,8.650507,[28 40] ; [171 110],[38.77363897 29.22636103] ; [160.22636103 120.77363897],0
r1,1,0.007426,7.166973,[52 18] ; [245  36],[59.23076923 10.76923077] ; [237.76923077  43.23076923],0
s1,1,0.008983,6.826187,[ 6 64] ; [  6 270],[ 2.42774566 67.57225434] ; [  9.57225434 266.42774566],0
s8,1,0.011928,6.321513,[24 46] ; [142 136],[33.3908046 36.6091954] ; [132.6091954 145.3908046],0
r2,1,0.012785,6.198607,[62  6] ; [276   7],[65.48148148  2.51851852] ; [272.51851852  10.48148148],0
s6,1,0.021109,5.317737,[41 27] ; [206  71],[48.68405797 19.31594203] ; [198.31594203  78.68405797],0
p8,1,0.024436,5.06343,[33 36] ; [173 103],[41.2 27.8] ; [164.8 111.2],0
s2,1,0.027102,4.884323,[28 41] ; [153 123],[36.2 32.8] ; [144.8 131.2],0
n1,1,0.03637,4.37967,[ 3 14] ; [21 24],[ 6.58064516 10.41935484] ; [17.41935484 27.58064516],0
s3,1,0.044941,4.020833,[30 39] ; [156 118],[37.41690962 31.58309038] ; [148.58309038 125.41690962],0
v4,1,0.05011,3.837769,[64  5] ; [276   7],[66.64772727  2.35227273] ; [273.35227273   9.64772727],0
p5,1,0.054267,3.704477,[ 5 64] ; [ 46 235],[10.05428571 58.94571429] ; [ 40.94571429 240.05428571],0
d1,1,0.056032,3.651119,[39 31] ; [192  91],[45.80736544 24.19263456] ; [185.19263456  97.80736544],0
