Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,5e-06,20.79486,[53 19] ; [16 34],[40.72131148 31.27868852] ; [28.27868852 21.72131148],1
d5,1,7.7e-05,15.63353,[59 13] ; [24 26],[48.98360656 23.01639344] ; [34.01639344 15.98360656],1
a2,1,0.000169,14.143,[23 49] ; [ 2 48],[14.75409836 57.24590164] ; [10.24590164 39.75409836],1
d4,1,0.000402,12.522014,[59 13] ; [26 24],[50.16393443 21.83606557] ; [34.83606557 15.16393443],1
a6,1,0.000811,11.21492,[52 20] ; [21 29],[43.08196721 28.91803279] ; [29.91803279 20.08196721],1
a3,1,0.000847,11.136182,[50 21] ; [20 30],[41.07438017 29.92561983] ; [28.92561983 21.07438017],1
d1,1,0.003312,8.62718,[41 31] ; [15 35],[33.04918033 38.95081967] ; [22.95081967 27.04918033],0
b5,1,0.006629,7.370872,[52 20] ; [24 26],[44.85245902 27.14754098] ; [31.14754098 18.85245902],0
r4,1,0.024952,5.027215,[53 19] ; [27 23],[47.21311475 24.78688525] ; [32.78688525 17.21311475],0
a5,1,0.029618,4.731302,[46 26] ; [22 28],[40.13114754 31.86885246] ; [27.86885246 22.13114754],0
p2,1,0.032046,4.596015,[43 29] ; [20 30],[37.18032787 34.81967213] ; [25.81967213 24.18032787],0
v1,1,0.043297,4.083757,[28 43] ; [11 39],[22.88429752 48.11570248] ; [16.11570248 33.88429752],0
r3,1,0.047622,3.923283,[60 12] ; [34 16],[55.47540984 16.52459016] ; [38.52459016 11.47540984],0
b1,1,0.047936,3.912232,[33 39] ; [32 18],[38.36065574 33.63934426] ; [26.63934426 23.36065574],0
r1,1,0.051261,3.799732,[48 23] ; [25 25],[42.83471074 28.16528926] ; [30.16528926 19.83471074],0
a4,1,0.067685,3.338285,[34 38] ; [15 34],[29.15702479 42.84297521] ; [19.84297521 29.15702479],0
n3,1,0.085821,2.951072,[20  8] ; [11 12],[17.01960784 10.98039216] ; [13.98039216  9.01960784],0
v2,1,0.091732,2.843713,[32 40] ; [14 34],[27.6 44.4] ; [18.4 29.6],0
s2,1,0.193582,1.690141,[ 5 66] ; [ 7 42],[ 7.1 63.9] ; [ 4.9 44.1],0
r2,1,0.235898,1.404942,[61 10] ; [38 11],[58.575 12.425] ; [40.425  8.575],0
d2,1,0.252751,1.308036,[37 35] ; [20 29],[33.91735537 38.08264463] ; [23.08264463 25.91735537],0
v3,1,0.285126,1.142495,[18 53] ; [ 8 39],[15.6440678 55.3559322] ; [10.3559322 36.6440678],0
s5,1,0.30555,1.049815,[ 6 64] ; [ 7 41],[ 7.71186441 62.28813559] ; [ 5.28813559 42.71186441],0
u3,1,0.336311,0.924444,[11 11] ; [11 19],[ 9.30769231 12.69230769] ; [12.69230769 17.30769231],0
n4,1,0.347805,0.88145,[45 27] ; [27 23],[42.49180328 29.50819672] ; [29.50819672 20.49180328],0
s6,1,0.360556,0.835955,[21 49] ; [11 38],[18.82352941 51.17647059] ; [13.17647059 35.82352941],0
s7,1,0.364951,0.820783,[11 55] ; [ 5 42],[ 9.34513274 56.65486726] ; [ 6.65486726 40.34513274],0
p3,1,0.376147,0.783257,[21 51] ; [11 39],[18.8852459 53.1147541] ; [13.1147541 36.8852459],0
p4,1,0.386157,0.751008,[24 48] ; [13 37],[21.83606557 50.16393443] ; [15.16393443 34.83606557],0
s1,1,0.386353,0.750388,[ 2 69] ; [ 3 47],[ 2.9338843 68.0661157] ; [ 2.0661157 47.9338843],0
p8,1,0.390991,0.735857,[19 52] ; [10 40],[17.01652893 53.98347107] ; [11.98347107 38.01652893],0
b4,1,0.3974,0.71618,[43 29] ; [26 24],[40.72131148 31.27868852] ; [28.27868852 21.72131148],0
b3,1,0.478502,0.502275,[14 36] ; [11 20],[15.43209877 34.56790123] ; [ 9.56790123 21.43209877],0
b2,1,0.478502,0.502275,[14 36] ; [11 20],[15.43209877 34.56790123] ; [ 9.56790123 21.43209877],0
v4,1,0.504504,0.445448,[57 15] ; [37 13],[55.47540984 16.52459016] ; [38.52459016 11.47540984],0
s4,1,0.576646,0.311688,[ 5 65] ; [ 5 45],[ 5.83333333 64.16666667] ; [ 4.16666667 45.83333333],0
p7,1,0.584765,0.298594,[25 47] ; [15 35],[23.60655738 48.39344262] ; [16.39344262 33.60655738],0
