Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.005753,7.626033,[28 71] ; [13  9],[33.54545455 65.45454545] ; [ 7.45454545 14.54545455],0
s2,1,0.006245,7.478179,[66 39] ; [22  2],[71.62790698 33.37209302] ; [16.37209302  7.62790698],0
n1,1,0.012074,6.3,[23 12] ; [1 6],[20. 15.] ; [4. 3.],0
v1,1,0.015682,5.838143,[55 42] ; [ 7 17],[49.70247934 47.29752066] ; [12.29752066 11.70247934],0
s3,1,0.027911,4.833566,[67 37] ; [21  3],[71.5 32.5] ; [16.5  7.5],0
n5,1,0.045301,4.0074,[82 23] ; [14 10],[78.13953488 26.86046512] ; [17.86046512  6.13953488],0
v2,1,0.05141,3.794872,[56 45] ; [ 8 16],[51.712 49.288] ; [12.288 11.712],0
v3,1,0.068991,3.306854,[40 58] ; [ 5 19],[36.14754098 61.85245902] ; [ 8.85245902 15.14754098],0
d3,1,0.128373,2.312071,[66 39] ; [19  5],[69.18604651 35.81395349] ; [15.81395349  8.18604651],0
u1,1,0.137995,2.200172,[24 81] ; [ 9 15],[26.86046512 78.13953488] ; [ 6.13953488 17.86046512],0
r1,1,0.158046,1.992828,[84 21] ; [16  8],[81.39534884 23.60465116] ; [18.60465116  5.39534884],0
n6,1,0.16053,1.969231,[90 14] ; [18  6],[87.75 16.25] ; [20.25  3.75],0
r3,1,0.168599,1.89536,[97  8] ; [20  4],[95.23255814  9.76744186] ; [21.76744186  2.23255814],0
b3,1,0.194666,1.681944,[34 42] ; [ 4 11],[31.73626374 44.26373626] ; [6.26373626 8.73626374],0
b2,1,0.194666,1.681944,[34 42] ; [ 4 11],[31.73626374 44.26373626] ; [6.26373626 8.73626374],0
b1,1,0.21736,1.521715,[45 60] ; [ 7 17],[42.3255814 62.6744186] ; [ 9.6744186 14.3255814],0
b5,1,0.232289,1.426791,[70 35] ; [19  5],[72.44186047 32.55813953] ; [16.55813953  7.44186047],0
p8,1,0.237075,1.397903,[31 74] ; [ 4 19],[28.7109375 76.2890625] ; [ 6.2890625 16.7109375],0
a8,1,0.289078,1.123912,[12 81] ; [ 1 20],[10.60526316 82.39473684] ; [ 2.39473684 18.60526316],0
s1,1,0.342467,0.901173,[ 7 97] ; [ 3 21],[ 8.125 95.875] ; [ 1.875 22.125],0
d5,1,0.372179,0.796378,[87 18] ; [18  6],[85.46511628 19.53488372] ; [19.53488372  4.46511628],0
p6,1,0.384468,0.756366,[22 83] ; [ 7 17],[23.60465116 81.39534884] ; [ 5.39534884 18.60465116],0
u2,1,0.396465,0.719022,[12 11] ; [3 1],[12.77777778 10.22222222] ; [2.22222222 1.77777778],0
a7,1,0.42894,0.625693,[70 35] ; [18  6],[71.62790698 33.37209302] ; [16.37209302  7.62790698],0
a5,1,0.447407,0.577211,[82 23] ; [17  7],[80.58139535 24.41860465] ; [18.41860465  5.58139535],0
n2,1,0.45546,0.557029,[25 10] ; [4 3],[24.16666667 10.83333333] ; [4.83333333 2.16666667],0
p12,1,0.460304,0.545154,[ 9 95] ; [ 1 23],[ 8.125 95.875] ; [ 1.875 22.125],0
b4,1,0.490979,0.474381,[62 43] ; [16  8],[63.48837209 41.51162791] ; [14.51162791  9.48837209],0
p3,1,0.495367,0.464847,[38 66] ; [ 7 17],[36.5625 67.4375] ; [ 8.4375 15.5625],0
a3,1,0.506875,0.440513,[81 24] ; [20  4],[82.20930233 22.79069767] ; [18.79069767  5.20930233],0
p10,1,0.511234,0.431541,[77 28] ; [16  8],[75.69767442 29.30232558] ; [17.30232558  6.69767442],0
a2,1,0.511234,0.431541,[28 77] ; [ 8 16],[29.30232558 75.69767442] ; [ 6.69767442 17.30232558],0
a6,1,0.545318,0.365772,[63 42] ; [16  8],[64.30232558 40.69767442] ; [14.69767442  9.30232558],0
p11,1,0.554916,0.348584,[68 37] ; [14 10],[66.74418605 38.25581395] ; [15.25581395  8.74418605],0
d1,1,0.554916,0.348584,[68 37] ; [14 10],[66.74418605 38.25581395] ; [15.25581395  8.74418605],0
d4,1,0.585338,0.297683,[88 17] ; [19  5],[87.09302326 17.90697674] ; [19.90697674  4.09302326],0
p9,1,0.617499,0.249398,[86 18] ; [18  5],[85.16535433 18.83464567] ; [18.83464567  4.16535433],0
s6,1,0.62236,0.242565,[82 22] ; [20  4],[82.875 21.125] ; [19.125  4.875],0
s8,1,0.639953,0.218803,[66 38] ; [14 10],[65. 39.] ; [15.  9.],0
p1,1,0.660067,0.193443,[12 93] ; [ 2 22],[11.39534884 93.60465116] ; [ 2.60465116 21.39534884],0
r2,1,0.670345,0.181199,[97  7] ; [22  1],[97.4488189  6.5511811] ; [21.5511811  1.4488189],0
p4,1,0.681494,0.168449,[53 52] ; [11 13],[52.09302326 52.90697674] ; [11.90697674 12.09302326],0
a4,1,0.681494,0.168449,[52 53] ; [13 11],[52.90697674 52.09302326] ; [12.09302326 11.90697674],0
v4,1,0.730316,0.118822,[98  7] ; [21  2],[97.6171875  7.3828125] ; [21.3828125  1.6171875],0
n3,1,0.732676,0.116669,[22 12] ; [5 2],[22.3902439 11.6097561] ; [4.6097561 2.3902439],0
n4,1,0.75581,0.096713,[86 19] ; [19  5],[85.46511628 19.53488372] ; [19.53488372  4.46511628],0
