Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.000772,11.307746,[ 7 34] ; [7 3],[11.25490196 29.74509804] ; [2.74509804 7.25490196],1
s7,1,0.001409,10.194427,[ 7 31] ; [7 3],[11.08333333 26.91666667] ; [2.91666667 7.08333333],0
p4,1,0.003324,8.620466,[ 9 32] ; [7 3],[12.8627451 28.1372549] ; [3.1372549 6.8627451],0
p8,1,0.003892,8.333333,[12 28] ; [8 2],[16. 24.] ; [4. 6.],0
v2,1,0.00801,7.03125,[ 5 35] ; [5 5],[ 8. 32.] ; [2. 8.],0
p7,1,0.010989,6.467133,[ 9 30] ; [6 3],[12.1875 26.8125] ; [2.8125 6.1875],0
p10,1,0.018286,5.568511,[20 21] ; [9 1],[23.31372549 17.68627451] ; [5.68627451 4.31372549],0
s4,1,0.018376,5.559955,[ 4 37] ; [4 6],[ 6.43137255 34.56862745] ; [1.56862745 8.43137255],0
p2,1,0.02354,5.128205,[16 24] ; [8 2],[19.2 20.8] ; [4.8 5.2],0
s5,1,0.027742,4.844043,[ 7 34] ; [5 5],[ 9.64705882 31.35294118] ; [2.35294118 7.64705882],0
r4,1,0.029558,4.734826,[10 31] ; [6 4],[12.8627451 28.1372549] ; [3.1372549 6.8627451],0
s8,1,0.031369,4.632675,[ 7 33] ; [5 5],[ 9.6 30.4] ; [2.4 7.6],0
p11,1,0.038869,4.266585,[14 27] ; [7 3],[16.88235294 24.11764706] ; [4.11764706 5.88235294],0
s6,1,0.0771,3.125,[12 28] ; [6 4],[14.4 25.6] ; [3.6 6.4],0
n6,1,0.11504,2.48358,[21 19] ; [8 2],[23.2 16.8] ; [5.8 4.2],0
n3,1,0.119355,2.425759,[11 12] ; [5 1],[12.68965517 10.31034483] ; [3.31034483 2.68965517],0
p9,1,0.133292,2.25374,[21 18] ; [8 2],[23.08163265 15.91836735] ; [5.91836735 4.08163265],0
s3,1,0.161076,1.964093,[12 27] ; [5 4],[13.8125 25.1875] ; [3.1875 5.8125],0
n1,1,0.192106,1.701389,[13 11] ; [5 1],[14.4  9.6] ; [3.6 2.4],0
a6,1,0.228056,1.452947,[21 20] ; [3 7],[19.29411765 21.70588235] ; [4.70588235 5.29411765],0
v3,1,0.259132,1.273389,[ 9 31] ; [4 6],[10.4 29.6] ; [2.6 7.4],0
n5,1,0.260625,1.265432,[30 11] ; [9 1],[31.35294118  9.64705882] ; [7.64705882 2.35294118],0
s1,1,0.367328,0.812683,[ 4 37] ; [2 8],[ 4.82352941 36.17647059] ; [1.17647059 8.82352941],0
d3,1,0.438526,0.600135,[19 22] ; [6 4],[20.09803922 20.90196078] ; [4.90196078 5.09803922],0
a7,1,0.52455,0.404938,[20 21] ; [6 4],[20.90196078 20.09803922] ; [5.09803922 4.90196078],0
b5,1,0.52455,0.404938,[20 21] ; [6 4],[20.90196078 20.09803922] ; [5.09803922 4.90196078],0
p5,1,0.540965,0.373754,[ 5 35] ; [2 8],[ 5.6 34.4] ; [1.4 8.6],0
a5,1,0.596647,0.280083,[25 16] ; [7 3],[25.7254902 15.2745098] ; [6.2745098 3.7254902],0
d2,1,0.670379,0.181159,[19 21] ; [4 6],[18.4 21.6] ; [4.6 5.4],0
p1,1,0.675693,0.175014,[ 6 35] ; [2 8],[ 6.43137255 34.56862745] ; [1.56862745 8.43137255],0
p3,1,0.765291,0.089127,[14 26] ; [3 7],[13.6 26.4] ; [3.4 6.6],0
a3,1,0.765291,0.089127,[26 14] ; [7 3],[26.4 13.6] ; [6.6 3.4],0
b2,1,0.783758,0.075309,[10 16] ; [3 6],[ 9.65714286 16.34285714] ; [3.34285714 5.65714286],0
b3,1,0.783758,0.075309,[10 16] ; [3 6],[ 9.65714286 16.34285714] ; [3.34285714 5.65714286],0
b1,1,0.823216,0.049912,[23 18] ; [6 4],[23.31372549 17.68627451] ; [5.68627451 4.31372549],0
d4,1,0.835366,0.043191,[22 19] ; [5 5],[21.70588235 19.29411765] ; [5.29411765 4.70588235],0
r1,1,0.835366,0.043191,[19 22] ; [5 5],[19.29411765 21.70588235] ; [4.70588235 5.29411765],0
a4,1,0.841061,0.040215,[13 26] ; [3 7],[12.73469388 26.26530612] ; [3.26530612 6.73469388],0
v1,1,0.841286,0.040099,[15 26] ; [4 6],[15.2745098 25.7254902] ; [3.7254902 6.2745098],0
d1,1,0.841286,0.040099,[15 26] ; [4 6],[15.2745098 25.7254902] ; [3.7254902 6.2745098],0
b4,1,0.932811,0.007108,[24 17] ; [6 4],[24.11764706 16.88235294] ; [5.88235294 4.11764706],0
d5,1,0.932811,0.007108,[24 17] ; [6 4],[24.11764706 16.88235294] ; [5.88235294 4.11764706],0
n4,1,0.963683,0.002073,[29 12] ; [7 3],[28.94117647 12.05882353] ; [7.05882353 2.94117647],0
